Sample	Bacteria_24k	Protists_1k	Human	Fungi_RefSeq_release	Bird	Plant	Coral	Viruses	Vectors	Contamnts_Adaptrs	Multiple Genomes	No hits
Pba-ABur_004-Ex1-4A-lcwgs-1-1.clmp.fp2_r2_screen	660.0	4163.0	471.0	382.0	237.0	69.0	73.0	24.0	0.0	0.0	10471.0	548266.0
Pba-ABur_005-Ex1-5A-lcwgs-1-1.clmp.fp2_r1_screen	20843.0	7478.0	1274.0	588.0	492.0	103.0	97.0	60.0	0.0	0.0	32226.0	762460.0
Pba-ABur_005-Ex1-5A-lcwgs-1-1.clmp.fp2_r2_screen	20546.0	7375.0	1260.0	598.0	466.0	90.0	88.0	58.0	0.0	0.0	31936.0	763204.0
Pba-ABur_006-Ex1-6A-lcwgs-1-1.clmp.fp2_r1_screen	1030.0	6559.0	738.0	538.0	407.0	112.0	117.0	36.0	0.0	0.0	19030.0	889957.0
Pba-ABur_006-Ex1-6A-lcwgs-1-1.clmp.fp2_r2_screen	1090.0	6533.0	758.0	542.0	384.0	106.0	76.0	42.0	1.0	0.0	18943.0	890049.0
Pba-ABur_007-Ex1-7A-lcwgs-1-1.clmp.fp2_r1_screen	3110.0	5221.0	801.0	481.0	362.0	75.0	78.0	32.0	0.0	0.0	19179.0	670853.0
Pba-ABur_007-Ex1-7A-lcwgs-1-1.clmp.fp2_r2_screen	3055.0	5359.0	773.0	497.0	341.0	65.0	75.0	29.0	1.0	0.0	19144.0	670853.0
Pba-ABur_008-Ex1-8A-lcwgs-1-1.clmp.fp2_r1_screen	9147.0	9065.0	1288.0	755.0	562.0	139.0	139.0	68.0	2.0	0.0	38143.0	1026905.0
Pba-ABur_008-Ex1-8A-lcwgs-1-1.clmp.fp2_r2_screen	9054.0	9045.0	1227.0	790.0	561.0	142.0	130.0	61.0	1.0	0.0	37645.0	1027557.0
Pba-ABur_009-Ex1-9A-lcwgs-1-1.clmp.fp2_r1_screen	719.0	3282.0	433.0	282.0	190.0	67.0	49.0	12.0	0.0	0.0	9138.0	437145.0
Pba-ABur_009-Ex1-9A-lcwgs-1-1.clmp.fp2_r2_screen	697.0	3420.0	424.0	295.0	182.0	67.0	45.0	18.0	0.0	0.0	9069.0	437100.0
Pba-ABur_010-Ex1-10A-lcwgs-1-1.clmp.fp2_r1_screen	6252.0	7945.0	1300.0	750.0	539.0	108.0	94.0	64.0	0.0	0.0	37326.0	788689.0
Pba-ABur_010-Ex1-10A-lcwgs-1-1.clmp.fp2_r2_screen	6225.0	8123.0	1261.0	724.0	555.0	112.0	98.0	53.0	4.0	0.0	36633.0	789279.0
Pba-ABur_011-Ex1-11A-lcwgs-1-1.clmp.fp2_r1_screen	3116.0	11674.0	1869.0	1055.0	710.0	155.0	192.0	77.0	1.0	0.0	40648.0	1570541.0
Pba-ABur_011-Ex1-11A-lcwgs-1-1.clmp.fp2_r2_screen	3092.0	11460.0	1841.0	1100.0	785.0	161.0	192.0	64.0	3.0	0.0	40310.0	1571030.0
Pba-ABur_012-Ex1-12A-lcwgs-1-1.clmp.fp2_r1_screen	4650.0	7822.0	1270.0	722.0	417.0	164.0	132.0	38.0	2.0	0.0	22059.0	827582.0
Pba-ABur_012-Ex1-12A-lcwgs-1-1.clmp.fp2_r2_screen	4662.0	7779.0	1265.0	724.0	416.0	144.0	144.0	27.0	0.0	0.0	21769.0	827928.0
Pba-ABur_013-Ex1-1B-lcwgs-1-1.clmp.fp2_r1_screen	2737.0	15296.0	1996.0	1341.0	942.0	268.0	224.0	67.0	2.0	0.0	43129.0	2056242.0
Pba-ABur_013-Ex1-1B-lcwgs-1-1.clmp.fp2_r2_screen	2744.0	15254.0	1988.0	1383.0	935.0	251.0	240.0	84.0	1.0	0.0	43335.0	2056029.0
Pba-ABur_014-Ex1-2B-lcwgs-1-1.clmp.fp2_r1_screen	882.0	3174.0	595.0	267.0	195.0	54.0	53.0	24.0	0.0	0.0	10675.0	422601.0
Pba-ABur_014-Ex1-2B-lcwgs-1-1.clmp.fp2_r2_screen	869.0	3190.0	551.0	259.0	191.0	54.0	49.0	21.0	0.0	0.0	10603.0	422733.0
Pba-ABur_015-Ex1-3B-lcwgs-1-1.clmp.fp2_r1_screen	4943.0	15748.0	2764.0	1438.0	1045.0	243.0	229.0	92.0	3.0	0.0	47553.0	2176925.0
Pba-ABur_015-Ex1-3B-lcwgs-1-1.clmp.fp2_r2_screen	4894.0	15801.0	2667.0	1465.0	1042.0	239.0	222.0	74.0	0.0	0.0	46979.0	2177600.0
Pba-ABur_016-Ex1-4B-lcwgs-1-1.clmp.fp2_r1_screen	2839.0	7272.0	1177.0	609.0	475.0	123.0	115.0	46.0	0.0	0.0	20548.0	926446.0
Pba-ABur_016-Ex1-4B-lcwgs-1-1.clmp.fp2_r2_screen	2824.0	7232.0	1203.0	637.0	441.0	119.0	111.0	39.0	0.0	0.0	20215.0	926829.0
Pba-ABur_017-Ex1-5B-lcwgs-1-1.clmp.fp2_r1_screen	5437.0	11966.0	2928.0	1094.0	812.0	172.0	176.0	60.0	0.0	0.0	38016.0	1452076.0
Pba-ABur_017-Ex1-5B-lcwgs-1-1.clmp.fp2_r2_screen	5394.0	12108.0	2922.0	1101.0	718.0	179.0	153.0	67.0	4.0	0.0	37713.0	1452378.0
Pba-ABur_018-Ex1-6B-lcwgs-1-1.clmp.fp2_r1_screen	713.0	3177.0	426.0	282.0	187.0	36.0	54.0	15.0	1.0	0.0	11053.0	446173.0
Pba-ABur_018-Ex1-6B-lcwgs-1-1.clmp.fp2_r2_screen	692.0	3248.0	411.0	292.0	219.0	32.0	45.0	20.0	0.0	0.0	10985.0	446173.0
Pba-ABur_019-Ex1-7B-lcwgs-1-1.clmp.fp2_r1_screen	896.0	1878.0	321.0	178.0	102.0	32.0	34.0	9.0	0.0	0.0	5731.0	281349.0
Pba-ABur_019-Ex1-7B-lcwgs-1-1.clmp.fp2_r2_screen	893.0	1888.0	323.0	160.0	100.0	35.0	36.0	11.0	1.0	0.0	5676.0	281407.0
Pba-ABur_020-Ex1-8B-lcwgs-1-1.clmp.fp2_r1_screen	2066.0	6033.0	867.0	558.0	401.0	85.0	78.0	51.0	2.0	0.0	25703.0	686804.0
Pba-ABur_020-Ex1-8B-lcwgs-1-1.clmp.fp2_r2_screen	2146.0	6250.0	873.0	581.0	414.0	71.0	74.0	38.0	1.0	0.0	25324.0	686876.0
Pba-ABur_021-Ex1-9B-lcwgs-1-1.clmp.fp2_r1_screen	893.0	5276.0	607.0	461.0	287.0	78.0	84.0	23.0	0.0	0.0	13214.0	620885.0
Pba-ABur_021-Ex1-9B-lcwgs-1-1.clmp.fp2_r2_screen	895.0	5219.0	618.0	417.0	271.0	99.0	85.0	34.0	1.0	0.0	13156.0	621013.0
Pba-ABur_022-Ex1-10B-lcwgs-1-1.clmp.fp2_r1_screen	1331.0	7489.0	885.0	654.0	451.0	104.0	121.0	37.0	0.0	0.0	22775.0	883406.0
Pba-ABur_022-Ex1-10B-lcwgs-1-1.clmp.fp2_r2_screen	1331.0	7380.0	890.0	663.0	443.0	99.0	110.0	46.0	2.0	0.0	22700.0	883589.0
Pba-ABur_023-Ex1-11B-lcwgs-1-1.clmp.fp2_r1_screen	2857.0	5948.0	981.0	585.0	401.0	85.0	81.0	35.0	2.0	0.0	22679.0	705989.0
Pba-ABur_023-Ex1-11B-lcwgs-1-1.clmp.fp2_r2_screen	2793.0	6175.0	941.0	560.0	407.0	81.0	88.0	23.0	2.0	0.0	22584.0	705989.0
Pba-ABur_024-Ex1-12B-lcwgs-1-1.clmp.fp2_r1_screen	5736.0	6401.0	1137.0	645.0	382.0	124.0	112.0	38.0	0.0	0.0	17116.0	785079.0
Pba-ABur_024-Ex1-12B-lcwgs-1-1.clmp.fp2_r2_screen	5665.0	6440.0	1109.0	653.0	341.0	100.0	99.0	33.0	1.0	0.0	17005.0	785324.0
Pba-ABur_025-Ex1-1C-lcwgs-1-1.clmp.fp2_r1_screen	33709.0	114520.0	17362.0	10444.0	7060.0	1667.0	1664.0	634.0	12.0	0.0	356212.0	13791377.0
Pba-ABur_025-Ex1-1C-lcwgs-1-1.clmp.fp2_r2_screen	33518.0	114259.0	17207.0	10232.0	6965.0	1672.0	1501.0	593.0	17.0	0.0	353020.0	13795677.0
Pba-ABur_026-Ex1-2C-lcwgs-1-1.clmp.fp2_r1_screen	1176.0	4719.0	554.0	426.0	328.0	70.0	72.0	35.0	0.0	0.0	14056.0	630104.0
Pba-ABur_026-Ex1-2C-lcwgs-1-1.clmp.fp2_r2_screen	1222.0	4715.0	565.0	401.0	315.0	69.0	77.0	37.0	0.0	0.0	13905.0	630234.0
Pba-ABur_027-Ex1-3C-lcwgs-1-1.clmp.fp2_r1_screen	10612.0	12522.0	2969.0	1101.0	826.0	211.0	164.0	85.0	2.0	0.0	41589.0	1446816.0
Pba-ABur_027-Ex1-3C-lcwgs-1-1.clmp.fp2_r2_screen	10585.0	12452.0	2992.0	1149.0	770.0	181.0	177.0	88.0	3.0	0.0	41077.0	1447423.0
Pba-ABur_028-Ex1-4C-lcwgs-1-1.clmp.fp2_r1_screen	5403.0	6604.0	1842.0	586.0	422.0	86.0	89.0	37.0	0.0	0.0	20087.0	837182.0
Pba-ABur_028-Ex1-4C-lcwgs-1-1.clmp.fp2_r2_screen	5361.0	6539.0	1856.0	524.0	449.0	78.0	80.0	35.0	0.0	0.0	19885.0	837531.0
Pba-ABur_029-Ex1-5C-lcwgs-1-1.clmp.fp2_r1_screen	2629.0	2966.0	497.0	273.0	203.0	37.0	43.0	19.0	0.0	0.0	10457.0	365942.0
Pba-ABur_029-Ex1-5C-lcwgs-1-1.clmp.fp2_r2_screen	2588.0	2949.0	504.0	284.0	219.0	45.0	46.0	27.0	0.0	0.0	10385.0	366019.0
Pba-ABur_030-Ex1-6C-lcwgs-1-1.clmp.fp2_r1_screen	3782.0	5972.0	1152.0	570.0	367.0	115.0	104.0	38.0	0.0	0.0	19013.0	758545.0
Pba-ABur_030-Ex1-6C-lcwgs-1-1.clmp.fp2_r2_screen	3732.0	6019.0	1175.0	535.0	372.0	94.0	86.0	44.0	0.0	0.0	18740.0	758861.0
Pba-ABur_031-Ex1-7C-lcwgs-1-1.clmp.fp2_r1_screen	2378.0	11877.0	1389.0	1052.0	595.0	180.0	188.0	54.0	1.0	0.0	30367.0	1554612.0
Pba-ABur_031-Ex1-7C-lcwgs-1-1.clmp.fp2_r2_screen	2339.0	11908.0	1416.0	1005.0	639.0	197.0	193.0	62.0	3.0	0.0	30159.0	1554772.0
Pba-ABur_032-Ex1-8C-lcwgs-1-1.clmp.fp2_r1_screen	462.0	2085.0	284.0	155.0	142.0	43.0	31.0	8.0	2.0	0.0	5808.0	335225.0
Pba-ABur_032-Ex1-8C-lcwgs-1-1.clmp.fp2_r2_screen	423.0	2132.0	291.0	197.0	142.0	27.0	42.0	6.0	1.0	0.0	5690.0	335294.0
Pba-ABur_033-Ex1-9C-lcwgs-1-1.clmp.fp2_r1_screen	228.0	338.0	60.0	31.0	18.0	5.0	4.0	3.0	0.0	0.0	1004.0	41551.0
Pba-ABur_033-Ex1-9C-lcwgs-1-1.clmp.fp2_r2_screen	237.0	354.0	40.0	32.0	21.0	4.0	9.0	2.0	1.0	0.0	1039.0	41503.0
Pba-ABur_034-Ex1-10C-lcwgs-1-1.clmp.fp2_r1_screen	2474.0	7328.0	976.0	635.0	502.0	85.0	108.0	32.0	1.0	1.0	21670.0	957739.0
Pba-ABur_034-Ex1-10C-lcwgs-1-1.clmp.fp2_r2_screen	2415.0	7505.0	1036.0	653.0	439.0	112.0	106.0	37.0	0.0	0.0	21609.0	957639.0
Pba-ABur_036-Ex1-11C-lcwgs-1-1.clmp.fp2_r1_screen	1657.0	3414.0	444.0	265.0	208.0	59.0	44.0	20.0	0.0	0.0	12458.0	416300.0
Pba-ABur_036-Ex1-11C-lcwgs-1-1.clmp.fp2_r2_screen	1631.0	3303.0	452.0	264.0	190.0	54.0	47.0	18.0	0.0	0.0	12436.0	416474.0
Pba-ABur_037-Ex1-12C-lcwgs-1-1.clmp.fp2_r1_screen	1990.0	2304.0	279.0	214.0	127.0	32.0	19.0	19.0	0.0	0.0	9453.0	309989.0
Pba-ABur_037-Ex1-12C-lcwgs-1-1.clmp.fp2_r2_screen	1951.0	2389.0	249.0	203.0	143.0	28.0	23.0	23.0	0.0	0.0	9461.0	309956.0
Pba-ABur_038-Ex1-1D-lcwgs-1-1.clmp.fp2_r1_screen	1465.0	8755.0	997.0	757.0	599.0	118.0	110.0	42.0	0.0	0.0	25980.0	1178196.0
Pba-ABur_038-Ex1-1D-lcwgs-1-1.clmp.fp2_r2_screen	1472.0	8622.0	1053.0	728.0	599.0	127.0	111.0	38.0	2.0	0.0	25585.0	1178682.0
Pba-ABur_039-Ex1-2D-lcwgs-1-1.clmp.fp2_r1_screen	9631.0	10515.0	1234.0	915.0	595.0	165.0	146.0	57.0	0.0	0.0	33421.0	1346259.0
Pba-ABur_039-Ex1-2D-lcwgs-1-1.clmp.fp2_r2_screen	9614.0	10574.0	1265.0	904.0	618.0	146.0	121.0	69.0	2.0	0.0	33226.0	1346399.0
Pba-ABur_040-Ex1-3D-lcwgs-1-1.clmp.fp2_r1_screen	2357.0	11847.0	1355.0	960.0	702.0	163.0	175.0	57.0	3.0	0.0	36686.0	1433480.0
Pba-ABur_040-Ex1-3D-lcwgs-1-1.clmp.fp2_r2_screen	2341.0	11755.0	1280.0	963.0	650.0	161.0	166.0	49.0	0.0	0.0	36493.0	1433927.0
Pba-ABur_041-Ex1-4D-lcwgs-1-1.clmp.fp2_r1_screen	1372.0	6666.0	764.0	535.0	385.0	79.0	84.0	25.0	1.0	0.0	18980.0	862800.0
Pba-ABur_041-Ex1-4D-lcwgs-1-1.clmp.fp2_r2_screen	1381.0	6733.0	735.0	570.0	390.0	89.0	72.0	25.0	0.0	0.0	18896.0	862800.0
Pba-ABur_042-Ex1-5D-lcwgs-1-1.clmp.fp2_r1_screen	2318.0	5609.0	662.0	470.0	346.0	92.0	79.0	31.0	0.0	0.0	17872.0	780698.0
Pba-ABur_042-Ex1-5D-lcwgs-1-1.clmp.fp2_r2_screen	2302.0	5702.0	652.0	454.0	374.0	97.0	80.0	26.0	0.0	0.0	17792.0	780698.0
Pba-ABur_043-Ex1-6D-lcwgs-1-1.clmp.fp2_r1_screen	1478.0	8361.0	950.0	678.0	500.0	123.0	101.0	51.0	0.0	0.0	22805.0	1121593.0
Pba-ABur_043-Ex1-6D-lcwgs-1-1.clmp.fp2_r2_screen	1462.0	8351.0	942.0	718.0	518.0	140.0	109.0	44.0	0.0	0.0	22763.0	1121593.0
Pba-ABur_044-Ex1-7D-lcwgs-1-1.clmp.fp2_r1_screen	1368.0	8797.0	1010.0	760.0	544.0	136.0	145.0	36.0	1.0	0.0	25237.0	1225537.0
Pba-ABur_044-Ex1-7D-lcwgs-1-1.clmp.fp2_r2_screen	1339.0	8888.0	1031.0	708.0	556.0	117.0	138.0	40.0	1.0	0.0	25090.0	1225663.0
Pba-ABur_045-Ex1-8D-lcwgs-1-1.clmp.fp2_r1_screen	1419.0	9424.0	1124.0	705.0	556.0	113.0	125.0	48.0	5.0	0.0	24362.0	1334609.0
Pba-ABur_045-Ex1-8D-lcwgs-1-1.clmp.fp2_r2_screen	1378.0	9321.0	1087.0	760.0	532.0	127.0	144.0	42.0	1.0	0.0	24215.0	1334883.0
Pba-ABur_046-Ex1-9D-lcwgs-1-1.clmp.fp2_r1_screen	1388.0	7108.0	865.0	639.0	395.0	128.0	150.0	46.0	2.0	0.0	21474.0	887657.0
Pba-ABur_046-Ex1-9D-lcwgs-1-1.clmp.fp2_r2_screen	1390.0	6969.0	814.0	675.0	433.0	119.0	131.0	37.0	1.0	0.0	21350.0	887933.0
Pba-ABur_047-Ex1-10D-lcwgs-1-1.clmp.fp2_r1_screen	123.0	822.0	106.0	82.0	50.0	15.0	7.0	5.0	0.0	0.0	2251.0	116272.0
Pba-ABur_047-Ex1-10D-lcwgs-1-1.clmp.fp2_r2_screen	102.0	814.0	94.0	65.0	39.0	17.0	8.0	4.0	0.0	0.0	2270.0	116320.0
Pba-ABur_048-Ex1-11D-lcwgs-1-1.clmp.fp2_r1_screen	728.0	5929.0	605.0	500.0	353.0	66.0	80.0	27.0	0.0	0.0	19513.0	709600.0
Pba-ABur_048-Ex1-11D-lcwgs-1-1.clmp.fp2_r2_screen	743.0	5789.0	650.0	499.0	318.0	70.0	88.0	32.0	1.0	0.0	19316.0	709895.0
Pba-ABur_049-Ex1-12D-lcwgs-1-1.clmp.fp2_r1_screen	1204.0	9648.0	1291.0	846.0	678.0	145.0	122.0	46.0	2.0	0.0	38928.0	1365584.0
Pba-ABur_049-Ex1-12D-lcwgs-1-1.clmp.fp2_r2_screen	1184.0	9609.0	1297.0	857.0	721.0	138.0	127.0	50.0	2.0	0.0	38358.0	1366151.0
Pba-ABur_050-Ex1-1E-lcwgs-1-1.clmp.fp2_r1_screen	391.0	920.0	151.0	79.0	76.0	12.0	8.0	6.0	0.0	0.0	3415.0	135416.0
Pba-ABur_050-Ex1-1E-lcwgs-1-1.clmp.fp2_r2_screen	361.0	939.0	149.0	90.0	70.0	17.0	12.0	6.0	1.0	0.0	3427.0	135402.0
Pba-ABur_051-Ex1-2E-lcwgs-1-1.clmp.fp2_r1_screen	2566.0	10993.0	1343.0	951.0	683.0	167.0	157.0	66.0	2.0	0.0	30772.0	1355221.0
Pba-ABur_051-Ex1-2E-lcwgs-1-1.clmp.fp2_r2_screen	2629.0	11104.0	1202.0	967.0	665.0	159.0	163.0	54.0	2.0	0.0	30615.0	1355361.0
Pba-ABur_052-Ex1-3E-lcwgs-1-1.clmp.fp2_r1_screen	9942.0	16330.0	2155.0	1452.0	883.0	311.0	310.0	67.0	4.0	0.0	37953.0	1439431.0
Pba-ABur_052-Ex1-3E-lcwgs-1-1.clmp.fp2_r2_screen	9875.0	16416.0	2162.0	1468.0	833.0	289.0	263.0	86.0	2.0	0.0	37560.0	1439884.0
Pba-ABur_053-Ex1-4E-lcwgs-1-1.clmp.fp2_r1_screen	4882.0	8769.0	1277.0	780.0	466.0	134.0	147.0	43.0	1.0	0.0	22130.0	972588.0
Pba-ABur_053-Ex1-4E-lcwgs-1-1.clmp.fp2_r2_screen	4912.0	8983.0	1265.0	747.0	507.0	150.0	130.0	52.0	2.0	0.0	22083.0	972386.0
Pba-ABur_054-Ex1-5E-lcwgs-1-1.clmp.fp2_r1_screen	3725.0	8509.0	1182.0	745.0	522.0	100.0	110.0	57.0	0.0	0.0	27271.0	970254.0
Pba-ABur_054-Ex1-5E-lcwgs-1-1.clmp.fp2_r2_screen	3677.0	8444.0	1136.0	774.0	510.0	109.0	127.0	51.0	2.0	0.0	27087.0	970558.0
Pba-ABur_055-Ex1-6E-lcwgs-1-1.clmp.fp2_r1_screen	3287.0	9657.0	1249.0	869.0	598.0	143.0	131.0	39.0	1.0	0.0	25878.0	1048028.0
Pba-ABur_055-Ex1-6E-lcwgs-1-1.clmp.fp2_r2_screen	3300.0	9667.0	1280.0	864.0	570.0	151.0	155.0	55.0	1.0	0.0	25809.0	1048028.0
Pba-ABur_056-Ex1-7E-lcwgs-1-1.clmp.fp2_r1_screen	7208.0	16948.0	2265.0	1523.0	1156.0	257.0	253.0	86.0	2.0	0.0	67203.0	2343927.0
Pba-ABur_056-Ex1-7E-lcwgs-1-1.clmp.fp2_r2_screen	7043.0	17249.0	2179.0	1540.0	1143.0	234.0	252.0	82.0	3.0	0.0	66932.0	2344171.0
Pba-ABur_057-Ex1-8E-lcwgs-1-1.clmp.fp2_r1_screen	3519.0	3252.0	669.0	334.0	211.0	50.0	44.0	17.0	0.0	0.0	12085.0	498605.0
Pba-ABur_057-Ex1-8E-lcwgs-1-1.clmp.fp2_r2_screen	3493.0	3222.0	621.0	314.0	220.0	62.0	43.0	16.0	1.0	0.0	11982.0	498812.0
Pba-AGal_001-Ex1-8G-lcwgs-1-1.clmp.fp2_r1_screen	4535.0	20494.0	2534.0	1722.0	1196.0	217.0	198.0	117.0	1.0	0.0	124793.0	1410088.0
Pba-AGal_001-Ex1-8G-lcwgs-1-1.clmp.fp2_r2_screen	4599.0	20535.0	2583.0	1639.0	1232.0	232.0	217.0	105.0	4.0	0.0	123722.0	1411027.0
Pba-AGal_001-Ex1-8H-lcwgs-1-1.clmp.fp2_r1_screen	1981.0	15817.0	1753.0	1291.0	841.0	131.0	189.0	80.0	0.0	0.0	94337.0	1232587.0
Pba-AGal_001-Ex1-8H-lcwgs-1-1.clmp.fp2_r2_screen	1972.0	15967.0	1812.0	1290.0	866.0	168.0	183.0	88.0	6.0	0.0	93933.0	1232722.0
Pba-AGal_002-Ex1-9A-lcwgs-1-1.clmp.fp2_r1_screen	4096.0	21278.0	2209.0	1815.0	1390.0	193.0	188.0	167.0	1.0	0.0	117540.0	2365928.0
Pba-AGal_002-Ex1-9A-lcwgs-1-1.clmp.fp2_r2_screen	4099.0	21286.0	2222.0	1742.0	1369.0	195.0	197.0	143.0	1.0	0.0	116869.0	2366682.0
Pba-AGal_003-Ex1-9B-lcwgs-1-1.clmp.fp2_r1_screen	3916.0	14055.0	1837.0	1211.0	730.0	158.0	134.0	89.0	0.0	0.0	68162.0	1194077.0
