Sample	Bacteria_24k	Protists_1k	Human	Fungi_RefSeq_release	Bird	Plant	Coral	Viruses	Vectors	Contamnts_Adaptrs	Ecoli	Multiple Genomes	No hits
Hte-ABur_073-Ex1-10A-lcwgs-1-T.clmp.fp2_r1_screen	9926.0	4531.0	1471.0	518.0	200.0	63.0	62.0	19.0	3.0	0.0	0.0	48446.0	750240.0
Hte-ABur_073-Ex1-10A-lcwgs-1-T.clmp.fp2_r2_screen	9897.0	4540.0	1462.0	534.0	195.0	56.0	64.0	27.0	1.0	0.0	0.0	47974.0	750729.0
Hte-ABur_074-Ex1-10B-lcwgs-1-T.clmp.fp2_r1_screen	41.0	13.0	23.0	1.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	68.0	1752.0
Hte-ABur_074-Ex1-10B-lcwgs-1-T.clmp.fp2_r2_screen	35.0	14.0	24.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	69.0	1758.0
Hte-ABur_075-Ex1-10C-lcwgs-1-T.clmp.fp2_r1_screen	1772.0	2202.0	232.0	187.0	93.0	22.0	29.0	12.0	0.0	0.0	0.0	19652.0	247415.0
Hte-ABur_075-Ex1-10C-lcwgs-1-T.clmp.fp2_r2_screen	1671.0	2236.0	249.0	224.0	96.0	27.0	26.0	11.0	5.0	0.0	0.0	19575.0	247496.0
Hte-ABur_076-Ex1-10D-lcwgs-1-T.clmp.fp2_r1_screen	5023.0	475.0	197.0	63.0	11.0	2.0	0.0	19.0	0.0	0.0	0.0	5963.0	49171.0
Hte-ABur_076-Ex1-10D-lcwgs-1-T.clmp.fp2_r2_screen	4970.0	471.0	185.0	50.0	14.0	3.0	0.0	17.0	0.0	0.0	0.0	5872.0	49342.0
Hte-ABur_077-Ex1-10E-lcwgs-1-T.clmp.fp2_r1_screen	5543.0	3092.0	975.0	284.0	116.0	37.0	34.0	9.0	1.0	0.0	0.0	39099.0	478598.0
Hte-ABur_077-Ex1-10E-lcwgs-1-T.clmp.fp2_r2_screen	5302.0	3140.0	973.0	293.0	107.0	43.0	40.0	24.0	2.0	0.0	0.0	38897.0	478967.0
Hte-ABur_078-Ex1-10F-lcwgs-1-T.clmp.fp2_r1_screen	4528.0	3300.0	434.0	316.0	184.0	49.0	55.0	14.0	1.0	0.0	0.0	23428.0	581925.0
Hte-ABur_078-Ex1-10F-lcwgs-1-T.clmp.fp2_r2_screen	4509.0	3257.0	447.0	321.0	177.0	40.0	48.0	14.0	6.0	0.0	0.0	23306.0	582109.0
Hte-ABur_079-Ex1-10G-lcwgs-1-T.clmp.fp2_r1_screen	65050.0	3466.0	35057.0	416.0	23.0	3.0	2.0	39.0	1.0	0.0	0.0	54193.0	275073.0
Hte-ABur_079-Ex1-10G-lcwgs-1-T.clmp.fp2_r2_screen	64269.0	3400.0	35203.0	412.0	18.0	5.0	0.0	42.0	1.0	0.0	0.0	53080.0	276893.0
Hte-ABur_080-Ex1-10H-lcwgs-1-T.clmp.fp2_r1_screen	48538.0	3683.0	5942.0	369.0	16.0	6.0	1.0	34.0	0.0	0.0	0.0	38520.0	268925.0
Hte-ABur_080-Ex1-10H-lcwgs-1-T.clmp.fp2_r2_screen	47796.0	3593.0	5962.0	371.0	18.0	4.0	3.0	33.0	1.0	0.0	0.0	37205.0	271048.0
Hte-ABur_081-Ex1-11A-lcwgs-1-T.clmp.fp2_r1_screen	40242.0	3137.0	497.0	217.0	12.0	4.0	2.0	41.0	0.0	0.0	0.0	46778.0	192604.0
Hte-ABur_081-Ex1-11A-lcwgs-1-T.clmp.fp2_r2_screen	39879.0	3030.0	510.0	221.0	19.0	2.0	3.0	38.0	0.0	0.0	0.0	45583.0	194249.0
Hte-ABur_082-Ex1-11B-lcwgs-1-T.clmp.fp2_r1_screen	3226.0	4006.0	493.0	445.0	172.0	53.0	36.0	16.0	0.0	0.0	0.0	34600.0	567537.0
Hte-ABur_082-Ex1-11B-lcwgs-1-T.clmp.fp2_r2_screen	3212.0	4086.0	459.0	401.0	163.0	66.0	37.0	19.0	1.0	0.0	0.0	34419.0	567721.0
Hte-ABur_083-Ex1-11C-lcwgs-1-T.clmp.fp2_r1_screen	88036.0	6961.0	1549.0	453.0	36.0	18.0	17.0	87.0	1.0	0.0	0.0	93648.0	501269.0
Hte-ABur_083-Ex1-11C-lcwgs-1-T.clmp.fp2_r2_screen	87168.0	6704.0	1544.0	458.0	49.0	12.0	12.0	53.0	1.0	0.0	0.0	91690.0	504384.0
Hte-ABur_084-Ex1-11D-lcwgs-1-T.clmp.fp2_r1_screen	10181.0	1866.0	713.0	211.0	37.0	126.0	13.0	7.0	0.0	0.0	0.0	32392.0	228991.0
Hte-ABur_084-Ex1-11D-lcwgs-1-T.clmp.fp2_r2_screen	9945.0	1862.0	693.0	216.0	42.0	101.0	17.0	13.0	3.0	0.0	1.0	32159.0	229485.0
Hte-ABur_085-Ex1-11E-lcwgs-1-T.clmp.fp2_r1_screen	23050.0	3494.0	48096.0	405.0	84.0	29.0	25.0	28.0	0.0	0.0	0.0	69229.0	359712.0
Hte-ABur_085-Ex1-11E-lcwgs-1-T.clmp.fp2_r2_screen	22896.0	3575.0	48231.0	382.0	85.0	25.0	28.0	28.0	3.0	0.0	0.0	68380.0	360519.0
Hte-ABur_086-Ex1-11F-lcwgs-1-T.clmp.fp2_r1_screen	53.0	19.0	19.0	2.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	172.0	2396.0
Hte-ABur_086-Ex1-11F-lcwgs-1-T.clmp.fp2_r2_screen	58.0	17.0	18.0	4.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	159.0	2405.0
Hte-ABur_087-Ex1-11G-lcwgs-1-T.clmp.fp2_r1_screen	61088.0	8008.0	2382.0	1045.0	239.0	58.0	68.0	75.0	0.0	0.0	0.0	70428.0	993727.0
Hte-ABur_087-Ex1-11G-lcwgs-1-T.clmp.fp2_r2_screen	60016.0	8125.0	2380.0	1054.0	234.0	64.0	64.0	74.0	2.0	0.0	0.0	69445.0	995660.0
Hte-ABur_088-Ex1-11H-lcwgs-1-T.clmp.fp2_r1_screen	3967.0	1585.0	1578.0	222.0	44.0	27.0	17.0	8.0	0.0	0.0	0.0	31123.0	246506.0
Hte-ABur_088-Ex1-11H-lcwgs-1-T.clmp.fp2_r2_screen	3934.0	1630.0	1619.0	226.0	38.0	25.0	10.0	9.0	2.0	0.0	0.0	30993.0	246591.0
Hte-ABur_089-Ex1-12A-lcwgs-1-T.clmp.fp2_r1_screen	2143.0	178.0	335.0	10.0	7.0	1.0	0.0	1.0	0.0	0.0	0.0	21393.0	13056.0
Hte-ABur_089-Ex1-12A-lcwgs-1-T.clmp.fp2_r2_screen	2097.0	180.0	325.0	17.0	7.0	1.0	1.0	2.0	0.0	0.0	0.0	21367.0	13127.0
Hte-ABur_090-Ex1-12B-lcwgs-1-T.clmp.fp2_r1_screen	528.0	328.0	37.0	49.0	9.0	4.0	0.0	1.0	0.0	0.0	0.0	5729.0	80122.0
Hte-ABur_090-Ex1-12B-lcwgs-1-T.clmp.fp2_r2_screen	537.0	327.0	35.0	41.0	8.0	7.0	4.0	0.0	0.0	0.0	0.0	5665.0	80183.0
Hte-ABur_091-Ex1-12C-lcwgs-1-T.clmp.fp2_r1_screen	30.0	4.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	83.0	760.0
Hte-ABur_091-Ex1-12C-lcwgs-1-T.clmp.fp2_r2_screen	35.0	5.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	92.0	744.0
Hte-ABur_092-Ex1-12D-lcwgs-1-T.clmp.fp2_r1_screen	15636.0	4067.0	1749.0	471.0	91.0	31.0	36.0	15.0	0.0	0.0	0.0	59507.0	632957.0
Hte-ABur_092-Ex1-12D-lcwgs-1-T.clmp.fp2_r2_screen	15434.0	4042.0	1783.0	480.0	107.0	32.0	44.0	15.0	2.0	0.0	0.0	59307.0	633314.0
Hte-ABur_093-Ex1-12E-lcwgs-1-T.clmp.fp2_r1_screen	63974.0	4071.0	774.0	414.0	59.0	10.0	12.0	37.0	1.0	0.0	0.0	68439.0	333611.0
Hte-ABur_093-Ex1-12E-lcwgs-1-T.clmp.fp2_r2_screen	63300.0	4011.0	751.0	406.0	58.0	9.0	15.0	38.0	1.0	0.0	0.0	67788.0	335025.0
Hte-ABur_094-Ex1-12F-lcwgs-1-T.clmp.fp2_r1_screen	6734.0	341.0	436.0	62.0	8.0	4.0	1.0	2.0	0.0	0.0	0.0	33189.0	28795.0
Hte-ABur_094-Ex1-12F-lcwgs-1-T.clmp.fp2_r2_screen	6655.0	370.0	436.0	64.0	12.0	2.0	2.0	4.0	2.0	0.0	0.0	33111.0	28914.0
Hte-ABur_095-Ex1-12G-lcwgs-1-T.clmp.fp2_r1_screen	56183.0	4184.0	1508.0	526.0	35.0	13.0	12.0	23.0	1.0	0.0	0.0	63730.0	287060.0
Hte-ABur_095-Ex1-12G-lcwgs-1-T.clmp.fp2_r2_screen	55750.0	4157.0	1492.0	527.0	33.0	10.0	11.0	24.0	2.0	0.0	0.0	62638.0	288631.0
Hte-ABur_096-Ex1-12H-lcwgs-1-T.clmp.fp2_r1_screen	42.0	5.0	3.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	96.0	1172.0
Hte-ABur_096-Ex1-12H-lcwgs-1-T.clmp.fp2_r2_screen	43.0	9.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	99.0	1164.0
Hte-AJol_001-Ex1-1A-lcwgs-1-T.clmp.fp2_r1_screen	20408.0	7898.0	945.0	635.0	331.0	123.0	93.0	45.0	0.0	0.0	0.0	52653.0	1459183.0
Hte-AJol_001-Ex1-1A-lcwgs-1-T.clmp.fp2_r2_screen	20420.0	8194.0	973.0	670.0	304.0	112.0	99.0	44.0	6.0	0.0	0.0	52155.0	1459337.0
Hte-AJol_002-Ex1-2A-lcwgs-1-T.clmp.fp2_r1_screen	4729.0	2168.0	905.0	161.0	95.0	19.0	16.0	12.0	1.0	0.0	0.0	14815.0	342059.0
Hte-AJol_002-Ex1-2A-lcwgs-1-T.clmp.fp2_r2_screen	4618.0	2231.0	887.0	225.0	83.0	20.0	23.0	11.0	3.0	0.0	0.0	14638.0	342241.0
Hte-AJol_003-Ex1-3A-lcwgs-1-T.clmp.fp2_r1_screen	15231.0	7585.0	1061.0	610.0	378.0	103.0	105.0	40.0	1.0	0.0	0.0	44963.0	1337080.0
Hte-AJol_003-Ex1-3A-lcwgs-1-T.clmp.fp2_r2_screen	15261.0	7757.0	1054.0	629.0	366.0	111.0	95.0	50.0	4.0	0.0	0.0	44468.0	1337362.0
Hte-AJol_004-Ex1-4A-lcwgs-1-T.clmp.fp2_r1_screen	7003.0	9740.0	1088.0	859.0	429.0	131.0	124.0	32.0	3.0	0.0	0.0	39854.0	1725760.0
Hte-AJol_004-Ex1-4A-lcwgs-1-T.clmp.fp2_r2_screen	6968.0	9773.0	1099.0	839.0	423.0	143.0	135.0	37.0	1.0	0.0	0.0	39845.0	1725760.0
Hte-AJol_005-Ex1-5A-lcwgs-1-T.clmp.fp2_r1_screen	12158.0	6396.0	659.0	551.0	273.0	85.0	79.0	27.0	1.0	0.0	0.0	35687.0	1220683.0
Hte-AJol_005-Ex1-5A-lcwgs-1-T.clmp.fp2_r2_screen	12099.0	6517.0	676.0	531.0	245.0	72.0	90.0	28.0	3.0	0.0	0.0	35399.0	1220939.0
Hte-AJol_006-Ex1-6A-lcwgs-1-T.clmp.fp2_r1_screen	13704.0	7332.0	725.0	599.0	276.0	87.0	82.0	42.0	0.0	0.0	0.0	37535.0	1252266.0
Hte-AJol_006-Ex1-6A-lcwgs-1-T.clmp.fp2_r2_screen	13668.0	7544.0	711.0	624.0	266.0	97.0	93.0	37.0	6.0	0.0	0.0	36943.0	1252659.0
Hte-AJol_007-Ex1-7A-lcwgs-1-T.clmp.fp2_r1_screen	2947.0	5470.0	629.0	502.0	251.0	81.0	73.0	26.0	0.0	0.0	0.0	19105.0	1080983.0
Hte-AJol_007-Ex1-7A-lcwgs-1-T.clmp.fp2_r2_screen	2947.0	5543.0	603.0	489.0	239.0	96.0	59.0	27.0	0.0	0.0	0.0	19081.0	1080983.0
Hte-AJol_008-Ex1-8A-lcwgs-1-T.clmp.fp2_r1_screen	15157.0	6338.0	647.0	475.0	243.0	83.0	86.0	30.0	1.0	0.0	0.0	39059.0	1172847.0
Hte-AJol_008-Ex1-8A-lcwgs-1-T.clmp.fp2_r2_screen	15143.0	6383.0	646.0	463.0	256.0	81.0	88.0	27.0	5.0	0.0	0.0	38657.0	1173217.0
Hte-AJol_009-Ex1-9A-lcwgs-1-T.clmp.fp2_r1_screen	56284.0	5229.0	3806.0	645.0	115.0	48.0	46.0	25.0	2.0	0.0	0.0	55181.0	765903.0
Hte-AJol_009-Ex1-9A-lcwgs-1-T.clmp.fp2_r2_screen	55642.0	5281.0	3808.0	668.0	129.0	50.0	44.0	32.0	1.0	0.0	0.0	55016.0	766613.0
Hte-AJol_010-Ex1-10A-lcwgs-1-T.clmp.fp2_r1_screen	27902.0	9975.0	1137.0	918.0	409.0	171.0	126.0	37.0	1.0	0.0	0.0	43301.0	1887295.0
Hte-AJol_010-Ex1-10A-lcwgs-1-T.clmp.fp2_r2_screen	27813.0	10136.0	1089.0	880.0	439.0	152.0	132.0	31.0	3.0	0.0	0.0	43105.0	1887492.0
Hte-AJol_011-Ex1-11A-lcwgs-1-T.clmp.fp2_r1_screen	72912.0	13070.0	1156.0	1006.0	444.0	138.0	160.0	52.0	6.0	0.0	0.0	104614.0	1996007.0
Hte-AJol_011-Ex1-11A-lcwgs-1-T.clmp.fp2_r2_screen	72796.0	13066.0	1103.0	980.0	414.0	151.0	140.0	68.0	7.0	0.0	0.0	103738.0	1997102.0
Hte-AJol_012-Ex1-12A-lcwgs-1-T.clmp.fp2_r1_screen	63350.0	8084.0	701.0	646.0	307.0	79.0	84.0	35.0	0.0	0.0	0.0	65927.0	1304899.0
Hte-AJol_012-Ex1-12A-lcwgs-1-T.clmp.fp2_r2_screen	63182.0	8072.0	711.0	625.0	248.0	98.0	89.0	45.0	4.0	0.0	0.0	65706.0	1305332.0
Hte-AJol_013-Ex1-1B-lcwgs-1-T.clmp.fp2_r1_screen	45955.0	9464.0	877.0	646.0	315.0	110.0	114.0	53.0	0.0	0.0	0.0	65545.0	1392668.0
Hte-AJol_013-Ex1-1B-lcwgs-1-T.clmp.fp2_r2_screen	45798.0	9638.0	880.0	635.0	317.0	127.0	103.0	45.0	6.0	0.0	0.0	64924.0	1393274.0
Hte-AJol_014-Ex1-2B-lcwgs-1-T.clmp.fp2_r1_screen	27058.0	11120.0	1813.0	921.0	441.0	132.0	140.0	64.0	5.0	0.0	0.0	62972.0	1992849.0
Hte-AJol_014-Ex1-2B-lcwgs-1-T.clmp.fp2_r2_screen	26800.0	11102.0	1817.0	991.0	471.0	140.0	116.0	74.0	9.0	0.0	0.0	62727.0	1993268.0
Hte-AJol_015-Ex1-3B-lcwgs-1-T.clmp.fp2_r1_screen	104842.0	8708.0	668.0	200.0	101.0	7.0	2.0	106.0	0.0	0.0	0.0	46852.0	406924.0
Hte-AJol_015-Ex1-3B-lcwgs-1-T.clmp.fp2_r2_screen	103592.0	8491.0	644.0	194.0	96.0	10.0	6.0	124.0	1.0	0.0	0.0	44860.0	410392.0
Hte-AJol_016-Ex1-4B-lcwgs-1-T.clmp.fp2_r1_screen	14914.0	9410.0	939.0	786.0	428.0	125.0	120.0	42.0	6.0	0.0	0.0	48731.0	1688538.0
Hte-AJol_016-Ex1-4B-lcwgs-1-T.clmp.fp2_r2_screen	14741.0	9414.0	918.0	774.0	356.0	103.0	115.0	45.0	4.0	0.0	0.0	48326.0	1689243.0
Hte-AJol_017-Ex1-5B-lcwgs-1-T.clmp.fp2_r1_screen	30802.0	3131.0	191.0	216.0	62.0	35.0	16.0	36.0	0.0	0.0	0.0	17641.0	303701.0
Hte-AJol_017-Ex1-5B-lcwgs-1-T.clmp.fp2_r2_screen	30705.0	3210.0	183.0	190.0	60.0	37.0	15.0	25.0	1.0	0.0	0.0	17241.0	304164.0
Hte-AJol_018-Ex1-6B-lcwgs-1-T.clmp.fp2_r1_screen	16662.0	1071.0	93.0	60.0	20.0	8.0	7.0	72.0	0.0	0.0	0.0	8994.0	112407.0
Hte-AJol_018-Ex1-6B-lcwgs-1-T.clmp.fp2_r2_screen	16631.0	1066.0	99.0	52.0	28.0	9.0	6.0	68.0	2.0	0.0	0.0	8761.0	112672.0
Hte-AJol_019-Ex1-7B-lcwgs-1-T.clmp.fp2_r1_screen	10969.0	1053.0	412.0	81.0	23.0	10.0	2.0	12.0	1.0	0.0	0.0	5970.0	114129.0
Hte-AJol_019-Ex1-7B-lcwgs-1-T.clmp.fp2_r2_screen	11086.0	1029.0	397.0	91.0	17.0	9.0	8.0	8.0	3.0	0.0	0.0	5912.0	114102.0
Hte-AJol_020-Ex1-8B-lcwgs-1-T.clmp.fp2_r1_screen	101565.0	3720.0	242.0	133.0	36.0	13.0	6.0	30.0	0.0	0.0	0.0	42595.0	340100.0
Hte-AJol_020-Ex1-8B-lcwgs-1-T.clmp.fp2_r2_screen	100624.0	3761.0	261.0	134.0	32.0	9.0	11.0	32.0	0.0	0.0	0.0	41864.0	341712.0
Hte-AJol_021-Ex1-9B-lcwgs-1-T.clmp.fp2_r1_screen	38047.0	11022.0	1225.0	916.0	440.0	147.0	146.0	55.0	6.0	0.0	0.0	56370.0	1722260.0
Hte-AJol_021-Ex1-9B-lcwgs-1-T.clmp.fp2_r2_screen	37778.0	10925.0	1229.0	951.0	447.0	151.0	135.0	69.0	8.0	0.0	0.0	55949.0	1722992.0
Hte-AJol_022-Ex1-10B-lcwgs-1-T.clmp.fp2_r1_screen	16093.0	10251.0	1095.0	828.0	415.0	127.0	120.0	63.0	0.0	0.0	0.0	51525.0	1708748.0
Hte-AJol_022-Ex1-10B-lcwgs-1-T.clmp.fp2_r2_screen	15868.0	10221.0	1107.0	892.0	429.0	114.0	124.0	59.0	2.0	0.0	0.0	50986.0	1709463.0
Hte-AJol_023-Ex1-11B-lcwgs-1-T.clmp.fp2_r1_screen	11652.0	12706.0	1159.0	1034.0	504.0	186.0	167.0	67.0	7.0	0.0	0.0	54798.0	2082978.0
Hte-AJol_023-Ex1-11B-lcwgs-1-T.clmp.fp2_r2_screen	11729.0	12642.0	1233.0	1106.0	490.0	189.0	168.0	80.0	5.0	0.0	0.0	54422.0	2083194.0
Hte-AJol_024-Ex1-12B-lcwgs-1-T.clmp.fp2_r1_screen	42829.0	12466.0	1412.0	1011.0	438.0	145.0	176.0	63.0	0.0	0.0	0.0	76670.0	2176069.0
Hte-AJol_024-Ex1-12B-lcwgs-1-T.clmp.fp2_r2_screen	42371.0	12552.0	1468.0	1043.0	465.0	159.0	189.0	76.0	5.0	0.0	0.0	76189.0	2176762.0
Hte-AJol_025-Ex1-1C-lcwgs-1-T.clmp.fp2_r1_screen	52624.0	11335.0	2906.0	800.0	346.0	121.0	113.0	71.0	0.0	0.0	0.0	74961.0	1684225.0
Hte-AJol_025-Ex1-1C-lcwgs-1-T.clmp.fp2_r2_screen	52182.0	11354.0	2840.0	828.0	374.0	115.0	138.0	67.0	6.0	0.0	0.0	73911.0	1685687.0
Hte-AJol_026-Ex1-2C-lcwgs-1-T.clmp.fp2_r1_screen	236099.0	14566.0	1283.0	261.0	88.0	16.0	24.0	124.0	1.0	0.0	0.0	92250.0	756955.0
Hte-AJol_026-Ex1-2C-lcwgs-1-T.clmp.fp2_r2_screen	233846.0	14323.0	1293.0	274.0	107.0	20.0	25.0	131.0	6.0	0.0	0.0	89069.0	762573.0
Hte-AJol_027-Ex1-3C-lcwgs-1-T.clmp.fp2_r1_screen	275759.0	30367.0	9113.0	595.0	34602.0	99.0	65.0	378.0	1.0	0.0	0.0	81470.0	1112561.0
Hte-AJol_027-Ex1-3C-lcwgs-1-T.clmp.fp2_r2_screen	273197.0	30010.0	8808.0	540.0	33153.0	78.0	68.0	368.0	5.0	0.0	0.0	79269.0	1119514.0
Hte-AJol_028-Ex1-4C-lcwgs-1-T.clmp.fp2_r1_screen	13588.0	2410.0	283.0	173.0	70.0	23.0	24.0	24.0	1.0	0.0	0.0	14901.0	321600.0
Hte-AJol_028-Ex1-4C-lcwgs-1-T.clmp.fp2_r2_screen	13482.0	2345.0	279.0	170.0	79.0	17.0	17.0	21.0	2.0	0.0	0.0	14555.0	322130.0
Hte-AJol_029-Ex1-5C-lcwgs-1-T.clmp.fp2_r1_screen	49055.0	12554.0	1228.0	982.0	471.0	155.0	154.0	96.0	3.0	0.0	0.0	54553.0	2246833.0
Hte-AJol_029-Ex1-5C-lcwgs-1-T.clmp.fp2_r2_screen	48178.0	12547.0	1211.0	913.0	457.0	159.0	152.0	98.0	6.0	0.0	0.0	54347.0	2248016.0
Hte-AJol_030-Ex1-6C-lcwgs-1-T.clmp.fp2_r1_screen	8964.0	5847.0	626.0	557.0	285.0	77.0	92.0	30.0	0.0	0.0	0.0	20701.0	962244.0
Hte-AJol_030-Ex1-6C-lcwgs-1-T.clmp.fp2_r2_screen	8986.0	5764.0	655.0	553.0	254.0	65.0	93.0	31.0	2.0	0.0	0.0	20576.0	962444.0
Hte-AJol_031-Ex1-7C-lcwgs-1-T.clmp.fp2_r1_screen	36448.0	3771.0	239.0	231.0	46.0	13.0	6.0	54.0	0.0	0.0	0.0	17631.0	204681.0
Hte-AJol_031-Ex1-7C-lcwgs-1-T.clmp.fp2_r2_screen	35940.0	3676.0	237.0	218.0	34.0	12.0	7.0	60.0	1.0	0.0	0.0	17097.0	205838.0
Hte-AJol_032-Ex1-8C-lcwgs-1-T.clmp.fp2_r1_screen	18462.0	5801.0	521.0	418.0	205.0	64.0	86.0	31.0	1.0	0.0	0.0	36294.0	971210.0
Hte-AJol_032-Ex1-8C-lcwgs-1-T.clmp.fp2_r2_screen	18199.0	5932.0	537.0	428.0	212.0	63.0	62.0	41.0	1.0	0.0	0.0	36098.0	971520.0
Hte-AJol_033-Ex1-9C-lcwgs-1-T.clmp.fp2_r1_screen	23217.0	9315.0	1134.0	777.0	314.0	104.0	111.0	35.0	4.0	0.0	0.0	64034.0	1455814.0
Hte-AJol_033-Ex1-9C-lcwgs-1-T.clmp.fp2_r2_screen	22806.0	9621.0	1090.0	738.0	337.0	121.0	104.0	49.0	5.0	0.0	0.0	63241.0	1456747.0
Hte-AJol_034-Ex1-10C-lcwgs-1-T.clmp.fp2_r1_screen	40096.0	6755.0	680.0	563.0	265.0	83.0	102.0	34.0	0.0	0.0	0.0	45007.0	1290801.0
Hte-AJol_034-Ex1-10C-lcwgs-1-T.clmp.fp2_r2_screen	39784.0	6786.0	698.0	568.0	250.0	102.0	83.0	40.0	1.0	0.0	0.0	44996.0	1291078.0
Hte-AJol_035-Ex1-11C-lcwgs-1-T.clmp.fp2_r1_screen	65313.0	12509.0	1409.0	913.0	395.0	142.0	141.0	92.0	2.0	0.0	0.0	87682.0	1378170.0
Hte-AJol_035-Ex1-11C-lcwgs-1-T.clmp.fp2_r2_screen	65082.0	12634.0	1442.0	943.0	421.0	140.0	145.0	79.0	4.0	0.0	0.0	86780.0	1379098.0
Hte-AJol_036-Ex1-12C-lcwgs-1-T.clmp.fp2_r1_screen	54930.0	8374.0	921.0	699.0	341.0	88.0	76.0	89.0	0.0	0.0	0.0	46311.0	1188503.0
Hte-AJol_036-Ex1-12C-lcwgs-1-T.clmp.fp2_r2_screen	54489.0	8497.0	830.0	683.0	336.0	99.0	119.0	86.0	5.0	0.0	0.0	46165.0	1189023.0
Hte-AJol_037-Ex1-1D-lcwgs-1-T.clmp.fp2_r1_screen	14888.0	8844.0	2488.0	742.0	340.0	126.0	111.0	48.0	0.0	0.0	0.0	37177.0	1413866.0
Hte-AJol_037-Ex1-1D-lcwgs-1-T.clmp.fp2_r2_screen	14754.0	8987.0	2451.0	726.0	308.0	107.0	123.0	46.0	5.0	0.0	0.0	37110.0	1414013.0
Hte-AJol_038-Ex1-2D-lcwgs-1-T.clmp.fp2_r1_screen	35076.0	18815.0	2540.0	1517.0	633.0	251.0	249.0	78.0	7.0	0.0	0.0	107700.0	2730101.0
Hte-AJol_038-Ex1-2D-lcwgs-1-T.clmp.fp2_r2_screen	34684.0	18873.0	2461.0	1570.0	555.0	245.0	224.0	87.0	9.0	0.0	0.0	106999.0	2731260.0
Hte-AJol_039-Ex1-3D-lcwgs-1-T.clmp.fp2_r1_screen	61752.0	14590.0	1121.0	833.0	482.0	129.0	148.0	83.0	0.0	0.0	0.0	88411.0	1890782.0
Hte-AJol_039-Ex1-3D-lcwgs-1-T.clmp.fp2_r2_screen	60813.0	14488.0	1117.0	846.0	461.0	155.0	134.0	100.0	4.0	0.0	0.0	87166.0	1893047.0
Hte-AJol_040-Ex1-4D-lcwgs-1-T.clmp.fp2_r1_screen	61434.0	13140.0	1066.0	753.0	309.0	123.0	134.0	74.0	5.0	0.0	0.0	65492.0	1576762.0
Hte-AJol_040-Ex1-4D-lcwgs-1-T.clmp.fp2_r2_screen	60691.0	13040.0	1118.0	762.0	273.0	141.0	129.0	71.0	4.0	0.0	0.0	64753.0	1578310.0
Hte-AJol_041-Ex1-5D-lcwgs-1-T.clmp.fp2_r1_screen	7664.0	1958.0	196.0	178.0	85.0	26.0	21.0	15.0	0.0	0.0	0.0	13104.0	286289.0
Hte-AJol_041-Ex1-5D-lcwgs-1-T.clmp.fp2_r2_screen	7560.0	1979.0	188.0	166.0	92.0	34.0	31.0	18.0	3.0	0.0	0.0	12928.0	286537.0
Hte-AJol_042-Ex1-6D-lcwgs-1-T.clmp.fp2_r1_screen	12637.0	12867.0	1248.0	1132.0	533.0	173.0	153.0	69.0	0.0	0.0	0.0	59274.0	2325226.0
Hte-AJol_042-Ex1-6D-lcwgs-1-T.clmp.fp2_r2_screen	12588.0	12983.0	1270.0	1209.0	519.0	149.0	168.0	62.0	3.0	0.0	0.0	58894.0	2325467.0
Hte-AJol_043-Ex1-7D-lcwgs-1-T.clmp.fp2_r1_screen	25776.0	4588.0	389.0	275.0	112.0	47.0	45.0	32.0	0.0	0.0	0.0	29201.0	618153.0
Hte-AJol_043-Ex1-7D-lcwgs-1-T.clmp.fp2_r2_screen	25462.0	4647.0	393.0	286.0	111.0	50.0	39.0	42.0	0.0	0.0	0.0	28689.0	618899.0
Hte-AJol_044-Ex1-8D-lcwgs-1-T.clmp.fp2_r1_screen	28648.0	2544.0	136.0	79.0	15.0	4.0	4.0	38.0	0.0	0.0	0.0	13371.0	155063.0
Hte-AJol_044-Ex1-8D-lcwgs-1-T.clmp.fp2_r2_screen	28185.0	2554.0	144.0	73.0	19.0	3.0	3.0	38.0	0.0	0.0	0.0	13020.0	155863.0
Hte-AJol_045-Ex1-9D-lcwgs-1-T.clmp.fp2_r1_screen	67036.0	7245.0	427.0	339.0	98.0	42.0	28.0	65.0	1.0	0.0	0.0	38465.0	680010.0
Hte-AJol_045-Ex1-9D-lcwgs-1-T.clmp.fp2_r2_screen	65979.0	7327.0	408.0	334.0	104.0	44.0	42.0	84.0	4.0	0.0	0.0	37832.0	681598.0
Hte-AJol_046-Ex1-10D-lcwgs-1-T.clmp.fp2_r1_screen	97800.0	9556.0	819.0	612.0	278.0	79.0	99.0	53.0	0.0	0.0	0.0	63432.0	1458320.0
Hte-AJol_046-Ex1-10D-lcwgs-1-T.clmp.fp2_r2_screen	96736.0	9572.0	812.0	596.0	275.0	92.0	99.0	48.0	0.0	0.0	0.0	62378.0	1460440.0
