Sample	Bacteria_24k	Protists_1k	Human	Fungi_RefSeq_release	Bird	Plant	Coral	Viruses	Vectors	Contamnts_Adaptrs	Ecoli	Multiple Genomes	No hits
Hte-ABur_016-Ex1-2H-lcwgs-1-T.clmp.fp2_r2_screen	240.0	342.0	64.0	21.0	9.0	2.0	0.0	0.0	0.0	0.0	0.0	1040.0	26298.0
Hte-ABur_017-Ex1-3A-lcwgs-1-T.clmp.fp2_r1_screen	1460.0	3388.0	416.0	309.0	195.0	47.0	42.0	27.0	1.0	0.0	0.0	21288.0	514104.0
Hte-ABur_017-Ex1-3A-lcwgs-1-T.clmp.fp2_r2_screen	1437.0	3452.0	393.0	269.0	192.0	54.0	49.0	25.0	4.0	0.0	0.0	21189.0	514213.0
Hte-ABur_018-Ex1-3B-lcwgs-1-T.clmp.fp2_r1_screen	1513.0	138.0	51.0	33.0	4.0	0.0	1.0	1.0	1.0	0.0	0.0	1302.0	12893.0
Hte-ABur_018-Ex1-3B-lcwgs-1-T.clmp.fp2_r2_screen	1519.0	131.0	49.0	32.0	4.0	0.0	0.0	1.0	0.0	0.0	0.0	1238.0	12963.0
Hte-ABur_019-Ex1-3C-lcwgs-1-T.clmp.fp2_r1_screen	3345.0	1317.0	231.0	189.0	51.0	7.0	12.0	7.0	4.0	0.0	0.0	10491.0	205747.0
Hte-ABur_019-Ex1-3C-lcwgs-1-T.clmp.fp2_r2_screen	3299.0	1251.0	207.0	177.0	49.0	12.0	8.0	8.0	1.0	0.0	0.0	10509.0	205880.0
Hte-ABur_020-Ex1-3D-lcwgs-1-T.clmp.fp2_r1_screen	12578.0	1775.0	1347.0	176.0	50.0	11.0	6.0	18.0	5.0	0.0	0.0	21276.0	167269.0
Hte-ABur_020-Ex1-3D-lcwgs-1-T.clmp.fp2_r2_screen	12287.0	1747.0	1332.0	159.0	50.0	15.0	7.0	14.0	1.0	0.0	0.0	21303.0	167596.0
Hte-ABur_021-Ex1-3E-lcwgs-1-T.clmp.fp2_r1_screen	2379.0	1377.0	285.0	123.0	76.0	22.0	10.0	7.0	6.0	0.0	0.0	11780.0	246427.0
Hte-ABur_021-Ex1-3E-lcwgs-1-T.clmp.fp2_r2_screen	2351.0	1358.0	251.0	114.0	64.0	15.0	18.0	19.0	1.0	0.0	0.0	11900.0	246401.0
Hte-ABur_022-Ex1-3F-lcwgs-1-T.clmp.fp2_r1_screen	1068.0	308.0	70.0	24.0	6.0	9.0	1.0	3.0	1.0	0.0	0.0	3298.0	39585.0
Hte-ABur_022-Ex1-3F-lcwgs-1-T.clmp.fp2_r2_screen	1056.0	298.0	68.0	24.0	10.0	4.0	3.0	2.0	6.0	0.0	0.0	3322.0	39580.0
Hte-ABur_023-Ex1-3G-lcwgs-1-T.clmp.fp2_r1_screen	410.0	793.0	126.0	85.0	43.0	7.0	10.0	3.0	2.0	0.0	0.0	4714.0	127841.0
Hte-ABur_023-Ex1-3G-lcwgs-1-T.clmp.fp2_r2_screen	406.0	850.0	122.0	87.0	34.0	7.0	7.0	6.0	0.0	0.0	0.0	4714.0	127801.0
Hte-ABur_024-Ex1-3H-lcwgs-1-T.clmp.fp2_r1_screen	92.0	29.0	14.0	4.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	230.0	3389.0
Hte-ABur_024-Ex1-3H-lcwgs-1-T.clmp.fp2_r2_screen	83.0	30.0	16.0	2.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	231.0	3395.0
Hte-ABur_025-Ex1-4A-lcwgs-1-T.clmp.fp2_r1_screen	92.0	30.0	29.0	2.0	3.0	1.0	0.0	1.0	0.0	0.0	0.0	308.0	5847.0
Hte-ABur_025-Ex1-4A-lcwgs-1-T.clmp.fp2_r2_screen	96.0	32.0	29.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	309.0	5845.0
Hte-ABur_026-Ex1-4B-lcwgs-1-T.clmp.fp2_r1_screen	942.0	951.0	143.0	90.0	65.0	13.0	14.0	10.0	0.0	0.0	0.0	6693.0	151516.0
Hte-ABur_026-Ex1-4B-lcwgs-1-T.clmp.fp2_r2_screen	882.0	890.0	135.0	89.0	48.0	5.0	14.0	8.0	1.0	0.0	0.0	6817.0	151548.0
Hte-ABur_027-Ex1-4C-lcwgs-1-T.clmp.fp2_r1_screen	5004.0	1105.0	190.0	115.0	48.0	10.0	8.0	2.0	0.0	0.0	0.0	48648.0	120050.0
Hte-ABur_027-Ex1-4C-lcwgs-1-T.clmp.fp2_r2_screen	5012.0	1111.0	211.0	120.0	41.0	10.0	8.0	5.0	4.0	0.0	0.0	48450.0	120208.0
Hte-ABur_028-Ex1-4D-lcwgs-1-T.clmp.fp2_r1_screen	12466.0	1267.0	8298.0	188.0	16.0	5.0	7.0	8.0	0.0	0.0	0.0	13334.0	131572.0
Hte-ABur_028-Ex1-4D-lcwgs-1-T.clmp.fp2_r2_screen	12271.0	1196.0	8332.0	194.0	21.0	8.0	8.0	6.0	0.0	0.0	0.0	13135.0	131990.0
Hte-ABur_029-Ex1-4E-lcwgs-1-T.clmp.fp2_r1_screen	1632.0	692.0	4679.0	74.0	27.0	14.0	9.0	4.0	0.0	0.0	0.0	9128.0	94570.0
Hte-ABur_029-Ex1-4E-lcwgs-1-T.clmp.fp2_r2_screen	1627.0	718.0	4696.0	79.0	22.0	15.0	4.0	12.0	0.0	0.0	0.0	9186.0	94470.0
Hte-ABur_030-Ex1-4F-lcwgs-1-T.clmp.fp2_r1_screen	1587.0	185.0	1977.0	11.0	3.0	0.0	0.0	2.0	0.0	0.0	0.0	1961.0	17314.0
Hte-ABur_030-Ex1-4F-lcwgs-1-T.clmp.fp2_r2_screen	1607.0	170.0	1962.0	13.0	3.0	1.0	1.0	1.0	0.0	0.0	0.0	1959.0	17323.0
Hte-ABur_031-Ex1-4G-lcwgs-1-T.clmp.fp2_r1_screen	725.0	274.0	79.0	33.0	13.0	4.0	2.0	0.0	0.0	0.0	0.0	4575.0	26526.0
Hte-ABur_031-Ex1-4G-lcwgs-1-T.clmp.fp2_r2_screen	717.0	324.0	75.0	31.0	7.0	4.0	4.0	2.0	1.0	0.0	0.0	4592.0	26474.0
Hte-ABur_032-Ex1-4H-lcwgs-1-T.clmp.fp2_r1_screen	722.0	215.0	69.0	11.0	6.0	0.0	2.0	1.0	0.0	0.0	0.0	21067.0	18230.0
Hte-ABur_032-Ex1-4H-lcwgs-1-T.clmp.fp2_r2_screen	717.0	227.0	77.0	19.0	5.0	1.0	2.0	1.0	8.0	0.0	0.0	21028.0	18238.0
Hte-ABur_034-Ex1-5B-lcwgs-1-T.clmp.fp2_r1_screen	973.0	105.0	41.0	9.0	3.0	2.0	0.0	0.0	0.0	0.0	0.0	2989.0	13057.0
Hte-ABur_034-Ex1-5B-lcwgs-1-T.clmp.fp2_r2_screen	955.0	127.0	49.0	9.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2920.0	13117.0
Hte-ABur_035-Ex1-5C-lcwgs-1-T.clmp.fp2_r1_screen	7210.0	576.0	211.0	34.0	9.0	2.0	1.0	1.0	0.0	0.0	0.0	6584.0	47090.0
Hte-ABur_035-Ex1-5C-lcwgs-1-T.clmp.fp2_r2_screen	7050.0	598.0	213.0	26.0	5.0	3.0	0.0	4.0	1.0	0.0	0.0	6475.0	47343.0
Hte-ABur_036-Ex1-5D-lcwgs-1-T.clmp.fp2_r1_screen	2371.0	589.0	377.0	61.0	18.0	7.0	8.0	0.0	0.0	0.0	0.0	6876.0	90643.0
Hte-ABur_036-Ex1-5D-lcwgs-1-T.clmp.fp2_r2_screen	2275.0	576.0	370.0	58.0	13.0	8.0	6.0	7.0	0.0	0.0	0.0	6873.0	90764.0
Hte-ABur_037-Ex1-5E-lcwgs-1-T.clmp.fp2_r1_screen	4030.0	1614.0	289.0	157.0	52.0	17.0	13.0	7.0	0.0	0.0	0.0	14930.0	234437.0
Hte-ABur_037-Ex1-5E-lcwgs-1-T.clmp.fp2_r2_screen	3938.0	1609.0	287.0	183.0	59.0	28.0	13.0	16.0	1.0	0.0	0.0	14745.0	234667.0
Hte-ABur_038-Ex1-5F-lcwgs-1-T.clmp.fp2_r1_screen	4102.0	2253.0	211.0	156.0	43.0	923.0	17.0	16.0	0.0	0.0	0.0	27621.0	168239.0
Hte-ABur_038-Ex1-5F-lcwgs-1-T.clmp.fp2_r2_screen	4054.0	2249.0	226.0	161.0	46.0	980.0	9.0	12.0	2.0	0.0	0.0	27461.0	168381.0
Hte-ABur_039-Ex1-5G-lcwgs-1-T.clmp.fp2_r1_screen	16621.0	1234.0	397.0	99.0	8.0	3.0	1.0	12.0	0.0	0.0	0.0	13373.0	85923.0
Hte-ABur_039-Ex1-5G-lcwgs-1-T.clmp.fp2_r2_screen	16337.0	1202.0	396.0	90.0	4.0	3.0	1.0	14.0	0.0	0.0	0.0	12854.0	86770.0
Hte-ABur_040-Ex1-5H-lcwgs-1-T.clmp.fp2_r1_screen	1790.0	718.0	387.0	52.0	19.0	13.0	6.0	4.0	0.0	0.0	0.0	8636.0	93198.0
Hte-ABur_040-Ex1-5H-lcwgs-1-T.clmp.fp2_r2_screen	1823.0	744.0	382.0	65.0	14.0	13.0	12.0	7.0	2.0	0.0	0.0	8700.0	93061.0
Hte-ABur_041-Ex1-6A-lcwgs-1-T.clmp.fp2_r1_screen	104.0	34.0	36.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	283.0	5512.0
Hte-ABur_041-Ex1-6A-lcwgs-1-T.clmp.fp2_r2_screen	106.0	48.0	37.0	3.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	273.0	5502.0
Hte-ABur_042-Ex1-6B-lcwgs-1-T.clmp.fp2_r1_screen	5201.0	662.0	142.0	44.0	17.0	6.0	4.0	3.0	0.0	0.0	0.0	5708.0	66064.0
Hte-ABur_042-Ex1-6B-lcwgs-1-T.clmp.fp2_r2_screen	5181.0	611.0	133.0	57.0	10.0	10.0	7.0	1.0	0.0	0.0	0.0	5598.0	66243.0
Hte-ABur_043-Ex1-6C-lcwgs-1-T.clmp.fp2_r1_screen	1898.0	300.0	3070.0	21.0	8.0	2.0	2.0	3.0	0.0	0.0	0.0	6339.0	26691.0
Hte-ABur_043-Ex1-6C-lcwgs-1-T.clmp.fp2_r2_screen	1828.0	303.0	3080.0	22.0	10.0	6.0	5.0	1.0	0.0	0.0	0.0	6265.0	26814.0
Hte-ABur_044-Ex1-6D-lcwgs-1-T.clmp.fp2_r1_screen	1176.0	129.0	96.0	11.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	1136.0	13945.0
Hte-ABur_044-Ex1-6D-lcwgs-1-T.clmp.fp2_r2_screen	1175.0	117.0	90.0	11.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	1155.0	13947.0
Hte-ABur_045-Ex1-6E-lcwgs-1-T.clmp.fp2_r1_screen	4577.0	536.0	343.0	72.0	12.0	8.0	2.0	9.0	0.0	0.0	0.0	8817.0	49741.0
Hte-ABur_045-Ex1-6E-lcwgs-1-T.clmp.fp2_r2_screen	4461.0	533.0	344.0	76.0	9.0	9.0	3.0	16.0	2.0	0.0	0.0	8769.0	49895.0
Hte-ABur_046-Ex1-6F-lcwgs-1-T.clmp.fp2_r1_screen	61.0	47.0	18.0	1.0	1.0	2.0	0.0	2.0	0.0	0.0	0.0	224.0	5445.0
Hte-ABur_046-Ex1-6F-lcwgs-1-T.clmp.fp2_r2_screen	63.0	41.0	20.0	4.0	2.0	1.0	1.0	0.0	0.0	0.0	0.0	212.0	5457.0
Hte-ABur_047-Ex1-6G-lcwgs-1-T.clmp.fp2_r1_screen	1010.0	571.0	216.0	44.0	14.0	15.0	6.0	5.0	0.0	0.0	0.0	4752.0	43611.0
Hte-ABur_047-Ex1-6G-lcwgs-1-T.clmp.fp2_r2_screen	938.0	556.0	223.0	43.0	13.0	7.0	4.0	6.0	0.0	0.0	0.0	4787.0	43667.0
Hte-ABur_048-Ex1-6H-lcwgs-1-T.clmp.fp2_r1_screen	5561.0	612.0	228.0	80.0	14.0	7.0	3.0	3.0	0.0	0.0	0.0	16504.0	68960.0
Hte-ABur_048-Ex1-6H-lcwgs-1-T.clmp.fp2_r2_screen	5515.0	663.0	237.0	59.0	16.0	7.0	3.0	2.0	5.0	0.0	0.0	16395.0	69070.0
Hte-ABur_049-Ex1-7A-lcwgs-1-T.clmp.fp2_r1_screen	93.0	33.0	12.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	202.0	4246.0
Hte-ABur_049-Ex1-7A-lcwgs-1-T.clmp.fp2_r2_screen	98.0	24.0	14.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	202.0	4247.0
Hte-ABur_050-Ex1-7B-lcwgs-1-T.clmp.fp2_r1_screen	584.0	677.0	79.0	53.0	25.0	4.0	8.0	4.0	0.0	0.0	0.0	7923.0	89757.0
Hte-ABur_050-Ex1-7B-lcwgs-1-T.clmp.fp2_r2_screen	617.0	624.0	68.0	61.0	23.0	7.0	9.0	5.0	0.0	0.0	0.0	7873.0	89827.0
Hte-ABur_051-Ex1-7C-lcwgs-1-T.clmp.fp2_r1_screen	11084.0	922.0	2024.0	81.0	7.0	2.0	0.0	16.0	0.0	0.0	0.0	9315.0	79494.0
Hte-ABur_051-Ex1-7C-lcwgs-1-T.clmp.fp2_r2_screen	10859.0	925.0	2023.0	83.0	8.0	5.0	1.0	13.0	0.0	0.0	0.0	8886.0	80142.0
Hte-ABur_052-Ex1-7D-lcwgs-1-T.clmp.fp2_r1_screen	9945.0	754.0	2677.0	81.0	3.0	0.0	1.0	2.0	0.0	0.0	0.0	7960.0	60719.0
Hte-ABur_052-Ex1-7D-lcwgs-1-T.clmp.fp2_r2_screen	9813.0	783.0	2633.0	79.0	3.0	2.0	1.0	5.0	0.0	0.0	0.0	7718.0	61105.0
Hte-ABur_053-Ex1-7E-lcwgs-1-T.clmp.fp2_r1_screen	475.0	85.0	737.0	9.0	2.0	3.0	0.0	0.0	0.0	0.0	0.0	771.0	9222.0
Hte-ABur_053-Ex1-7E-lcwgs-1-T.clmp.fp2_r2_screen	457.0	72.0	747.0	6.0	0.0	1.0	1.0	3.0	0.0	0.0	0.0	765.0	9252.0
Hte-ABur_054-Ex1-7F-lcwgs-1-T.clmp.fp2_r1_screen	723.0	58.0	24.0	5.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	649.0	6834.0
Hte-ABur_054-Ex1-7F-lcwgs-1-T.clmp.fp2_r2_screen	755.0	62.0	26.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	614.0	6835.0
Hte-ABur_055-Ex1-7G-lcwgs-1-T.clmp.fp2_r1_screen	7799.0	529.0	1249.0	71.0	4.0	0.0	2.0	4.0	0.0	0.0	0.0	5658.0	41367.0
Hte-ABur_055-Ex1-7G-lcwgs-1-T.clmp.fp2_r2_screen	7610.0	563.0	1251.0	57.0	3.0	0.0	1.0	3.0	1.0	0.0	0.0	5618.0	41576.0
Hte-ABur_056-Ex1-7H-lcwgs-1-T.clmp.fp2_r1_screen	8430.0	576.0	75.0	60.0	3.0	1.0	0.0	4.0	0.0	0.0	0.0	5903.0	41175.0
Hte-ABur_056-Ex1-7H-lcwgs-1-T.clmp.fp2_r2_screen	8298.0	563.0	76.0	57.0	1.0	3.0	0.0	3.0	3.0	0.0	0.0	5857.0	41366.0
Hte-ABur_057-Ex1-8A-lcwgs-1-T.clmp.fp2_r1_screen	4070.0	3456.0	427.0	305.0	124.0	42.0	45.0	10.0	8.0	0.0	0.0	30275.0	490773.0
Hte-ABur_057-Ex1-8A-lcwgs-1-T.clmp.fp2_r2_screen	4090.0	3508.0	419.0	335.0	142.0	46.0	27.0	14.0	1.0	0.0	0.0	30022.0	490931.0
Hte-ABur_058-Ex1-8B-lcwgs-1-T.clmp.fp2_r1_screen	43.0	14.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	100.0	3433.0
Hte-ABur_058-Ex1-8B-lcwgs-1-T.clmp.fp2_r2_screen	36.0	12.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	113.0	3431.0
Hte-ABur_059-Ex1-8C-lcwgs-1-T.clmp.fp2_r1_screen	2992.0	231.0	159.0	10.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	2148.0	15754.0
Hte-ABur_059-Ex1-8C-lcwgs-1-T.clmp.fp2_r2_screen	2909.0	228.0	166.0	10.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2132.0	15850.0
Hte-ABur_060-Ex1-8D-lcwgs-1-T.clmp.fp2_r1_screen	3309.0	242.0	50.0	19.0	1.0	2.0	0.0	1.0	0.0	0.0	0.0	2392.0	22478.0
Hte-ABur_060-Ex1-8D-lcwgs-1-T.clmp.fp2_r2_screen	3431.0	258.0	51.0	19.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	2218.0	22515.0
Hte-ABur_061-Ex1-8E-lcwgs-1-T.clmp.fp2_r1_screen	9217.0	373.0	150.0	22.0	1.0	2.0	0.0	9.0	0.0	0.0	0.0	5620.0	30640.0
Hte-ABur_061-Ex1-8E-lcwgs-1-T.clmp.fp2_r2_screen	9263.0	369.0	153.0	27.0	4.0	0.0	0.0	9.0	0.0	0.0	0.0	5578.0	30631.0
Hte-ABur_062-Ex1-8F-lcwgs-1-T.clmp.fp2_r1_screen	1734.0	394.0	66.0	27.0	10.0	4.0	4.0	1.0	1.0	0.0	0.0	4569.0	62317.0
Hte-ABur_062-Ex1-8F-lcwgs-1-T.clmp.fp2_r2_screen	1727.0	405.0	67.0	23.0	12.0	7.0	9.0	2.0	4.0	0.0	0.0	4533.0	62338.0
Hte-ABur_063-Ex1-8G-lcwgs-1-T.clmp.fp2_r1_screen	1251.0	168.0	142.0	19.0	2.0	3.0	0.0	0.0	0.0	0.0	0.0	1529.0	23890.0
Hte-ABur_063-Ex1-8G-lcwgs-1-T.clmp.fp2_r2_screen	1301.0	138.0	135.0	18.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	1572.0	23836.0
Hte-ABur_064-Ex1-8H-lcwgs-1-T.clmp.fp2_r1_screen	4881.0	351.0	764.0	43.0	4.0	0.0	0.0	5.0	0.0	0.0	0.0	4535.0	26485.0
Hte-ABur_064-Ex1-8H-lcwgs-1-T.clmp.fp2_r2_screen	4922.0	380.0	789.0	44.0	4.0	1.0	0.0	5.0	1.0	0.0	0.0	4389.0	26533.0
Hte-ABur_065-Ex1-9A-lcwgs-1-T.clmp.fp2_r1_screen	7336.0	1264.0	255.0	104.0	44.0	15.0	5.0	9.0	1.0	0.0	0.0	40250.0	149358.0
Hte-ABur_065-Ex1-9A-lcwgs-1-T.clmp.fp2_r2_screen	7328.0	1256.0	254.0	128.0	51.0	16.0	12.0	7.0	0.0	0.0	0.0	40072.0	149517.0
Hte-ABur_066-Ex1-9B-lcwgs-1-T.clmp.fp2_r1_screen	583.0	376.0	78.0	56.0	16.0	7.0	3.0	4.0	0.0	0.0	0.0	5692.0	79993.0
Hte-ABur_066-Ex1-9B-lcwgs-1-T.clmp.fp2_r2_screen	594.0	371.0	75.0	45.0	11.0	6.0	4.0	3.0	0.0	0.0	0.0	5628.0	80071.0
Hte-ABur_067-Ex1-9C-lcwgs-1-T.clmp.fp2_r1_screen	2689.0	1269.0	190.0	111.0	31.0	12.0	8.0	9.0	2.0	0.0	0.0	18701.0	162933.0
Hte-ABur_067-Ex1-9C-lcwgs-1-T.clmp.fp2_r2_screen	2660.0	1248.0	183.0	108.0	33.0	7.0	13.0	8.0	9.0	0.0	0.0	18678.0	163008.0
Hte-ABur_068-Ex1-9D-lcwgs-1-T.clmp.fp2_r1_screen	1271.0	109.0	78.0	17.0	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1673.0	10071.0
Hte-ABur_068-Ex1-9D-lcwgs-1-T.clmp.fp2_r2_screen	1190.0	98.0	78.0	24.0	2.0	1.0	1.0	1.0	0.0	0.0	0.0	1672.0	10156.0
Hte-ABur_069-Ex1-9E-lcwgs-1-T.clmp.fp2_r1_screen	2256.0	979.0	1407.0	110.0	32.0	7.0	12.0	3.0	1.0	0.0	0.0	10416.0	134162.0
Hte-ABur_069-Ex1-9E-lcwgs-1-T.clmp.fp2_r2_screen	2278.0	1052.0	1411.0	98.0	28.0	16.0	6.0	10.0	0.0	0.0	0.0	10294.0	134192.0
Hte-ABur_070-Ex1-9F-lcwgs-1-T.clmp.fp2_r1_screen	18884.0	2675.0	1034.0	240.0	62.0	28.0	22.0	14.0	1.0	0.0	0.0	35195.0	300380.0
Hte-ABur_070-Ex1-9F-lcwgs-1-T.clmp.fp2_r2_screen	18857.0	2642.0	1029.0	238.0	64.0	22.0	32.0	21.0	9.0	0.0	0.0	34775.0	300846.0
Hte-ABur_071-Ex1-9G-lcwgs-1-T.clmp.fp2_r1_screen	12816.0	984.0	440.0	181.0	0.0	4.0	1.0	8.0	0.0	0.0	0.0	16632.0	56639.0
Hte-ABur_071-Ex1-9G-lcwgs-1-T.clmp.fp2_r2_screen	12683.0	959.0	448.0	189.0	2.0	1.0	1.0	8.0	0.0	0.0	0.0	16406.0	57008.0
Hte-ABur_072-Ex1-9H-lcwgs-1-T.clmp.fp2_r1_screen	21228.0	1162.0	2002.0	120.0	4.0	3.0	0.0	10.0	0.0	0.0	0.0	15672.0	83039.0
Hte-ABur_072-Ex1-9H-lcwgs-1-T.clmp.fp2_r2_screen	20885.0	1231.0	2004.0	104.0	0.0	2.0	0.0	6.0	1.0	0.0	0.0	15229.0	83778.0
