Sample	FastQC_mqc-generalstats-fastqc-percent_duplicates	FastQC_mqc-generalstats-fastqc-percent_gc	FastQC_mqc-generalstats-fastqc-avg_sequence_length	FastQC_mqc-generalstats-fastqc-percent_fails	FastQC_mqc-generalstats-fastqc-total_sequences	Snippy_mqc-generalstats-snippy-VariantTotal
Sfa-ABas_013_Ex1_L3_clmp.fp2_repr.R1	6.064715179788564	44.0	127.44767889112944	0.0	18357562.0	
Sfa-ABas_013_Ex1_L3_clmp.fp2_repr.R2	6.765828099266997	44.0	127.53296853906853	0.0	18357562.0	
Sfa-ABas_014_Ex1_L3_clmp.fp2_repr.R1	7.912473585643426	45.0	126.27276076979106	0.0	12041761.0	
Sfa-ABas_014_Ex1_L3_clmp.fp2_repr.R2	8.739084075446286	45.0	126.38286285535811	0.0	12041761.0	
Sfa-ABas_016_Ex1_L3_clmp.fp2_repr.R1	8.32663421843938	45.0	126.97754940735946	0.0	16143850.0	
Sfa-ABas_016_Ex1_L3_clmp.fp2_repr.R2	9.27869817994113	45.0	127.00288276959957	0.0	16143850.0	
Sfa-ABas_017_Ex1_L3_clmp.fp2_repr.R1	6.372568717877542	44.0	125.70147669133159	0.0	16166818.0	
Sfa-ABas_017_Ex1_L3_clmp.fp2_repr.R2	6.997968710246155	44.0	125.72948789304117	0.0	16166818.0	
Sfa-ABas_018_Ex1_L3_clmp.fp2_repr.R1	6.373870205714653	43.0	128.19885516637905	0.0	16748984.0	
Sfa-ABas_018_Ex1_L3_clmp.fp2_repr.R2	6.960111648257609	43.0	128.25573766146053	0.0	16748984.0	
Sfa-ABas_019_Ex1_L3_clmp.fp2_repr.R1	5.547311497002312	44.0	124.7699141790699	0.0	16834588.0	
Sfa-ABas_019_Ex1_L3_clmp.fp2_repr.R2	6.11238851653556	44.0	124.85674570711205	0.0	16834588.0	
Sfa-ABas_020_Ex1_L3_clmp.fp2_repr.R1	12.58730887323776	45.0	130.50330154783714	0.0	11028615.0	
Sfa-ABas_020_Ex1_L3_clmp.fp2_repr.R2	13.639956146585092	45.0	130.58318764414207	0.0	11028615.0	
Sfa-ABas_021_Ex1_L3_clmp.fp2_repr.R1	4.861452375797342	43.0	125.28841020635114	0.0	6732553.0	
Sfa-ABas_021_Ex1_L3_clmp.fp2_repr.R2	5.273057794940215	43.0	125.3485735648869	0.0	6732553.0	
Sfa-ABas_022_Ex1_L3_clmp.fp2_repr.R1	5.87019494154876	42.0	127.46871186447257	0.0	17004321.0	
Sfa-ABas_022_Ex1_L3_clmp.fp2_repr.R2	6.423616690165744	42.0	127.54627197404707	0.0	17004321.0	
Sfa-ABas_023_Ex1_L3_clmp.fp2_repr.R1	9.387897679929907	43.0	124.4885056363308	0.0	14160897.0	
Sfa-ABas_023_Ex1_L3_clmp.fp2_repr.R2	9.987983970378508	43.0	124.55887271830308	0.0	14160897.0	
Sfa-ABas_024_Ex1_L3_clmp.fp2_repr.R1	8.979599569538792	44.0	128.9520550938554	0.0	13042616.0	
Sfa-ABas_024_Ex1_L3_clmp.fp2_repr.R2	9.905203884015563	44.0	129.0685195362648	0.0	13042616.0	
Sfa-ABas_025_Ex1_L3_clmp.fp2_repr.R1	4.555827379360053	45.0	114.67881866153027	0.0	16187740.0	
Sfa-ABas_025_Ex1_L3_clmp.fp2_repr.R2	5.081004874705428	45.0	114.77153951076555	0.0	16187740.0	
Sfa-ABas_026_Ex1_L3_clmp.fp2_repr.R1	5.673605218426786	43.0	125.13191887294686	0.0	18893377.0	
Sfa-ABas_026_Ex1_L3_clmp.fp2_repr.R2	6.424819801761188	43.0	125.21859279047891	0.0	18893377.0	
Sfa-ABas_027_Ex1_L3_clmp.fp2_repr.R1	4.864680223644271	42.0	125.77240755858027	0.0	18877090.0	
Sfa-ABas_027_Ex1_L3_clmp.fp2_repr.R2	5.411730668088779	42.0	125.75902212682145	0.0	18877090.0	
Sfa-ABas_028_Ex1_L3_clmp.fp2_repr.R1	6.296255499841308	44.0	129.10449050151817	0.0	15830214.0	
Sfa-ABas_028_Ex1_L3_clmp.fp2_repr.R2	6.948205661287886	44.0	129.11632672811623	0.0	15830214.0	
Sfa-ABas_029_Ex1_L3_clmp.fp2_repr.R1	8.158058700602254	44.0	124.78430515151797	0.0	16557178.0	
Sfa-ABas_029_Ex1_L3_clmp.fp2_repr.R2	8.82626847705113	44.0	124.81632673152393	0.0	16557178.0	
Sfa-ABas_030_Ex1_L3_clmp.fp2_repr.R1	2.899227958687149	42.0	109.191056945014	0.0	16404193.0	
Sfa-ABas_030_Ex1_L3_clmp.fp2_repr.R2	3.153278302895984	42.0	109.26942526218754	0.0	16404193.0	
Sfa-ABas_031_Ex1_L3_clmp.fp2_repr.R1	3.9814123426244663	44.0	115.29377819558515	0.0	6432523.0	
Sfa-ABas_031_Ex1_L3_clmp.fp2_repr.R2	4.336914287206525	44.0	115.38531039842375	0.0	6432523.0	
Sfa-ABas_032_Ex1_L3_clmp.fp2_repr.R1	5.455630930485128	43.0	122.7579671950969	0.0	16868515.0	
Sfa-ABas_032_Ex1_L3_clmp.fp2_repr.R2	5.886848773459178	43.0	122.84581974169036	0.0	16868515.0	
Sfa-ABas_033_Ex1_L3_clmp.fp2_repr.R1	3.5948193292948076	42.0	120.13583123311852	0.0	18862753.0	
Sfa-ABas_033_Ex1_L3_clmp.fp2_repr.R2	4.034457037328281	42.0	120.21241872806159	0.0	18862753.0	
Sfa-ABas_034_Ex1_L3_clmp.fp2_repr.R1	4.524828547351646	43.0	125.41118396307705	0.0	21748212.0	
Sfa-ABas_034_Ex1_L3_clmp.fp2_repr.R2	5.026942535013873	43.0	125.47484744952827	0.0	21748212.0	
Sfa-ABas_035_Ex1_L3_clmp.fp2_repr.R1	5.204167346313056	42.0	122.79200129025477	0.0	13795725.0	
Sfa-ABas_035_Ex1_L3_clmp.fp2_repr.R2	5.6612262799266375	42.0	122.92163782621066	0.0	13795725.0	
Sfa-CBas_001_Ex1_L3_clmp.fp2_repr.R1	4.198322918985937	47.0	143.86343079090787	0.0	4432185.0	
Sfa-CBas_001_Ex1_L3_clmp.fp2_repr.R2	4.749586417632614	47.0	143.82946063848868	0.0	4432185.0	
Sfa-CBas_002_Ex1_L3_clmp.fp2_repr.R1	4.110148136654914	44.0	141.92202380984202	0.0	5611713.0	
Sfa-CBas_002_Ex1_L3_clmp.fp2_repr.R2	4.346085341655865	44.0	141.70038596057924	0.0	5611713.0	
Sfa-CBas_003_Ex1_L3_clmp.fp2_repr.R1	4.698504701327138	44.0	144.13124382020567	0.0	6311901.0	
Sfa-CBas_003_Ex1_L3_clmp.fp2_repr.R2	4.96223864189794	44.0	143.79283927298607	0.0	6311901.0	
Sfa-CBas_006_Ex1_L3_clmp.fp2_repr.R1	4.769615597708992	45.0	143.67712279426343	0.0	6052400.0	
Sfa-CBas_006_Ex1_L3_clmp.fp2_repr.R2	5.137023189642292	45.0	143.37281293371225	0.0	6052400.0	
Sfa-CBas_007_Ex1_L3_clmp.fp2_repr.R1	4.232315008909026	45.0	142.05505653137348	0.0	5502962.0	
Sfa-CBas_007_Ex1_L3_clmp.fp2_repr.R2	4.617026486890083	45.0	141.86716644599764	0.0	5502962.0	
Sfa-CBas_008_Ex1_L3_clmp.fp2_repr.R1	4.138044026913732	45.0	141.10495244509477	0.0	5496699.0	
Sfa-CBas_008_Ex1_L3_clmp.fp2_repr.R2	4.694942950204123	45.0	141.01310313699184	0.0	5496699.0	
Sfa-CBas_009_Ex1_L3_clmp.fp2_repr.R1	5.1146113071282855	44.0	142.8621561042772	0.0	6561473.0	
Sfa-CBas_009_Ex1_L3_clmp.fp2_repr.R2	5.538401949005163	44.0	142.6203020266943	0.0	6561473.0	
Sfa-CBas_010_Ex1_L3_clmp.fp2_repr.R1	4.71368184712675	44.0	141.99946487334026	0.0	6491921.0	
Sfa-CBas_010_Ex1_L3_clmp.fp2_repr.R2	5.189889888804856	44.0	141.80948166189947	0.0	6491921.0	
Sfa-CBas_014_Ex1_L3_clmp.fp2_repr.R1	4.622527794595271	45.0	144.2799857748143	0.0	4712768.0	
Sfa-CBas_014_Ex1_L3_clmp.fp2_repr.R2	5.000733311593336	45.0	143.9697547173975	0.0	4712768.0	
Sfa-CBas_015_Ex1_L3_clmp.fp2_repr.R1	4.216739279951241	45.0	142.5770141140437	0.0	5436075.0	
Sfa-CBas_015_Ex1_L3_clmp.fp2_repr.R2	4.664790224657779	45.0	142.41082067484354	0.0	5436075.0	
Sfa-CBas_016_Ex1_L3_clmp.fp2_repr.R1	5.889450402663783	46.0	144.9907863055187	0.0	6983952.0	
Sfa-CBas_016_Ex1_L3_clmp.fp2_repr.R2	6.633966547234934	46.0	144.55681840310473	0.0	6983952.0	
Sfa-CBas_017_Ex1_L3_clmp.fp2_repr.R1	5.4143014993802865	45.0	145.89859929351454	0.0	5193879.0	
Sfa-CBas_017_Ex1_L3_clmp.fp2_repr.R2	5.649367919937745	45.0	145.4919666014553	0.0	5193879.0	
Sfa-CBas_019_Ex1_L3_clmp.fp2_repr.R1	5.04851944296405	45.0	145.8668468437599	0.0	4669480.0	
Sfa-CBas_019_Ex1_L3_clmp.fp2_repr.R2	5.687732261440445	45.0	145.60561711368288	0.0	4669480.0	
Sfa-CBas_020_Ex1_L3_clmp.fp2_repr.R1	3.9852115353989177	46.0	142.44159049067193	0.0	6178018.0	
Sfa-CBas_020_Ex1_L3_clmp.fp2_repr.R2	4.449423106204421	46.0	142.29080297273333	0.0	6178018.0	
Sfa-CBas_021_Ex1_L3_clmp.fp2_repr.R1	5.0128260667859195	44.0	144.29138001670492	9.090909090909092	5545672.0	
Sfa-CBas_021_Ex1_L3_clmp.fp2_repr.R2	5.618973687479652	44.0	144.02928463854334	9.090909090909092	5545672.0	
Sfa-CBas_023_Ex1_L3_clmp.fp2_repr.R1	5.208833861231952	46.0	144.66530183720198	0.0	4607169.0	
Sfa-CBas_023_Ex1_L3_clmp.fp2_repr.R2	5.945020661804591	46.0	144.38570454003315	0.0	4607169.0	
Sfa-CBas_025_Ex1_L3_clmp.fp2_repr.R1	5.310849238944087	46.0	143.3472094570445	0.0	5066953.0	
Sfa-CBas_025_Ex1_L3_clmp.fp2_repr.R2	5.927502147042944	46.0	143.10819539869425	0.0	5066953.0	
Sfa-CBas_026_Ex1_L3_clmp.fp2_repr.R1	5.763733912940921	46.0	143.49257422754056	0.0	5963420.0	
Sfa-CBas_026_Ex1_L3_clmp.fp2_repr.R2	6.405535208705729	46.0	143.26163879116345	0.0	5963420.0	
Sfa-CBas_027_Ex1_L3_clmp.fp2_repr.R1	4.083286689377246	46.0	141.9352943940323	0.0	3341457.0	
Sfa-CBas_027_Ex1_L3_clmp.fp2_repr.R2	4.729863565510385	46.0	141.94692225577046	0.0	3341457.0	
Sfa-CBas_028_Ex1_L3_clmp.fp2_repr.R1	5.003149260892542	44.0	144.41910059988942	9.090909090909092	5299310.0	
Sfa-CBas_028_Ex1_L3_clmp.fp2_repr.R2	5.642344716341938	44.0	144.20256523962553	9.090909090909092	5299310.0	
Sfa-CBas_029_Ex1_L3_clmp.fp2_repr.R1	3.9347126524470895	46.0	140.95907804035298	0.0	3769883.0	
Sfa-CBas_029_Ex1_L3_clmp.fp2_repr.R2	4.46483264706913	46.0	140.95069157318676	0.0	3769883.0	
Sfa-CBas_030_Ex1_L3_clmp.fp2_repr.R1	4.809179198876819	44.0	144.81861577313194	9.090909090909092	3578503.0	
Sfa-CBas_030_Ex1_L3_clmp.fp2_repr.R2	5.284682423298094	44.0	144.5428837142235	9.090909090909092	3578503.0	
Sfa-CBas_031_Ex1_L3_clmp.fp2_repr.R1	5.269398756297662	46.0	144.73349352113772	0.0	3190838.0	
Sfa-CBas_031_Ex1_L3_clmp.fp2_repr.R2	5.737002419481996	46.0	144.375800651741	0.0	3190838.0	
Sfa-CBas_032_Ex1_L3_clmp.fp2_repr.R1	4.320103808797242	45.0	140.54266715218097	0.0	6195492.0	
Sfa-CBas_032_Ex1_L3_clmp.fp2_repr.R2	4.79064458400795	45.0	140.39820195070868	0.0	6195492.0	
Sfa-CBas_033_Ex1_L3_clmp.fp2_repr.R1	5.992054860705679	46.0	145.24176856071003	0.0	4557921.0	
Sfa-CBas_033_Ex1_L3_clmp.fp2_repr.R2	6.486482872310944	46.0	144.84501201315248	0.0	4557921.0	
Sfa-CBas_036_Ex1_L3_clmp.fp2_repr.R1	4.602034426886746	45.0	144.60206648108664	0.0	5205661.0	
Sfa-CBas_036_Ex1_L3_clmp.fp2_repr.R2	5.021819021949554	45.0	144.38084193342593	0.0	5205661.0	
Sfa-CBas_039_Ex1_L3_clmp.fp2_repr.R1	6.015572258015823	46.0	144.16844376924075	0.0	4687968.0	
Sfa-CBas_039_Ex1_L3_clmp.fp2_repr.R2	6.486678512695903	46.0	143.7678476047618	0.0	4687968.0	
Sfa-CBas_041_Ex1_L3_clmp.fp2_repr.R1	4.221977029204709	44.0	141.38746829325305	0.0	5381741.0	
Sfa-CBas_041_Ex1_L3_clmp.fp2_repr.R2	4.698539909353045	44.0	141.27310270040866	0.0	5381741.0	
Sfa-CBas_042_Ex1_L3_clmp.fp2_repr.R1	3.936339679523101	45.0	141.49020514798863	0.0	4142278.0	
Sfa-CBas_042_Ex1_L3_clmp.fp2_repr.R2	4.505861906941817	45.0	141.40852835082532	0.0	4142278.0	
Sfa-CBas_043_Ex1_L3_clmp.fp2_repr.R1	4.4288828774670606	45.0	141.21111598274462	0.0	7476388.0	
Sfa-CBas_043_Ex1_L3_clmp.fp2_repr.R2	5.0210616509032775	45.0	141.0919878690084	0.0	7476388.0	
Sfa-CBas_044_Ex1_L3_clmp.fp2_repr.R1	5.820170697749745	45.0	145.32399287332382	0.0	4817393.0	
Sfa-CBas_044_Ex1_L3_clmp.fp2_repr.R2	6.100568227828248	45.0	144.80377996978865	0.0	4817393.0	
Sfa-CBas_046_Ex1_L3_clmp.fp2_repr.R1	5.155036194617807	46.0	144.949579016127	0.0	3110808.0	
Sfa-CBas_046_Ex1_L3_clmp.fp2_repr.R2	5.340334543262443	46.0	144.5011505049492	0.0	3110808.0	
Sfa-CBas_048_Ex1_L3_clmp.fp2_repr.R1	5.00993116437634	46.0	143.36535274522046	0.0	5371554.0	
Sfa-CBas_048_Ex1_L3_clmp.fp2_repr.R2	5.862967408854459	46.0	143.18061644730741	0.0	5371554.0	
Sfa-CBas_056_Ex1_L3_clmp.fp2_repr.R1	4.959886920391838	46.0	144.97460993580873	0.0	5774306.0	
Sfa-CBas_056_Ex1_L3_clmp.fp2_repr.R2	5.554766037630827	46.0	144.64970907326352	0.0	5774306.0	
Sfa-CBas_059_Ex1_L3_clmp.fp2_repr.R1	5.279356976112098	45.0	145.4053594867762	9.090909090909092	4184841.0	
Sfa-CBas_059_Ex1_L3_clmp.fp2_repr.R2	5.706625455398608	45.0	144.95925818925977	9.090909090909092	4184841.0	
Sfa-CBas_061_Ex1_L3_clmp.fp2_repr.R1	5.556996177023592	47.0	143.79886533945282	0.0	5992453.0	
Sfa-CBas_061_Ex1_L3_clmp.fp2_repr.R2	6.2316544091666515	47.0	143.46547048429082	0.0	5992453.0	
Sfa-CBas_062_Ex1_L3_clmp.fp2_repr.R1	6.113373614249838	46.0	142.2898672666191	0.0	5740455.0	
Sfa-CBas_062_Ex1_L3_clmp.fp2_repr.R2	6.862964555002549	46.0	142.1104820088303	0.0	5740455.0	
Sfa-CBas_066_Ex1_L3_clmp.fp2_repr.R1	5.157039540081428	46.0	143.77994615814643	0.0	5781376.0	
Sfa-CBas_066_Ex1_L3_clmp.fp2_repr.R2	5.555898274858976	46.0	143.3981756246264	0.0	5781376.0	
Sfa-CBas_067_Ex1_L3_clmp.fp2_repr.R1	4.808860668982675	45.0	138.28578638814415	0.0	5250467.0	
Sfa-CBas_067_Ex1_L3_clmp.fp2_repr.R2	5.237613382491475	45.0	138.118078639481	0.0	5250467.0	
Sfa-CBas_073_Ex1_L3_clmp.fp2_repr.R1	4.700521978638662	46.0	142.8032156818658	0.0	4892275.0	
Sfa-CBas_073_Ex1_L3_clmp.fp2_repr.R2	5.216664723008208	46.0	142.5885848608265	0.0	4892275.0	
Sfa-CBas_076_Ex1_L3_clmp.fp2_repr.R1	4.6157489535953715	48.0	140.62651602512298	0.0	5425949.0	
Sfa-CBas_076_Ex1_L3_clmp.fp2_repr.R2	5.124829907329229	48.0	140.475547964052	0.0	5425949.0	
Sfa-CBas_078_Ex1_L3_clmp.fp2_repr.R1	5.1016722601384	45.0	143.16853006269122	0.0	5216998.0	
Sfa-CBas_078_Ex1_L3_clmp.fp2_repr.R2	5.5857243905783776	45.0	142.90374636908047	0.0	5216998.0	
Sfa-CBas_084_Ex1_L3_clmp.fp2_repr.R1	4.60660447332873	46.0	140.58602739317013	0.0	3014255.0	
Sfa-CBas_084_Ex1_L3_clmp.fp2_repr.R2	4.993769756446525	46.0	140.43253374382724	0.0	3014255.0	
Sfa-CBas_086_Ex1_L3_clmp.fp2_repr.R1	4.706112006138028	46.0	144.40481079151755	0.0	4608805.0	
Sfa-CBas_086_Ex1_L3_clmp.fp2_repr.R2	5.17665451672741	46.0	144.1270956354196	0.0	4608805.0	
Sfa-CBas_088_Ex1_L3_clmp.fp2_repr.R1	3.869511671324105	45.0	141.29841543899798	0.0	5285628.0	
Sfa-CBas_088_Ex1_L3_clmp.fp2_repr.R2	4.223985285288904	45.0	141.14499412368787	0.0	5285628.0	
Sfa-CBas_090_Ex1_L3_clmp.fp2_repr.R1	5.959971077347888	46.0	145.80413779948938	9.090909090909092	3156122.0	
Sfa-CBas_090_Ex1_L3_clmp.fp2_repr.R2	6.187925605946859	46.0	145.27329361792732	9.090909090909092	3156122.0	
Sfa-CBas_091_Ex1_L3_clmp.fp2_repr.R1	4.299373445956746	45.0	142.73133466658507	0.0	5670847.0	
Sfa-CBas_091_Ex1_L3_clmp.fp2_repr.R2	4.9096879307318915	45.0	142.7155239772824	0.0	5670847.0	
Sfa-CBas_092_Ex1_L3_clmp.fp2_repr.R1	5.671908013238777	46.0	144.94856280373278	0.0	5426851.0	
Sfa-CBas_092_Ex1_L3_clmp.fp2_repr.R2	6.133964485022631	46.0	144.47085593468478	0.0	5426851.0	
Sfa-CBas_096_Ex1_L3_clmp.fp2_repr.R1	4.335651723252539	46.0	142.9433122937785	0.0	5995374.0	
Sfa-CBas_096_Ex1_L3_clmp.fp2_repr.R2	4.910347984287711	46.0	142.73566169516698	0.0	5995374.0	
multiqc						0
