Sample	Protists_1k	Human	Fungi_RefSeq_release	Bird	Plant	Coral	Bacteria_24k	Viruses	Vectors	Contamnts_Adaptrs	Multiple Genomes	No hits
GotPopAL28_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r2_screen	135770.0	20447.0	10346.0	7524.0	2957.0	1887.0	1870.0	804.0	21.0	0.0	752620.0	7862791.0
GotPopAL29_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r1_screen	4550.0	714.0	380.0	224.0	114.0	64.0	73.0	32.0	0.0	0.0	26049.0	271570.0
GotPopAL29_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r2_screen	4737.0	689.0	315.0	243.0	95.0	63.0	75.0	29.0	0.0	0.0	25954.0	271570.0
GotPopAL30_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r1_screen	22793.0	3536.0	1779.0	1456.0	460.0	384.0	493.0	159.0	7.0	0.0	124226.0	1432560.0
GotPopAL30_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r2_screen	22942.0	3508.0	1875.0	1452.0	494.0	381.0	455.0	180.0	2.0	0.0	126068.0	1430496.0
GotPopAL31_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r1_screen	57728.0	8691.0	4586.0	3148.0	1299.0	771.0	626.0	291.0	3.0	0.0	301946.0	3453956.0
GotPopAL31_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r2_screen	57943.0	8448.0	4466.0	3164.0	1334.0	819.0	645.0	274.0	6.0	0.0	305823.0	3450123.0
GotPopAL34_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r1_screen	118462.0	17820.0	9007.0	6659.0	2601.0	2337.0	1828.0	594.0	19.0	0.0	639663.0	7119637.0
GotPopAL34_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r2_screen	120591.0	17955.0	9086.0	6448.0	2591.0	2298.0	1900.0	633.0	23.0	0.0	648551.0	7108551.0
GotPopAL36_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r1_screen	69762.0	10440.0	5458.0	3914.0	1517.0	1203.0	758.0	400.0	9.0	0.0	377789.0	4090701.0
GotPopAL36_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r2_screen	70127.0	10531.0	5238.0	3797.0	1575.0	1144.0	678.0	383.0	17.0	0.0	380497.0	4087964.0
GotPopAL38_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r1_screen	72642.0	11047.0	5525.0	4045.0	1517.0	1446.0	853.0	407.0	9.0	0.0	388382.0	4296340.0
GotPopAL38_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r2_screen	73645.0	10814.0	5538.0	3971.0	1586.0	1380.0	838.0	378.0	8.0	0.0	392976.0	4291079.0
GotPopAL39_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r1_screen	137282.0	20678.0	10735.0	8109.0	2952.0	2368.0	2018.0	912.0	16.0	0.0	749575.0	8264611.0
GotPopAL39_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r2_screen	138823.0	20492.0	10630.0	8069.0	2969.0	2427.0	1952.0	915.0	19.0	0.0	757548.0	8255412.0
GotPopAL3_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r1_screen	1155.0	190.0	101.0	56.0	39.0	28.0	21.0	5.0	0.0	0.0	6349.0	72697.0
GotPopAL3_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r2_screen	1232.0	172.0	72.0	69.0	20.0	18.0	28.0	9.0	0.0	0.0	6316.0	72705.0
GotPopAL40_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r1_screen	146193.0	22033.0	11573.0	8350.0	3207.0	2789.0	2639.0	856.0	17.0	0.0	792039.0	8761000.0
GotPopAL40_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r2_screen	148460.0	21993.0	11388.0	8236.0	3226.0	2906.0	2548.0	763.0	18.0	0.0	805759.0	8745399.0
GotPopAL41_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r1_screen	103347.0	15568.0	8028.0	5925.0	2283.0	1715.0	1423.0	659.0	16.0	0.0	563312.0	6189533.0
GotPopAL41_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r2_screen	103707.0	15593.0	7729.0	5953.0	2234.0	1788.0	1488.0	670.0	11.0	0.0	565860.0	6186776.0
GotPopAL42_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r1_screen	58270.0	8996.0	4695.0	3267.0	1270.0	933.0	957.0	322.0	6.0	0.0	313055.0	3561510.0
GotPopAL42_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r2_screen	58428.0	8730.0	4519.0	3340.0	1231.0	913.0	946.0	308.0	8.0	0.0	314929.0	3559929.0
GotPopAL43_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r1_screen	60995.0	9347.0	4774.0	3379.0	1380.0	1094.0	710.0	357.0	8.0	0.0	329271.0	3764471.0
GotPopAL43_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r2_screen	61911.0	9316.0	4727.0	3316.0	1294.0	1067.0	689.0	335.0	9.0	0.0	331992.0	3761130.0
GotPopAL44_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r1_screen	24625.0	3710.0	1918.0	1454.0	506.0	381.0	396.0	141.0	4.0	0.0	133006.0	1512041.0
GotPopAL44_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r2_screen	25046.0	3606.0	2041.0	1415.0	539.0	343.0	395.0	145.0	2.0	0.0	134958.0	1509692.0
GotPopAL45_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r1_screen	126762.0	18901.0	9661.0	7298.0	2815.0	1781.0	1363.0	700.0	9.0	0.0	682060.0	7653638.0
GotPopAL45_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r2_screen	127252.0	18770.0	9681.0	7146.0	2737.0	1736.0	1334.0	773.0	22.0	0.0	687852.0	7647685.0
GotPopAL46_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r1_screen	23888.0	3712.0	1823.0	1280.0	482.0	427.0	501.0	169.0	5.0	0.0	130484.0	1458446.0
GotPopAL46_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r2_screen	24220.0	3575.0	1887.0	1339.0	513.0	438.0	493.0	155.0	4.0	0.0	131282.0	1457311.0
GotPopAL49_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r1_screen	25750.0	3825.0	2016.0	1430.0	564.0	441.0	428.0	155.0	3.0	0.0	140054.0	1546176.0
GotPopAL49_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r2_screen	26228.0	3881.0	2002.0	1393.0	560.0	412.0	408.0	139.0	4.0	0.0	141188.0	1544627.0
GotPopAL4_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r1_screen	158867.0	24091.0	12000.0	8607.0	3409.0	3516.0	2524.0	826.0	26.0	0.0	870098.0	9171134.0
GotPopAL4_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r2_screen	159911.0	23578.0	11649.0	8553.0	3323.0	3441.0	2553.0	817.0	20.0	0.0	871145.0	9170108.0
GotPopAL50_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r1_screen	17232.0	2748.0	1331.0	972.0	410.0	427.0	215.0	108.0	1.0	0.0	92929.0	1080875.0
GotPopAL50_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r2_screen	17624.0	2696.0	1305.0	916.0	381.0	414.0	263.0	112.0	3.0	0.0	94096.0	1079438.0
GotPopAL5_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r1_screen	70721.0	10874.0	5565.0	4008.0	1565.0	1056.0	1237.0	384.0	11.0	0.0	393931.0	4298822.0
GotPopAL5_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r2_screen	72133.0	10900.0	5545.0	3918.0	1560.0	1090.0	1293.0	404.0	10.0	0.0	396808.0	4294513.0
GotPopAL6_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r1_screen	76986.0	11333.0	5954.0	4401.0	1687.0	1135.0	940.0	401.0	12.0	0.0	410252.0	4592374.0
GotPopAL6_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r2_screen	77858.0	11395.0	5809.0	4323.0	1656.0	1168.0	921.0	426.0	5.0	0.0	414135.0	4587779.0
GotPopAL8_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r1_screen	793.0	117.0	74.0	45.0	17.0	10.0	17.0	5.0	1.0	0.0	4537.0	52043.0
GotPopAL8_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r2_screen	848.0	114.0	61.0	42.0	19.0	14.0	17.0	10.0	1.0	0.0	4514.0	52019.0
GotPopAL9_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r1_screen	411882.0	62838.0	31069.0	23093.0	9153.0	6927.0	5679.0	2357.0	51.0	0.0	2244261.0	24600433.0
GotPopAL9_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r2_screen	415262.0	61851.0	31153.0	23011.0	9058.0	6692.0	5593.0	2341.0	53.0	0.0	2261474.0	24581255.0
GotPopAS10_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r1_screen	53505.0	8023.0	4210.0	3167.0	1217.0	1026.0	951.0	351.0	11.0	0.0	290936.0	3234588.0
GotPopAS10_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r2_screen	53918.0	8076.0	4113.0	3093.0	1139.0	926.0	940.0	316.0	9.0	0.0	292306.0	3233149.0
GotPopAS11_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r1_screen	36792.0	5560.0	2908.0	2063.0	811.0	582.0	609.0	213.0	10.0	0.0	196146.0	2266506.0
GotPopAS11_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r2_screen	37060.0	5481.0	2736.0	2059.0	840.0	659.0	626.0	210.0	4.0	0.0	198280.0	2264245.0
GotPopAS12_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r1_screen	39211.0	5919.0	2963.0	2268.0	838.0	596.0	560.0	243.0	7.0	0.0	207372.0	2387442.0
GotPopAS12_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r2_screen	39410.0	5967.0	3023.0	2219.0	805.0	615.0	544.0	217.0	4.0	0.0	208761.0	2385854.0
GotPopAS13_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r1_screen	614805.0	93813.0	47926.0	37098.0	13734.0	10314.0	6803.0	4271.0	106.0	0.0	3511447.0	36072318.0
GotPopAS13_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r2_screen	622491.0	92684.0	47330.0	36561.0	13609.0	9936.0	6658.0	4086.0	104.0	0.0	3518982.0	36060194.0
GotPopAS14_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r1_screen	60052.0	8959.0	4644.0	3536.0	1291.0	849.0	790.0	411.0	10.0	0.0	338940.0	3500906.0
GotPopAS14_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r2_screen	60354.0	8949.0	4618.0	3354.0	1272.0	838.0	796.0	413.0	3.0	0.0	340061.0	3499730.0
GotPopAS15_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r1_screen	15509.0	2381.0	1237.0	895.0	322.0	255.0	235.0	92.0	1.0	0.0	82844.0	985108.0
GotPopAS15_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r2_screen	15334.0	2421.0	1140.0	935.0	329.0	252.0	240.0	106.0	1.0	0.0	84102.0	984019.0
GotPopAS16_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r1_screen	280778.0	43000.0	21987.0	15869.0	6260.0	5502.0	5075.0	1527.0	46.0	0.0	1534591.0	17004682.0
GotPopAS16_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r2_screen	284777.0	42466.0	21950.0	15742.0	6035.0	5420.0	4940.0	1508.0	38.0	0.0	1562030.0	16974411.0
GotPopAS17_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r1_screen	147858.0	22040.0	11384.0	8264.0	3279.0	2596.0	1859.0	891.0	21.0	0.0	788698.0	8832909.0
GotPopAS17_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r2_screen	150066.0	21957.0	11313.0	8426.0	3232.0	2714.0	1898.0	894.0	14.0	0.0	800124.0	8819161.0
GotPopAS18_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r1_screen	20855.0	3132.0	1621.0	1225.0	488.0	411.0	307.0	112.0	5.0	0.0	114706.0	1270211.0
GotPopAS18_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r2_screen	20914.0	3095.0	1622.0	1123.0	410.0	393.0	338.0	127.0	2.0	0.0	114979.0	1270070.0
GotPopAS19_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r1_screen	49468.0	7386.0	3912.0	2747.0	1072.0	795.0	946.0	224.0	3.0	0.0	263324.0	2891570.0
GotPopAS19_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r2_screen	49113.0	7268.0	3844.0	2647.0	1082.0	770.0	883.0	236.0	9.0	0.0	264669.0	2890926.0
GotPopAS1_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r1_screen	10503.0	1611.0	753.0	570.0	250.0	176.0	162.0	65.0	1.0	0.0	55555.0	660393.0
GotPopAS1_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r2_screen	10663.0	1624.0	850.0	586.0	204.0	177.0	142.0	59.0	0.0	0.0	56290.0	659444.0
GotPopAS21_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r1_screen	70870.0	10503.0	5455.0	4008.0	1496.0	1119.0	1283.0	461.0	8.0	0.0	395720.0	4144790.0
GotPopAS21_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r2_screen	72281.0	10532.0	5302.0	3906.0	1552.0	1146.0	1256.0	460.0	13.0	0.0	400037.0	4139228.0
GotPopAS22_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r1_screen	91518.0	14218.0	7307.0	5295.0	2032.0	1971.0	1465.0	577.0	11.0	0.0	501904.0	5466092.0
GotPopAS22_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r2_screen	91842.0	14181.0	6975.0	5187.0	2044.0	1928.0	1418.0	555.0	11.0	0.0	502766.0	5465483.0
GotPopAS23_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r1_screen	804.0	154.0	53.0	48.0	14.0	13.0	16.0	6.0	0.0	0.0	4500.0	51963.0
GotPopAS23_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r2_screen	759.0	139.0	73.0	39.0	20.0	14.0	14.0	2.0	0.0	0.0	4577.0	51934.0
GotPopAS24_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r1_screen	93242.0	14492.0	7168.0	5246.0	2082.0	1890.0	1641.0	518.0	23.0	0.0	505582.0	5693274.0
GotPopAS24_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r2_screen	94420.0	14342.0	7495.0	5335.0	2095.0	1837.0	1619.0	595.0	20.0	0.0	509818.0	5687582.0
GotPopAS25_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r1_screen	92991.0	14612.0	7337.0	5526.0	2131.0	1351.0	1057.0	557.0	13.0	0.0	518479.0	5525038.0
GotPopAS25_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r2_screen	93298.0	14442.0	7123.0	5497.0	1979.0	1322.0	1074.0	520.0	14.0	0.0	521869.0	5521954.0
GotPopAS26_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r1_screen	98893.0	14748.0	7504.0	5538.0	2183.0	1517.0	1629.0	571.0	16.0	0.0	539032.0	5849050.0
GotPopAS26_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r2_screen	99978.0	14643.0	7509.0	5411.0	2111.0	1540.0	1585.0	528.0	9.0	0.0	542881.0	5844486.0
GotPopAS27_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r1_screen	45807.0	6743.0	3506.0	2606.0	973.0	751.0	559.0	254.0	8.0	1.0	246969.0	2725059.0
GotPopAS27_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r2_screen	45913.0	6653.0	3529.0	2553.0	950.0	728.0	605.0	255.0	10.0	0.0	247891.0	2724149.0
GotPopAS29_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r1_screen	69816.0	10524.0	5318.0	4104.0	1554.0	1030.0	1374.0	396.0	11.0	0.0	376738.0	4200413.0
GotPopAS29_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r2_screen	69908.0	10501.0	5329.0	3862.0	1576.0	1019.0	1346.0	350.0	11.0	0.0	378832.0	4198544.0
GotPopAS2_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r1_screen	89089.0	13255.0	6870.0	5077.0	1958.0	1522.0	1154.0	511.0	15.0	0.0	482257.0	5379482.0
GotPopAS2_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r2_screen	88910.0	13130.0	6738.0	5078.0	1907.0	1496.0	1061.0	505.0	15.0	0.0	481672.0	5380678.0
GotPopAS30_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r1_screen	117115.0	17750.0	9000.0	6305.0	2580.0	2674.0	2089.0	608.0	14.0	0.0	638240.0	6958000.0
GotPopAS30_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r2_screen	118463.0	17333.0	8901.0	6272.0	2524.0	2748.0	2073.0	564.0	14.0	0.0	639809.0	6955674.0
GotPopAS31_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r1_screen	58028.0	8759.0	4422.0	3312.0	1318.0	841.0	832.0	335.0	8.0	0.0	305372.0	3604562.0
GotPopAS31_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r2_screen	57604.0	8608.0	4442.0	3422.0	1233.0	876.0	882.0	262.0	11.0	0.0	307083.0	3603366.0
GotPopAS32_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r1_screen	77399.0	11912.0	6126.0	4437.0	1714.0	1269.0	1501.0	443.0	15.0	0.0	422965.0	4787225.0
GotPopAS32_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r2_screen	78497.0	11838.0	6095.0	4387.0	1723.0	1297.0	1510.0	398.0	7.0	0.0	428938.0	4780316.0
GotPopAS33_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r1_screen	48826.0	7261.0	3674.0	2782.0	1080.0	821.0	629.0	294.0	7.0	0.0	263568.0	2899136.0
GotPopAS33_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r2_screen	48459.0	7130.0	3660.0	2633.0	1040.0	818.0	645.0	286.0	8.0	0.0	266199.0	2897200.0
GotPopAS34_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r1_screen	146690.0	21685.0	11271.0	8025.0	3239.0	2433.0	3076.0	763.0	28.0	0.0	789524.0	8313298.0
GotPopAS34_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r2_screen	148647.0	21783.0	11143.0	7767.0	3319.0	2396.0	3012.0	840.0	25.0	0.0	800822.0	8300278.0
GotPopAS35_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r1_screen	18752.0	2837.0	1496.0	1076.0	387.0	348.0	201.0	102.0	0.0	0.0	101118.0	1162626.0
GotPopAS35_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r2_screen	18994.0	2876.0	1384.0	1042.0	429.0	351.0	259.0	110.0	2.0	0.0	102030.0	1161466.0
GotPopAS37_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r1_screen	75760.0	11384.0	5865.0	4272.0	1648.0	1220.0	865.0	395.0	6.0	0.0	411126.0	4577240.0
GotPopAS37_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r2_screen	76840.0	11566.0	5823.0	4354.0	1613.0	1283.0	839.0	422.0	16.0	0.0	414366.0	4572659.0
