Sample	Bacteria_24k	Protists_1k	Human	Fungi_RefSeq_release	Viruses	Bird	Plant	Coral	Vectors	Contamnts_Adaptrs	Multiple Genomes	No hits
Adu-CGal_043-Ex1-7G-lcwgs-1-1.clmp.fp2_r1_screen	285.0	428.0	106.0	42.0	9.0	20.0	6.0	6.0	0.0	0.0	1941.0	69490.0
Adu-CGal_043-Ex1-7G-lcwgs-1-1.clmp.fp2_r2_screen	299.0	445.0	117.0	42.0	12.0	17.0	2.0	10.0	0.0	0.0	1957.0	69432.0
Adu-CGal_044-Ex1-7H-lcwgs-1-1.clmp.fp2_r1_screen	748.0	8009.0	1043.0	817.0	49.0	492.0	81.0	125.0	0.0	0.0	24315.0	1336580.0
Adu-CGal_044-Ex1-7H-lcwgs-1-1.clmp.fp2_r2_screen	767.0	8037.0	1066.0	840.0	46.0	470.0	105.0	139.0	1.0	0.0	24483.0	1336305.0
Adu-CGal_045-Ex1-8A-lcwgs-1-1.clmp.fp2_r1_screen	158.0	838.0	257.0	82.0	7.0	64.0	14.0	16.0	0.0	0.0	2711.0	160398.0
Adu-CGal_045-Ex1-8A-lcwgs-1-1.clmp.fp2_r2_screen	160.0	855.0	265.0	97.0	4.0	53.0	16.0	12.0	0.0	0.0	2784.0	160299.0
Adu-CGal_046-Ex1-8B-lcwgs-1-1.clmp.fp2_r1_screen	162.0	289.0	90.0	25.0	7.0	10.0	2.0	1.0	0.0	0.0	1007.0	45511.0
Adu-CGal_046-Ex1-8B-lcwgs-1-1.clmp.fp2_r2_screen	156.0	292.0	89.0	25.0	8.0	17.0	1.0	2.0	0.0	0.0	1003.0	45511.0
Adu-CGal_047-Ex1-8C-lcwgs-1-1.clmp.fp2_r1_screen	244.0	492.0	148.0	35.0	9.0	21.0	9.0	5.0	0.0	0.0	1615.0	81108.0
Adu-CGal_047-Ex1-8C-lcwgs-1-1.clmp.fp2_r2_screen	242.0	442.0	141.0	39.0	6.0	23.0	11.0	4.0	0.0	0.0	1611.0	81167.0
Adu-CGal_048-Ex1-8D-lcwgs-1-1.clmp.fp2_r1_screen	304.0	822.0	210.0	96.0	11.0	45.0	8.0	10.0	0.0	0.0	2978.0	141096.0
Adu-CGal_048-Ex1-8D-lcwgs-1-1.clmp.fp2_r2_screen	305.0	809.0	210.0	77.0	5.0	50.0	11.0	12.0	0.0	0.0	3005.0	141096.0
Adu-CGal_049-Ex1-5E-lcwgs-1-1.clmp.fp2_r1_screen	199.0	159.0	300.0	17.0	6.0	8.0	1.0	2.0	0.0	0.0	768.0	30060.0
Adu-CGal_049-Ex1-5E-lcwgs-1-1.clmp.fp2_r2_screen	198.0	162.0	297.0	16.0	3.0	12.0	0.0	2.0	0.0	0.0	773.0	30057.0
Adu-CGal_050-Ex1-5F-lcwgs-1-1.clmp.fp2_r1_screen	100.0	168.0	39.0	16.0	2.0	6.0	2.0	2.0	0.0	0.0	665.0	29954.0
Adu-CGal_050-Ex1-5F-lcwgs-1-1.clmp.fp2_r2_screen	98.0	187.0	32.0	9.0	4.0	9.0	0.0	0.0	0.0	0.0	652.0	29963.0
Adu-CGal_051-Ex1-5G-lcwgs-1-1.clmp.fp2_r1_screen	141.0	182.0	53.0	17.0	3.0	11.0	1.0	4.0	0.0	0.0	760.0	28108.0
Adu-CGal_051-Ex1-5G-lcwgs-1-1.clmp.fp2_r2_screen	141.0	182.0	50.0	15.0	1.0	17.0	2.0	5.0	0.0	0.0	744.0	28123.0
Adu-CGal_052-Ex1-5H-lcwgs-1-1.clmp.fp2_r1_screen	127.0	251.0	69.0	31.0	6.0	19.0	2.0	3.0	0.0	0.0	978.0	44776.0
Adu-CGal_052-Ex1-5H-lcwgs-1-1.clmp.fp2_r2_screen	119.0	240.0	68.0	30.0	5.0	14.0	2.0	0.0	0.0	0.0	1012.0	44772.0
Adu-CGal_053-Ex1-6A-lcwgs-1-1.clmp.fp2_r1_screen	172.0	257.0	263.0	21.0	8.0	11.0	2.0	7.0	0.0	0.0	1150.0	45146.0
Adu-CGal_053-Ex1-6A-lcwgs-1-1.clmp.fp2_r2_screen	160.0	244.0	261.0	24.0	10.0	8.0	5.0	0.0	0.0	0.0	1184.0	45141.0
Adu-CGal_054-Ex1-6B-lcwgs-1-1.clmp.fp2_r1_screen	216.0	252.0	100.0	26.0	12.0	10.0	6.0	2.0	0.0	0.0	1076.0	45252.0
Adu-CGal_054-Ex1-6B-lcwgs-1-1.clmp.fp2_r2_screen	189.0	265.0	105.0	29.0	10.0	18.0	7.0	1.0	0.0	0.0	1109.0	45219.0
Adu-CGal_055-Ex1-6C-lcwgs-1-1.clmp.fp2_r1_screen	473.0	2612.0	439.0	238.0	19.0	159.0	39.0	43.0	0.0	0.0	8167.0	429439.0
Adu-CGal_055-Ex1-6C-lcwgs-1-1.clmp.fp2_r2_screen	471.0	2584.0	449.0	246.0	22.0	152.0	31.0	39.0	2.0	0.0	8238.0	429394.0
Adu-CGal_056-Ex1-6D-lcwgs-1-1.clmp.fp2_r1_screen	386.0	411.0	227.0	39.0	7.0	22.0	8.0	4.0	0.0	0.0	1973.0	67003.0
Adu-CGal_056-Ex1-6D-lcwgs-1-1.clmp.fp2_r2_screen	374.0	389.0	216.0	41.0	11.0	11.0	5.0	5.0	0.0	0.0	1990.0	67038.0
Adu-CGal_057-Ex1-6E-lcwgs-1-1.clmp.fp2_r1_screen	672.0	3703.0	795.0	388.0	21.0	216.0	41.0	66.0	0.0	0.0	11477.0	581896.0
Adu-CGal_057-Ex1-6E-lcwgs-1-1.clmp.fp2_r2_screen	665.0	3737.0	798.0	392.0	27.0	202.0	37.0	47.0	0.0	0.0	11474.0	581896.0
Adu-CGal_058-Ex1-6F-lcwgs-1-1.clmp.fp2_r1_screen	334.0	2017.0	326.0	191.0	17.0	108.0	32.0	48.0	1.0	0.0	6799.0	357148.0
Adu-CGal_058-Ex1-6F-lcwgs-1-1.clmp.fp2_r2_screen	334.0	2127.0	319.0	190.0	14.0	127.0	24.0	31.0	1.0	0.0	6780.0	357074.0
Adu-CGal_059-Ex1-6G-lcwgs-1-1.clmp.fp2_r1_screen	314.0	811.0	156.0	70.0	18.0	43.0	9.0	11.0	0.0	0.0	3163.0	130926.0
Adu-CGal_059-Ex1-6G-lcwgs-1-1.clmp.fp2_r2_screen	318.0	827.0	153.0	68.0	11.0	38.0	9.0	13.0	0.0	0.0	3225.0	130859.0
Adu-CGal_060-Ex1-6H-lcwgs-1-1.clmp.fp2_r1_screen	575.0	5786.0	827.0	576.0	31.0	327.0	76.0	102.0	1.0	0.0	19627.0	906102.0
Adu-CGal_060-Ex1-6H-lcwgs-1-1.clmp.fp2_r2_screen	582.0	5819.0	759.0	532.0	25.0	302.0	80.0	94.0	1.0	0.0	19641.0	906195.0
Adu-CGal_061-Ex1-4A-lcwgs-1-1.clmp.fp2_r1_screen	215.0	180.0	157.0	15.0	4.0	9.0	0.0	2.0	0.0	0.0	702.0	25134.0
Adu-CGal_061-Ex1-4A-lcwgs-1-1.clmp.fp2_r2_screen	214.0	161.0	163.0	16.0	7.0	6.0	2.0	2.0	0.0	0.0	721.0	25126.0
Adu-CGal_062-Ex1-4B-lcwgs-1-1.clmp.fp2_r1_screen	225.0	169.0	73.0	18.0	5.0	5.0	3.0	0.0	0.0	0.0	678.0	25420.0
Adu-CGal_062-Ex1-4B-lcwgs-1-1.clmp.fp2_r2_screen	224.0	189.0	64.0	14.0	9.0	6.0	2.0	1.0	0.0	0.0	662.0	25425.0
Adu-CGal_063-Ex1-4C-lcwgs-1-1.clmp.fp2_r1_screen	395.0	311.0	88.0	26.0	13.0	15.0	1.0	3.0	0.0	0.0	1094.0	48980.0
Adu-CGal_063-Ex1-4C-lcwgs-1-1.clmp.fp2_r2_screen	367.0	326.0	95.0	28.0	10.0	10.0	1.0	5.0	0.0	0.0	1099.0	48985.0
Adu-CGal_064-Ex1-4D-lcwgs-1-1.clmp.fp2_r1_screen	389.0	281.0	142.0	22.0	12.0	13.0	2.0	4.0	0.0	0.0	1213.0	43573.0
Adu-CGal_064-Ex1-4D-lcwgs-1-1.clmp.fp2_r2_screen	378.0	302.0	133.0	27.0	6.0	12.0	1.0	2.0	0.0	0.0	1185.0	43605.0
Adu-CGal_065-Ex1-4E-lcwgs-1-1.clmp.fp2_r1_screen	495.0	313.0	275.0	28.0	9.0	14.0	3.0	7.0	0.0	0.0	1190.0	44428.0
Adu-CGal_065-Ex1-4E-lcwgs-1-1.clmp.fp2_r2_screen	482.0	351.0	265.0	29.0	13.0	11.0	2.0	7.0	0.0	0.0	1221.0	44381.0
Adu-CGal_066-Ex1-4F-lcwgs-1-1.clmp.fp2_r1_screen	364.0	325.0	50.0	21.0	10.0	16.0	6.0	2.0	0.0	0.0	1173.0	49378.0
Adu-CGal_066-Ex1-4F-lcwgs-1-1.clmp.fp2_r2_screen	366.0	340.0	42.0	21.0	7.0	14.0	8.0	4.0	0.0	0.0	1175.0	49368.0
Adu-CGal_067-Ex1-4G-lcwgs-1-1.clmp.fp2_r1_screen	391.0	305.0	79.0	20.0	14.0	12.0	3.0	4.0	0.0	0.0	1298.0	43106.0
Adu-CGal_067-Ex1-4G-lcwgs-1-1.clmp.fp2_r2_screen	361.0	316.0	71.0	27.0	15.0	12.0	10.0	3.0	0.0	0.0	1311.0	43106.0
Adu-CGal_068-Ex1-4H-lcwgs-1-1.clmp.fp2_r1_screen	459.0	897.0	116.0	86.0	24.0	40.0	13.0	6.0	0.0	0.0	3182.0	134564.0
Adu-CGal_068-Ex1-4H-lcwgs-1-1.clmp.fp2_r2_screen	467.0	891.0	115.0	78.0	20.0	47.0	11.0	7.0	0.0	0.0	3243.0	134508.0
Adu-CGal_069-Ex1-5A-lcwgs-1-1.clmp.fp2_r1_screen	77.0	262.0	130.0	21.0	4.0	19.0	6.0	0.0	0.0	0.0	1007.0	51815.0
Adu-CGal_069-Ex1-5A-lcwgs-1-1.clmp.fp2_r2_screen	86.0	262.0	130.0	22.0	2.0	21.0	11.0	1.0	0.0	0.0	991.0	51815.0
Adu-CGal_070-Ex1-5B-lcwgs-1-1.clmp.fp2_r1_screen	104.0	105.0	55.0	10.0	1.0	6.0	0.0	1.0	0.0	0.0	389.0	16214.0
Adu-CGal_070-Ex1-5B-lcwgs-1-1.clmp.fp2_r2_screen	103.0	83.0	53.0	5.0	0.0	7.0	2.0	0.0	0.0	0.0	389.0	16243.0
Adu-CGal_071-Ex1-5C-lcwgs-1-1.clmp.fp2_r1_screen	368.0	3288.0	487.0	345.0	24.0	221.0	54.0	49.0	0.0	0.0	9546.0	587361.0
Adu-CGal_071-Ex1-5C-lcwgs-1-1.clmp.fp2_r2_screen	355.0	3322.0	477.0	294.0	18.0	234.0	42.0	44.0	1.0	0.0	9716.0	587240.0
Adu-CGal_072-Ex1-5D-lcwgs-1-1.clmp.fp2_r1_screen	316.0	1317.0	284.0	153.0	11.0	111.0	25.0	28.0	0.0	0.0	5447.0	246992.0
Adu-CGal_072-Ex1-5D-lcwgs-1-1.clmp.fp2_r2_screen	309.0	1394.0	263.0	141.0	7.0	97.0	20.0	19.0	0.0	0.0	5442.0	246992.0
Adu-CGal_073-Ex1-2E-lcwgs-1-1.clmp.fp2_r1_screen	561.0	2588.0	609.0	258.0	21.0	150.0	40.0	39.0	1.0	0.0	7796.0	459113.0
Adu-CGal_073-Ex1-2E-lcwgs-1-1.clmp.fp2_r2_screen	575.0	2627.0	585.0	275.0	24.0	183.0	25.0	51.0	1.0	0.0	7858.0	458972.0
Adu-CGal_074-Ex1-2F-lcwgs-1-1.clmp.fp2_r1_screen	185.0	245.0	63.0	28.0	9.0	9.0	2.0	3.0	0.0	0.0	996.0	47015.0
Adu-CGal_074-Ex1-2F-lcwgs-1-1.clmp.fp2_r2_screen	208.0	269.0	75.0	17.0	9.0	12.0	2.0	4.0	0.0	0.0	978.0	46981.0
Adu-CGal_075-Ex1-2G-lcwgs-1-1.clmp.fp2_r1_screen	222.0	311.0	85.0	19.0	11.0	9.0	3.0	5.0	0.0	0.0	1215.0	48783.0
Adu-CGal_075-Ex1-2G-lcwgs-1-1.clmp.fp2_r2_screen	235.0	294.0	87.0	30.0	8.0	10.0	6.0	4.0	0.0	0.0	1211.0	48778.0
Adu-CGal_076-Ex1-2H-lcwgs-1-1.clmp.fp2_r1_screen	231.0	288.0	75.0	20.0	8.0	15.0	4.0	3.0	0.0	0.0	1150.0	48448.0
Adu-CGal_076-Ex1-2H-lcwgs-1-1.clmp.fp2_r2_screen	236.0	305.0	77.0	23.0	8.0	17.0	8.0	2.0	0.0	0.0	1183.0	48383.0
Adu-CGal_077-Ex1-3A-lcwgs-1-1.clmp.fp2_r1_screen	134.0	862.0	175.0	81.0	6.0	42.0	9.0	10.0	0.0	0.0	2497.0	139631.0
Adu-CGal_077-Ex1-3A-lcwgs-1-1.clmp.fp2_r2_screen	131.0	851.0	180.0	96.0	10.0	48.0	7.0	16.0	0.0	0.0	2520.0	139588.0
Adu-CGal_078-Ex1-3B-lcwgs-1-1.clmp.fp2_r1_screen	99.0	92.0	42.0	11.0	5.0	4.0	1.0	0.0	0.0	0.0	406.0	15124.0
Adu-CGal_078-Ex1-3B-lcwgs-1-1.clmp.fp2_r2_screen	93.0	92.0	49.0	6.0	5.0	4.0	4.0	1.0	0.0	0.0	403.0	15127.0
Adu-CGal_079-Ex1-3C-lcwgs-1-1.clmp.fp2_r1_screen	173.0	130.0	85.0	11.0	7.0	5.0	2.0	0.0	0.0	0.0	709.0	26158.0
Adu-CGal_079-Ex1-3C-lcwgs-1-1.clmp.fp2_r2_screen	163.0	138.0	78.0	16.0	6.0	13.0	1.0	0.0	0.0	0.0	720.0	26145.0
Adu-CGal_080-Ex1-3D-lcwgs-1-1.clmp.fp2_r1_screen	257.0	1896.0	340.0	206.0	18.0	112.0	27.0	24.0	0.0	0.0	5721.0	352750.0
Adu-CGal_080-Ex1-3D-lcwgs-1-1.clmp.fp2_r2_screen	276.0	1904.0	300.0	187.0	8.0	113.0	23.0	22.0	0.0	0.0	5732.0	352786.0
Adu-CGal_081-Ex1-3E-lcwgs-1-1.clmp.fp2_r1_screen	390.0	2161.0	417.0	219.0	23.0	135.0	24.0	29.0	0.0	0.0	5991.0	348961.0
Adu-CGal_081-Ex1-3E-lcwgs-1-1.clmp.fp2_r2_screen	361.0	2075.0	445.0	208.0	16.0	129.0	25.0	29.0	0.0	0.0	6137.0	348925.0
Adu-CGal_082-Ex1-3F-lcwgs-1-1.clmp.fp2_r1_screen	124.0	161.0	30.0	13.0	5.0	12.0	3.0	2.0	0.0	0.0	698.0	27806.0
Adu-CGal_082-Ex1-3F-lcwgs-1-1.clmp.fp2_r2_screen	109.0	144.0	48.0	11.0	5.0	12.0	1.0	0.0	0.0	0.0	724.0	27800.0
Adu-CGal_083-Ex1-3G-lcwgs-1-1.clmp.fp2_r1_screen	151.0	164.0	63.0	18.0	7.0	7.0	4.0	3.0	0.0	0.0	901.0	30820.0
Adu-CGal_083-Ex1-3G-lcwgs-1-1.clmp.fp2_r2_screen	154.0	177.0	61.0	19.0	8.0	10.0	1.0	2.0	0.0	0.0	902.0	30804.0
Adu-CGal_084-Ex1-3H-lcwgs-1-1.clmp.fp2_r1_screen	166.0	329.0	82.0	26.0	9.0	16.0	4.0	6.0	0.0	0.0	1330.0	58370.0
Adu-CGal_084-Ex1-3H-lcwgs-1-1.clmp.fp2_r2_screen	179.0	310.0	69.0	28.0	6.0	28.0	0.0	4.0	0.0	0.0	1325.0	58389.0
Adu-CGal_085-Ex1-1A-lcwgs-1-1.clmp.fp2_r1_screen	500.0	6585.0	960.0	654.0	28.0	442.0	100.0	103.0	0.0	0.0	19100.0	1058208.0
Adu-CGal_085-Ex1-1A-lcwgs-1-1.clmp.fp2_r2_screen	504.0	6619.0	935.0	641.0	25.0	372.0	93.0	119.0	0.0	0.0	19272.0	1058100.0
Adu-CGal_086-Ex1-1B-lcwgs-1-1.clmp.fp2_r1_screen	245.0	805.0	182.0	89.0	3.0	55.0	12.0	9.0	0.0	0.0	2564.0	150250.0
Adu-CGal_086-Ex1-1B-lcwgs-1-1.clmp.fp2_r2_screen	237.0	823.0	188.0	86.0	6.0	47.0	15.0	16.0	0.0	0.0	2546.0	150250.0
Adu-CGal_087-Ex1-1C-lcwgs-1-1.clmp.fp2_r1_screen	315.0	364.0	140.0	32.0	6.0	16.0	8.0	4.0	0.0	0.0	1454.0	67464.0
Adu-CGal_087-Ex1-1C-lcwgs-1-1.clmp.fp2_r2_screen	307.0	375.0	138.0	38.0	8.0	15.0	5.0	3.0	0.0	0.0	1478.0	67436.0
Adu-CGal_088-Ex1-1D-lcwgs-1-1.clmp.fp2_r1_screen	645.0	5433.0	806.0	542.0	25.0	311.0	59.0	78.0	1.0	0.0	16775.0	859719.0
Adu-CGal_088-Ex1-1D-lcwgs-1-1.clmp.fp2_r2_screen	668.0	5519.0	807.0	563.0	35.0	310.0	80.0	69.0	0.0	0.0	17066.0	859277.0
Adu-CGal_089-Ex1-1E-lcwgs-1-1.clmp.fp2_r1_screen	697.0	5480.0	951.0	548.0	27.0	304.0	75.0	101.0	0.0	0.0	17240.0	810832.0
Adu-CGal_089-Ex1-1E-lcwgs-1-1.clmp.fp2_r2_screen	700.0	5586.0	979.0	557.0	28.0	330.0	75.0	81.0	0.0	0.0	17254.0	810665.0
Adu-CGal_090-Ex1-1F-lcwgs-1-1.clmp.fp2_r1_screen	243.0	388.0	78.0	44.0	3.0	29.0	3.0	5.0	0.0	0.0	1531.0	70745.0
Adu-CGal_090-Ex1-1F-lcwgs-1-1.clmp.fp2_r2_screen	223.0	423.0	68.0	43.0	5.0	31.0	4.0	2.0	0.0	0.0	1503.0	70767.0
Adu-CGal_091-Ex1-1G-lcwgs-1-1.clmp.fp2_r1_screen	306.0	306.0	92.0	37.0	6.0	16.0	5.0	3.0	0.0	0.0	1433.0	54162.0
Adu-CGal_091-Ex1-1G-lcwgs-1-1.clmp.fp2_r2_screen	319.0	332.0	93.0	21.0	13.0	23.0	4.0	4.0	0.0	0.0	1435.0	54122.0
Adu-CGal_092-Ex1-1H-lcwgs-1-1.clmp.fp2_r1_screen	400.0	1554.0	254.0	161.0	10.0	86.0	25.0	21.0	0.0	0.0	5059.0	273839.0
Adu-CGal_092-Ex1-1H-lcwgs-1-1.clmp.fp2_r2_screen	395.0	1593.0	249.0	180.0	14.0	87.0	30.0	23.0	0.0	0.0	5056.0	273782.0
Adu-CGal_093-Ex1-2A-lcwgs-1-1.clmp.fp2_r1_screen	124.0	280.0	168.0	21.0	3.0	13.0	3.0	1.0	0.0	0.0	1023.0	38844.0
Adu-CGal_093-Ex1-2A-lcwgs-1-1.clmp.fp2_r2_screen	130.0	270.0	176.0	21.0	7.0	15.0	7.0	5.0	0.0	0.0	1013.0	38836.0
Adu-CGal_094-Ex1-2B-lcwgs-1-1.clmp.fp2_r1_screen	175.0	163.0	64.0	11.0	9.0	8.0	0.0	3.0	0.0	0.0	666.0	28274.0
Adu-CGal_094-Ex1-2B-lcwgs-1-1.clmp.fp2_r2_screen	172.0	169.0	66.0	9.0	9.0	10.0	2.0	4.0	0.0	0.0	658.0	28274.0
Adu-CGal_095-Ex1-2C-lcwgs-1-1.clmp.fp2_r1_screen	256.0	477.0	138.0	43.0	13.0	42.0	6.0	6.0	0.0	0.0	1690.0	82365.0
Adu-CGal_095-Ex1-2C-lcwgs-1-1.clmp.fp2_r2_screen	268.0	489.0	147.0	47.0	11.0	33.0	13.0	8.0	0.0	0.0	1638.0	82382.0
Adu-CGal_096-Ex1-2D-lcwgs-1-1.clmp.fp2_r1_screen	566.0	4660.0	765.0	526.0	18.0	275.0	70.0	61.0	0.0	0.0	13745.0	810037.0
Adu-CGal_096-Ex1-2D-lcwgs-1-1.clmp.fp2_r2_screen	583.0	4716.0	701.0	473.0	32.0	330.0	64.0	70.0	1.0	0.0	13799.0	809954.0
Adu-CGui_001-Ex1-1A-lcwgs-1-1.clmp.fp2_r1_screen	243.0	589.0	189.0	64.0	68.0	40.0	11.0	8.0	0.0	0.0	2031.0	99371.0
Adu-CGui_001-Ex1-1A-lcwgs-1-1.clmp.fp2_r2_screen	261.0	607.0	183.0	57.0	81.0	41.0	12.0	9.0	0.0	0.0	2043.0	99320.0
Adu-CGui_002-Ex1-7E-lcwgs-1-1.clmp.fp2_r1_screen	162.0	1122.0	237.0	119.0	121.0	97.0	15.0	27.0	0.0	0.0	3458.0	182642.0
Adu-CGui_002-Ex1-7E-lcwgs-1-1.clmp.fp2_r2_screen	167.0	1150.0	256.0	128.0	98.0	79.0	9.0	13.0	0.0	0.0	3458.0	182642.0
Adu-CGui_003-Ex1-8F-lcwgs-1-1.clmp.fp2_r1_screen	162.0	662.0	130.0	76.0	83.0	49.0	6.0	6.0	0.0	0.0	2323.0	115826.0
Adu-CGui_003-Ex1-8F-lcwgs-1-1.clmp.fp2_r2_screen	169.0	672.0	161.0	53.0	87.0	47.0	9.0	9.0	0.0	0.0	2325.0	115791.0
Adu-CGui_004-Ex1-1G-lcwgs-1-1.clmp.fp2_r1_screen	263.0	3206.0	854.0	285.0	509.0	244.0	37.0	42.0	1.0	0.0	9608.0	484917.0
Adu-CGui_004-Ex1-1G-lcwgs-1-1.clmp.fp2_r2_screen	270.0	3001.0	856.0	326.0	529.0	242.0	39.0	37.0	0.0	0.0	9749.0	484917.0
Adu-CGui_006-Ex1-4C-lcwgs-1-1.clmp.fp2_r1_screen	1038.0	9177.0	2075.0	860.0	828.0	632.0	108.0	133.0	0.0	0.0	25234.0	1401798.0
Adu-CGui_006-Ex1-4C-lcwgs-1-1.clmp.fp2_r2_screen	1047.0	9178.0	1994.0	841.0	796.0	583.0	121.0	122.0	0.0	0.0	25547.0	1401654.0
Adu-CGui_007-Ex1-1D-lcwgs-1-1.clmp.fp2_r1_screen	399.0	2969.0	633.0	263.0	333.0	196.0	40.0	45.0	0.0	0.0	8355.0	438372.0
Adu-CGui_007-Ex1-1D-lcwgs-1-1.clmp.fp2_r2_screen	406.0	3031.0	656.0	262.0	323.0	182.0	37.0	42.0	1.0	0.0	8293.0	438372.0
Adu-CGui_009-Ex1-2G-lcwgs-1-1.clmp.fp2_r1_screen	162.0	374.0	81.0	35.0	42.0	19.0	12.0	3.0	0.0	0.0	1510.0	65554.0
Adu-CGui_009-Ex1-2G-lcwgs-1-1.clmp.fp2_r2_screen	155.0	386.0	100.0	36.0	45.0	19.0	13.0	4.0	0.0	0.0	1514.0	65520.0
Adu-CGui_010-Ex1-1C-lcwgs-1-1.clmp.fp2_r1_screen	540.0	3152.0	584.0	304.0	376.0	211.0	34.0	35.0	0.0	0.0	9127.0	459658.0
Adu-CGui_010-Ex1-1C-lcwgs-1-1.clmp.fp2_r2_screen	546.0	3224.0	643.0	285.0	398.0	226.0	25.0	45.0	0.0	0.0	9256.0	459373.0
Adu-CGui_012-Ex1-5D-lcwgs-1-1.clmp.fp2_r1_screen	363.0	3574.0	631.0	306.0	229.0	250.0	47.0	48.0	0.0	0.0	9436.0	477961.0
Adu-CGui_012-Ex1-5D-lcwgs-1-1.clmp.fp2_r2_screen	368.0	3552.0	598.0	309.0	257.0	227.0	40.0	37.0	0.0	0.0	9546.0	477911.0
Adu-CGui_015-Ex1-2C-lcwgs-1-1.clmp.fp2_r1_screen	894.0	9283.0	3215.0	798.0	2316.0	742.0	91.0	114.0	1.0	0.0	32620.0	1271123.0
Adu-CGui_015-Ex1-2C-lcwgs-1-1.clmp.fp2_r2_screen	876.0	9471.0	3289.0	803.0	2271.0	695.0	97.0	103.0	1.0	0.0	32864.0	1270727.0
Adu-CGui_016-Ex1-2D-lcwgs-1-1.clmp.fp2_r1_screen	512.0	3408.0	896.0	314.0	654.0	222.0	36.0	41.0	0.0	0.0	10437.0	454107.0
Adu-CGui_016-Ex1-2D-lcwgs-1-1.clmp.fp2_r2_screen	497.0	3468.0	877.0	300.0	650.0	203.0	49.0	34.0	0.0	0.0	10394.0	454155.0
Adu-CGui_017-Ex1-8A-lcwgs-1-1.clmp.fp2_r1_screen	310.0	886.0	261.0	90.0	164.0	54.0	29.0	12.0	1.0	0.0	3246.0	131143.0
Adu-CGui_017-Ex1-8A-lcwgs-1-1.clmp.fp2_r2_screen	330.0	877.0	261.0	97.0	164.0	71.0	23.0	17.0	1.0	0.0	3280.0	131075.0
Adu-CGui_018-Ex1-2F-lcwgs-1-1.clmp.fp2_r1_screen	325.0	4340.0	1107.0	405.0	758.0	301.0	69.0	49.0	0.0	0.0	12860.0	642512.0
Adu-CGui_018-Ex1-2F-lcwgs-1-1.clmp.fp2_r2_screen	337.0	4234.0	1083.0	402.0	761.0	336.0	51.0	42.0	0.0	0.0	13034.0	642446.0
Adu-CGui_019-Ex1-4H-lcwgs-1-1.clmp.fp2_r1_screen	678.0	5929.0	1210.0	610.0	453.0	369.0	75.0	87.0	0.0	1.0	17455.0	799802.0
Adu-CGui_019-Ex1-4H-lcwgs-1-1.clmp.fp2_r2_screen	631.0	6061.0	1151.0	591.0	485.0	377.0	80.0	81.0	0.0	0.0	17658.0	799554.0
Adu-CGui_020-Ex1-7B-lcwgs-1-1.clmp.fp2_r1_screen	484.0	6937.0	1515.0	693.0	947.0	514.0	78.0	80.0	0.0	0.0	20176.0	866389.0
Adu-CGui_020-Ex1-7B-lcwgs-1-1.clmp.fp2_r2_screen	510.0	6900.0	1536.0	642.0	966.0	505.0	71.0	82.0	0.0	0.0	20212.0	866389.0
Adu-CGui_021-Ex1-4F-lcwgs-1-1.clmp.fp2_r1_screen	544.0	5916.0	1271.0	570.0	583.0	392.0	80.0	72.0	1.0	0.0	18749.0	828283.0
Adu-CGui_021-Ex1-4F-lcwgs-1-1.clmp.fp2_r2_screen	512.0	5921.0	1292.0	586.0	552.0	400.0	74.0	72.0	1.0	0.0	18939.0	828112.0
Adu-CGui_022-Ex1-8C-lcwgs-1-1.clmp.fp2_r1_screen	566.0	1931.0	323.0	206.0	52.0	105.0	19.0	24.0	1.0	0.0	5297.0	336573.0
Adu-CGui_022-Ex1-8C-lcwgs-1-1.clmp.fp2_r2_screen	529.0	1984.0	326.0	237.0	50.0	114.0	18.0	23.0	0.0	0.0	5278.0	336538.0
Adu-CGui_024-Ex1-6F-lcwgs-1-1.clmp.fp2_r1_screen	761.0	18019.0	5475.0	1900.0	2135.0	1418.0	272.0	314.0	4.0	0.0	53247.0	3093050.0
Adu-CGui_024-Ex1-6F-lcwgs-1-1.clmp.fp2_r2_screen	787.0	18245.0	5372.0	1851.0	2031.0	1405.0	292.0	311.0	4.0	0.0	53565.0	3092732.0
Adu-CGui_028-Ex1-5B-lcwgs-1-1.clmp.fp2_r1_screen	301.0	2575.0	544.0	250.0	250.0	182.0	38.0	25.0	0.0	0.0	8078.0	382685.0
Adu-CGui_028-Ex1-5B-lcwgs-1-1.clmp.fp2_r2_screen	277.0	2717.0	501.0	244.0	269.0	185.0	37.0	32.0	1.0	0.0	8059.0	382606.0
Adu-CGui_029-Ex1-4E-lcwgs-1-1.clmp.fp2_r1_screen	589.0	6360.0	1227.0	630.0	478.0	453.0	90.0	94.0	0.0	0.0	18449.0	880915.0
Adu-CGui_029-Ex1-4E-lcwgs-1-1.clmp.fp2_r2_screen	540.0	6460.0	1233.0	615.0	486.0	411.0	79.0	81.0	0.0	0.0	18556.0	880824.0
Adu-CGui_030-Ex1-8B-lcwgs-1-1.clmp.fp2_r1_screen	252.0	320.0	138.0	37.0	41.0	28.0	3.0	6.0	0.0	0.0	1686.0	61694.0
Adu-CGui_030-Ex1-8B-lcwgs-1-1.clmp.fp2_r2_screen	276.0	354.0	134.0	41.0	43.0	29.0	2.0	4.0	0.0	0.0	1666.0	61656.0
