Sample	Bacteria_24k	Protists_1k	Human	Fungi_RefSeq_release	Viruses	Bird	Plant	Coral	Vectors	Contamnts_Adaptrs	Multiple Genomes	No hits
Adu-CSub_091-Ex1-3H-lcwgs-1-1.clmp.fp2_r1_screen	339.0	2415.0	345.0	214.0	18.0	138.0	39.0	29.0	0.0	0.0	7309.0	407902.0
Adu-CSub_091-Ex1-3H-lcwgs-1-1.clmp.fp2_r2_screen	347.0	2392.0	343.0	217.0	19.0	157.0	32.0	50.0	0.0	0.0	7373.0	407818.0
Adu-CSub_092-Ex1-1C-lcwgs-1-1.clmp.fp2_r1_screen	225.0	465.0	87.0	53.0	11.0	35.0	4.0	7.0	0.0	0.0	1902.0	77097.0
Adu-CSub_092-Ex1-1C-lcwgs-1-1.clmp.fp2_r2_screen	228.0	449.0	87.0	42.0	10.0	26.0	4.0	11.0	0.0	0.0	1908.0	77121.0
Adu-CSub_095-Ex1-5G-lcwgs-1-1.clmp.fp2_r1_screen	858.0	8679.0	1130.0	887.0	43.0	570.0	119.0	165.0	0.0	0.0	28081.0	1587256.0
Adu-CSub_095-Ex1-5G-lcwgs-1-1.clmp.fp2_r2_screen	839.0	8707.0	1172.0	921.0	34.0	587.0	120.0	158.0	2.0	0.0	27992.0	1587256.0
Adu-CTag_001-Ex1-9E-lcwgs-1-1.clmp.fp2_r1_screen	2064.0	18895.0	3652.0	1894.0	1991.0	1167.0	230.0	233.0	0.0	0.0	54222.0	2636549.0
Adu-CTag_001-Ex1-9E-lcwgs-1-1.clmp.fp2_r2_screen	2013.0	18918.0	3661.0	2017.0	1925.0	1181.0	205.0	215.0	0.0	0.0	54757.0	2636005.0
Adu-CTag_002-Ex1-1E-lcwgs-1-1.clmp.fp2_r1_screen	142.0	1985.0	369.0	182.0	309.0	112.0	21.0	19.0	0.0	0.0	6074.0	248111.0
Adu-CTag_002-Ex1-1E-lcwgs-1-1.clmp.fp2_r2_screen	152.0	2048.0	354.0	198.0	333.0	120.0	22.0	24.0	0.0	0.0	6116.0	247957.0
Adu-CTag_003-Ex1-9B-lcwgs-1-1.clmp.fp2_r1_screen	433.0	1615.0	333.0	196.0	44.0	97.0	23.0	16.0	0.0	0.0	5621.0	249377.0
Adu-CTag_003-Ex1-9B-lcwgs-1-1.clmp.fp2_r2_screen	443.0	1599.0	351.0	157.0	46.0	99.0	19.0	11.0	0.0	0.0	5653.0	249377.0
Adu-CTag_004-Ex1-9F-lcwgs-1-1.clmp.fp2_r1_screen	266.0	822.0	178.0	94.0	71.0	71.0	8.0	16.0	0.0	0.0	3137.0	142877.0
Adu-CTag_004-Ex1-9F-lcwgs-1-1.clmp.fp2_r2_screen	280.0	909.0	165.0	93.0	73.0	70.0	14.0	7.0	0.0	0.0	3140.0	142789.0
Adu-CTag_005-Ex1-10C-lcwgs-1-1.clmp.fp2_r1_screen	1286.0	7156.0	977.0	788.0	136.0	517.0	92.0	102.0	0.0	0.0	23158.0	1178965.0
Adu-CTag_005-Ex1-10C-lcwgs-1-1.clmp.fp2_r2_screen	1282.0	7126.0	946.0	808.0	143.0	465.0	82.0	81.0	0.0	0.0	23036.0	1179208.0
Adu-CTag_006-Ex1-1A-lcwgs-1-1.clmp.fp2_r1_screen	448.0	4910.0	1046.0	434.0	861.0	344.0	51.0	64.0	1.0	0.0	14432.0	681157.0
Adu-CTag_006-Ex1-1A-lcwgs-1-1.clmp.fp2_r2_screen	448.0	4958.0	995.0	484.0	813.0	319.0	68.0	57.0	0.0	0.0	14378.0	681228.0
Adu-CTag_008-Ex1-2A-lcwgs-1-1.clmp.fp2_r1_screen	104.0	1003.0	170.0	92.0	127.0	69.0	9.0	12.0	0.0	0.0	3138.0	151170.0
Adu-CTag_008-Ex1-2A-lcwgs-1-1.clmp.fp2_r2_screen	106.0	974.0	185.0	87.0	133.0	76.0	16.0	13.0	0.0	0.0	3150.0	151154.0
Adu-CTag_009-Ex1-2H-lcwgs-1-1.clmp.fp2_r1_screen	1288.0	18826.0	3979.0	1791.0	2627.0	1313.0	257.0	264.0	2.0	0.0	53756.0	2691553.0
Adu-CTag_009-Ex1-2H-lcwgs-1-1.clmp.fp2_r2_screen	1259.0	18929.0	3860.0	1748.0	2613.0	1285.0	223.0	236.0	1.0	0.0	53949.0	2691553.0
Adu-CTag_010-Ex1-4B-lcwgs-1-1.clmp.fp2_r1_screen	623.0	10434.0	2881.0	974.0	1557.0	791.0	122.0	162.0	1.0	0.0	31531.0	1795879.0
Adu-CTag_010-Ex1-4B-lcwgs-1-1.clmp.fp2_r2_screen	612.0	10126.0	2826.0	972.0	1590.0	792.0	148.0	143.0	1.0	0.0	31497.0	1796248.0
Adu-CTag_011-Ex1-9C-lcwgs-1-1.clmp.fp2_r1_screen	895.0	1441.0	276.0	144.0	77.0	104.0	10.0	17.0	0.0	0.0	5294.0	214314.0
Adu-CTag_011-Ex1-9C-lcwgs-1-1.clmp.fp2_r2_screen	876.0	1472.0	265.0	142.0	71.0	91.0	12.0	14.0	1.0	0.0	5292.0	214336.0
Adu-CTag_012-Ex1-4G-lcwgs-1-1.clmp.fp2_r1_screen	128.0	879.0	161.0	105.0	82.0	58.0	11.0	9.0	0.0	0.0	2870.0	143538.0
Adu-CTag_012-Ex1-4G-lcwgs-1-1.clmp.fp2_r2_screen	133.0	842.0	180.0	89.0	76.0	66.0	11.0	9.0	0.0	0.0	2911.0	143524.0
Adu-CTag_013-Ex1-9G-lcwgs-1-1.clmp.fp2_r1_screen	1169.0	9058.0	1115.0	1008.0	135.0	647.0	97.0	102.0	1.0	0.0	29247.0	1456652.0
Adu-CTag_013-Ex1-9G-lcwgs-1-1.clmp.fp2_r2_screen	1172.0	8964.0	1089.0	998.0	118.0	629.0	109.0	108.0	0.0	0.0	29392.0	1456652.0
Adu-CTag_015-Ex1-11B-lcwgs-1-1.clmp.fp2_r1_screen	202.0	423.0	136.0	43.0	33.0	32.0	6.0	4.0	0.0	0.0	1883.0	74361.0
Adu-CTag_015-Ex1-11B-lcwgs-1-1.clmp.fp2_r2_screen	222.0	424.0	150.0	51.0	29.0	27.0	3.0	6.0	0.0	0.0	1903.0	74308.0
Adu-CTag_017-Ex1-11F-lcwgs-1-1.clmp.fp2_r1_screen	3490.0	42902.0	11538.0	4343.0	8198.0	3525.0	495.0	620.0	3.0	0.0	130646.0	7331200.0
Adu-CTag_017-Ex1-11F-lcwgs-1-1.clmp.fp2_r2_screen	3507.0	42929.0	11407.0	4448.0	8125.0	3691.0	508.0	642.0	5.0	0.0	131251.0	7330447.0
Adu-CTag_019-Ex1-11E-lcwgs-1-1.clmp.fp2_r1_screen	1076.0	9262.0	2047.0	942.0	1557.0	660.0	115.0	152.0	0.0	0.0	28276.0	1481404.0
Adu-CTag_019-Ex1-11E-lcwgs-1-1.clmp.fp2_r2_screen	1074.0	9198.0	2000.0	969.0	1486.0	699.0	117.0	122.0	0.0	0.0	28422.0	1481404.0
Adu-CTag_020-Ex1-12H-lcwgs-1-1.clmp.fp2_r1_screen	365.0	476.0	109.0	39.0	34.0	29.0	12.0	7.0	0.0	0.0	2035.0	76941.0
Adu-CTag_020-Ex1-12H-lcwgs-1-1.clmp.fp2_r2_screen	363.0	502.0	110.0	40.0	35.0	30.0	10.0	12.0	0.0	0.0	2044.0	76901.0
Adu-CTag_021-Ex1-10H-lcwgs-1-1.clmp.fp2_r1_screen	1094.0	7848.0	864.0	872.0	78.0	471.0	80.0	77.0	1.0	0.0	24979.0	1103570.0
Adu-CTag_021-Ex1-10H-lcwgs-1-1.clmp.fp2_r2_screen	1103.0	7784.0	803.0	842.0	76.0	463.0	97.0	73.0	0.0	0.0	25009.0	1103684.0
Adu-CTag_022-Ex1-2C-lcwgs-1-1.clmp.fp2_r1_screen	45.0	445.0	81.0	43.0	33.0	24.0	6.0	2.0	0.0	0.0	1401.0	65863.0
Adu-CTag_022-Ex1-2C-lcwgs-1-1.clmp.fp2_r2_screen	40.0	425.0	71.0	54.0	29.0	31.0	7.0	7.0	0.0	0.0	1382.0	65897.0
Adu-CTag_023-Ex1-11C-lcwgs-1-1.clmp.fp2_r1_screen	768.0	3743.0	721.0	341.0	455.0	239.0	46.0	39.0	0.0	0.0	11157.0	538317.0
Adu-CTag_023-Ex1-11C-lcwgs-1-1.clmp.fp2_r2_screen	747.0	3771.0	694.0	363.0	396.0	240.0	43.0	43.0	1.0	0.0	11100.0	538428.0
Adu-CTag_024-Ex1-12A-lcwgs-1-1.clmp.fp2_r1_screen	1446.0	11058.0	2141.0	1120.0	1461.0	708.0	155.0	161.0	0.0	0.0	32283.0	1494800.0
Adu-CTag_024-Ex1-12A-lcwgs-1-1.clmp.fp2_r2_screen	1402.0	11184.0	2129.0	1074.0	1449.0	704.0	120.0	125.0	0.0	0.0	32655.0	1494491.0
Adu-CTag_026-Ex1-1B-lcwgs-1-1.clmp.fp2_r1_screen	41.0	362.0	61.0	38.0	14.0	35.0	4.0	5.0	0.0	0.0	1240.0	60022.0
Adu-CTag_026-Ex1-1B-lcwgs-1-1.clmp.fp2_r2_screen	43.0	359.0	77.0	44.0	7.0	32.0	4.0	3.0	0.0	0.0	1231.0	60022.0
Adu-CTag_027-Ex1-10D-lcwgs-1-1.clmp.fp2_r1_screen	1963.0	18172.0	3192.0	1849.0	1389.0	1174.0	256.0	267.0	2.0	0.0	54109.0	2459983.0
Adu-CTag_027-Ex1-10D-lcwgs-1-1.clmp.fp2_r2_screen	1953.0	18323.0	3106.0	1833.0	1353.0	1093.0	225.0	228.0	0.0	0.0	54513.0	2459729.0
Adu-CTag_028-Ex1-11D-lcwgs-1-1.clmp.fp2_r1_screen	531.0	2707.0	400.0	280.0	63.0	197.0	31.0	32.0	0.0	0.0	9372.0	446260.0
Adu-CTag_028-Ex1-11D-lcwgs-1-1.clmp.fp2_r2_screen	544.0	2843.0	394.0	291.0	59.0	195.0	32.0	31.0	0.0	0.0	9408.0	446076.0
Adu-CTag_030-Ex1-10E-lcwgs-1-1.clmp.fp2_r1_screen	564.0	3066.0	614.0	304.0	333.0	204.0	40.0	53.0	0.0	0.0	9446.0	440941.0
Adu-CTag_030-Ex1-10E-lcwgs-1-1.clmp.fp2_r2_screen	551.0	3052.0	606.0	297.0	352.0	197.0	42.0	35.0	0.0	0.0	9492.0	440941.0
Adu-CTag_031-Ex1-2B-lcwgs-1-1.clmp.fp2_r1_screen	464.0	5242.0	926.0	500.0	527.0	312.0	60.0	78.0	0.0	0.0	14066.0	737230.0
Adu-CTag_031-Ex1-2B-lcwgs-1-1.clmp.fp2_r2_screen	460.0	5210.0	919.0	481.0	533.0	291.0	49.0	54.0	0.0	0.0	14254.0	737154.0
Adu-CTag_032-Ex1-9D-lcwgs-1-1.clmp.fp2_r1_screen	540.0	802.0	169.0	74.0	56.0	59.0	5.0	6.0	0.0	0.0	3087.0	129959.0
Adu-CTag_032-Ex1-9D-lcwgs-1-1.clmp.fp2_r2_screen	539.0	767.0	170.0	86.0	53.0	46.0	9.0	6.0	0.0	0.0	3149.0	129932.0
Adu-CTag_033-Ex1-3A-lcwgs-1-1.clmp.fp2_r1_screen	1501.0	16198.0	2090.0	1709.0	198.0	1114.0	228.0	198.0	2.0	0.0	49746.0	2734081.0
Adu-CTag_033-Ex1-3A-lcwgs-1-1.clmp.fp2_r2_screen	1473.0	16159.0	2020.0	1749.0	216.0	1082.0	211.0	167.0	1.0	0.0	50187.0	2733800.0
Adu-CTag_034-Ex1-10A-lcwgs-1-1.clmp.fp2_r1_screen	1506.0	9799.0	1167.0	997.0	112.0	562.0	115.0	101.0	1.0	0.0	31572.0	1389421.0
Adu-CTag_034-Ex1-10A-lcwgs-1-1.clmp.fp2_r2_screen	1477.0	9694.0	1180.0	1022.0	112.0	586.0	124.0	97.0	0.0	0.0	31783.0	1389278.0
Adu-CTag_035-Ex1-12E-lcwgs-1-1.clmp.fp2_r1_screen	1394.0	11351.0	1407.0	1197.0	174.0	741.0	128.0	130.0	1.0	0.0	37262.0	1860254.0
Adu-CTag_035-Ex1-12E-lcwgs-1-1.clmp.fp2_r2_screen	1352.0	11282.0	1421.0	1211.0	160.0	757.0	135.0	123.0	1.0	0.0	37726.0	1859871.0
Adu-CTag_036-Ex1-1F-lcwgs-1-1.clmp.fp2_r1_screen	40.0	415.0	88.0	48.0	20.0	36.0	3.0	4.0	0.0	0.0	1475.0	70511.0
Adu-CTag_036-Ex1-1F-lcwgs-1-1.clmp.fp2_r2_screen	46.0	448.0	68.0	38.0	15.0	27.0	9.0	4.0	1.0	0.0	1466.0	70518.0
Adu-CTag_037-Ex1-10G-lcwgs-1-1.clmp.fp2_r1_screen	608.0	4499.0	517.0	491.0	88.0	304.0	70.0	49.0	0.0	0.0	15003.0	745342.0
Adu-CTag_037-Ex1-10G-lcwgs-1-1.clmp.fp2_r2_screen	652.0	4566.0	520.0	473.0	81.0	292.0	47.0	53.0	0.0	0.0	15098.0	745189.0
Adu-CTag_038-Ex1-12C-lcwgs-1-1.clmp.fp2_r1_screen	1262.0	8237.0	1650.0	847.0	1047.0	563.0	106.0	99.0	0.0	0.0	25673.0	1179155.0
Adu-CTag_038-Ex1-12C-lcwgs-1-1.clmp.fp2_r2_screen	1235.0	8469.0	1593.0	872.0	1119.0	508.0	87.0	111.0	0.0	0.0	25978.0	1178667.0
Adu-CTag_039-Ex1-9H-lcwgs-1-1.clmp.fp2_r1_screen	856.0	4627.0	576.0	486.0	59.0	332.0	48.0	52.0	0.0	0.0	15914.0	692003.0
Adu-CTag_039-Ex1-9H-lcwgs-1-1.clmp.fp2_r2_screen	894.0	4582.0	569.0	488.0	57.0	330.0	57.0	59.0	0.0	0.0	16057.0	691860.0
Adu-CTag_040-Ex1-1C-lcwgs-1-1.clmp.fp2_r1_screen	48.0	325.0	68.0	34.0	54.0	30.0	7.0	5.0	0.0	0.0	1150.0	56403.0
Adu-CTag_040-Ex1-1C-lcwgs-1-1.clmp.fp2_r2_screen	47.0	314.0	56.0	31.0	37.0	24.0	7.0	3.0	0.0	0.0	1109.0	56496.0
Adu-CTag_045-Ex1-3H-lcwgs-1-1.clmp.fp2_r1_screen	281.0	2658.0	756.0	269.0	505.0	248.0	34.0	41.0	0.0	0.0	8150.0	436430.0
Adu-CTag_045-Ex1-3H-lcwgs-1-1.clmp.fp2_r2_screen	261.0	2615.0	718.0	274.0	503.0	223.0	45.0	41.0	0.0	0.0	8128.0	436564.0
Adu-CTag_046-Ex1-4F-lcwgs-1-1.clmp.fp2_r1_screen	894.0	9696.0	1478.0	1025.0	120.0	838.0	165.0	159.0	0.0	0.0	32938.0	1983260.0
Adu-CTag_046-Ex1-4F-lcwgs-1-1.clmp.fp2_r2_screen	847.0	9908.0	1522.0	1033.0	113.0	783.0	165.0	170.0	0.0	0.0	33178.0	1982854.0
Adu-CTag_047-Ex1-3C-lcwgs-1-1.clmp.fp2_r1_screen	242.0	2046.0	469.0	238.0	343.0	175.0	25.0	32.0	1.0	0.0	6478.0	326030.0
Adu-CTag_047-Ex1-3C-lcwgs-1-1.clmp.fp2_r2_screen	244.0	2082.0	491.0	215.0	339.0	174.0	29.0	29.0	1.0	0.0	6479.0	325996.0
Adu-CTag_048-Ex1-11G-lcwgs-1-1.clmp.fp2_r1_screen	136.0	374.0	89.0	31.0	36.0	30.0	10.0	3.0	1.0	0.0	1452.0	62180.0
Adu-CTag_048-Ex1-11G-lcwgs-1-1.clmp.fp2_r2_screen	123.0	396.0	79.0	36.0	39.0	24.0	9.0	3.0	0.0	0.0	1466.0	62167.0
Adu-CTag_049-Ex1-12F-lcwgs-1-1.clmp.fp2_r1_screen	1058.0	11193.0	2473.0	1095.0	1938.0	824.0	129.0	146.0	0.0	0.0	34290.0	1712477.0
Adu-CTag_049-Ex1-12F-lcwgs-1-1.clmp.fp2_r2_screen	1062.0	11286.0	2425.0	1079.0	1884.0	796.0	149.0	130.0	0.0	0.0	34688.0	1712124.0
Adu-CTag_051-Ex1-4A-lcwgs-1-1.clmp.fp2_r1_screen	304.0	3374.0	644.0	336.0	433.0	239.0	48.0	43.0	0.0	0.0	9341.0	555176.0
Adu-CTag_051-Ex1-4A-lcwgs-1-1.clmp.fp2_r2_screen	301.0	3334.0	607.0	308.0	411.0	233.0	33.0	43.0	1.0	0.0	9434.0	555233.0
Adu-CTag_058-Ex1-2G-lcwgs-1-1.clmp.fp2_r1_screen	52.0	547.0	86.0	35.0	38.0	39.0	7.0	8.0	0.0	0.0	1806.0	87649.0
Adu-CTag_058-Ex1-2G-lcwgs-1-1.clmp.fp2_r2_screen	56.0	568.0	110.0	55.0	39.0	30.0	11.0	7.0	0.0	0.0	1814.0	87577.0
Adu-CTag_059-Ex1-2D-lcwgs-1-1.clmp.fp2_r1_screen	1787.0	23231.0	4440.0	2302.0	2775.0	1645.0	299.0	326.0	0.0	0.0	64704.0	3410895.0
Adu-CTag_059-Ex1-2D-lcwgs-1-1.clmp.fp2_r2_screen	1791.0	23713.0	4341.0	2250.0	2729.0	1647.0	300.0	298.0	2.0	0.0	64789.0	3410544.0
Adu-CTag_061-Ex1-2E-lcwgs-1-1.clmp.fp2_r1_screen	60.0	571.0	109.0	60.0	50.0	36.0	7.0	11.0	0.0	0.0	1950.0	88020.0
Adu-CTag_061-Ex1-2E-lcwgs-1-1.clmp.fp2_r2_screen	61.0	589.0	93.0	51.0	59.0	40.0	5.0	9.0	0.0	0.0	1983.0	87984.0
Adu-CTag_067-Ex1-4H-lcwgs-1-1.clmp.fp2_r1_screen	97.0	747.0	178.0	66.0	69.0	54.0	15.0	14.0	0.0	0.0	2687.0	129168.0
Adu-CTag_067-Ex1-4H-lcwgs-1-1.clmp.fp2_r2_screen	96.0	773.0	159.0	69.0	77.0	67.0	14.0	9.0	0.0	0.0	2703.0	129128.0
Adu-CTag_070-Ex1-3B-lcwgs-1-1.clmp.fp2_r1_screen	218.0	1618.0	387.0	145.0	237.0	136.0	29.0	27.0	0.0	0.0	4889.0	287914.0
Adu-CTag_070-Ex1-3B-lcwgs-1-1.clmp.fp2_r2_screen	234.0	1622.0	409.0	140.0	241.0	129.0	21.0	24.0	0.0	0.0	4925.0	287855.0
Adu-CTag_073-Ex1-12B-lcwgs-1-1.clmp.fp2_r1_screen	369.0	1745.0	392.0	161.0	191.0	131.0	22.0	29.0	0.0	0.0	5736.0	266325.0
Adu-CTag_073-Ex1-12B-lcwgs-1-1.clmp.fp2_r2_screen	369.0	1749.0	405.0	177.0	200.0	124.0	19.0	27.0	0.0	0.0	5871.0	266160.0
Adu-CTag_074-Ex1-1G-lcwgs-1-1.clmp.fp2_r1_screen	68.0	661.0	146.0	65.0	110.0	53.0	12.0	11.0	0.0	0.0	2222.0	106402.0
Adu-CTag_074-Ex1-1G-lcwgs-1-1.clmp.fp2_r2_screen	75.0	673.0	146.0	59.0	131.0	62.0	6.0	7.0	0.0	0.0	2211.0	106380.0
Adu-CTag_075-Ex1-11H-lcwgs-1-1.clmp.fp2_r1_screen	275.0	289.0	61.0	29.0	16.0	22.0	4.0	7.0	0.0	0.0	1352.0	44969.0
Adu-CTag_075-Ex1-11H-lcwgs-1-1.clmp.fp2_r2_screen	279.0	277.0	62.0	36.0	21.0	18.0	4.0	6.0	0.0	0.0	1343.0	44978.0
Adu-CTag_076-Ex1-4C-lcwgs-1-1.clmp.fp2_r1_screen	902.0	10263.0	1692.0	1140.0	151.0	968.0	128.0	189.0	1.0	0.0	35999.0	2457489.0
Adu-CTag_076-Ex1-4C-lcwgs-1-1.clmp.fp2_r2_screen	899.0	10352.0	1670.0	1168.0	172.0	971.0	113.0	175.0	0.0	0.0	36164.0	2457238.0
Adu-CTag_079-Ex1-3E-lcwgs-1-1.clmp.fp2_r1_screen	829.0	9283.0	2894.0	1047.0	1870.0	803.0	130.0	153.0	2.0	0.0	28964.0	1501972.0
Adu-CTag_079-Ex1-3E-lcwgs-1-1.clmp.fp2_r2_screen	830.0	9359.0	2806.0	1042.0	1878.0	769.0	118.0	136.0	1.0	0.0	29036.0	1501972.0
Adu-CTag_081-Ex1-3G-lcwgs-1-1.clmp.fp2_r1_screen	150.0	613.0	185.0	75.0	93.0	66.0	7.0	4.0	0.0	0.0	2264.0	111001.0
Adu-CTag_081-Ex1-3G-lcwgs-1-1.clmp.fp2_r2_screen	148.0	630.0	185.0	76.0	96.0	53.0	9.0	7.0	0.0	0.0	2287.0	110967.0
Adu-CTag_082-Ex1-2F-lcwgs-1-1.clmp.fp2_r1_screen	42.0	449.0	85.0	56.0	36.0	34.0	6.0	13.0	0.0	0.0	1602.0	72107.0
Adu-CTag_082-Ex1-2F-lcwgs-1-1.clmp.fp2_r2_screen	48.0	446.0	75.0	49.0	33.0	30.0	4.0	8.0	0.0	0.0	1585.0	72152.0
Adu-CTag_083-Ex1-4E-lcwgs-1-1.clmp.fp2_r1_screen	587.0	7972.0	1437.0	769.0	910.0	461.0	111.0	111.0	0.0	0.0	23202.0	1107837.0
Adu-CTag_083-Ex1-4E-lcwgs-1-1.clmp.fp2_r2_screen	604.0	7968.0	1455.0	788.0	920.0	486.0	101.0	88.0	0.0	0.0	23379.0	1107608.0
Adu-CTag_084-Ex1-1H-lcwgs-1-1.clmp.fp2_r1_screen	468.0	5737.0	1405.0	553.0	1079.0	431.0	66.0	62.0	1.0	0.0	16537.0	881881.0
Adu-CTag_084-Ex1-1H-lcwgs-1-1.clmp.fp2_r2_screen	469.0	5693.0	1315.0	586.0	1071.0	435.0	56.0	60.0	1.0	0.0	16653.0	881881.0
Adu-CTag_085-Ex1-12D-lcwgs-1-1.clmp.fp2_r1_screen	905.0	6783.0	1459.0	625.0	1012.0	428.0	57.0	68.0	1.0	0.0	19980.0	944320.0
Adu-CTag_085-Ex1-12D-lcwgs-1-1.clmp.fp2_r2_screen	907.0	6698.0	1399.0	584.0	977.0	405.0	87.0	72.0	0.0	0.0	19994.0	944515.0
Adu-CTag_086-Ex1-10B-lcwgs-1-1.clmp.fp2_r1_screen	468.0	3159.0	533.0	295.0	246.0	171.0	43.0	33.0	0.0	0.0	8994.0	390155.0
Adu-CTag_086-Ex1-10B-lcwgs-1-1.clmp.fp2_r2_screen	475.0	3143.0	506.0	310.0	231.0	187.0	44.0	26.0	1.0	0.0	9019.0	390155.0
Adu-CTag_087-Ex1-1D-lcwgs-1-1.clmp.fp2_r1_screen	184.0	2655.0	610.0	259.0	441.0	195.0	35.0	36.0	0.0	0.0	7753.0	365701.0
Adu-CTag_087-Ex1-1D-lcwgs-1-1.clmp.fp2_r2_screen	211.0	2651.0	557.0	240.0	405.0	179.0	37.0	41.0	0.0	0.0	7847.0	365701.0
Adu-CTag_088-Ex1-9A-lcwgs-1-1.clmp.fp2_r1_screen	449.0	566.0	212.0	53.0	47.0	38.0	26.0	7.0	0.0	0.0	2254.0	85421.0
Adu-CTag_088-Ex1-9A-lcwgs-1-1.clmp.fp2_r2_screen	428.0	576.0	212.0	62.0	47.0	36.0	27.0	2.0	0.0	0.0	2280.0	85403.0
Adu-CTag_089-Ex1-11A-lcwgs-1-1.clmp.fp2_r1_screen	563.0	3488.0	501.0	387.0	78.0	202.0	38.0	43.0	0.0	0.0	11581.0	497776.0
Adu-CTag_089-Ex1-11A-lcwgs-1-1.clmp.fp2_r2_screen	543.0	3436.0	500.0	403.0	75.0	208.0	35.0	41.0	0.0	0.0	11486.0	497930.0
Adu-CTag_092-Ex1-4D-lcwgs-1-1.clmp.fp2_r1_screen	325.0	3046.0	421.0	347.0	67.0	245.0	36.0	31.0	0.0	0.0	9772.0	541724.0
Adu-CTag_092-Ex1-4D-lcwgs-1-1.clmp.fp2_r2_screen	318.0	3092.0	394.0	366.0	61.0	229.0	42.0	28.0	0.0	0.0	9927.0	541557.0
Adu-CTag_093-Ex1-10F-lcwgs-1-1.clmp.fp2_r1_screen	447.0	2287.0	289.0	232.0	76.0	171.0	24.0	24.0	0.0	0.0	7925.0	364745.0
Adu-CTag_093-Ex1-10F-lcwgs-1-1.clmp.fp2_r2_screen	452.0	2245.0	345.0	229.0	68.0	171.0	25.0	22.0	0.0	0.0	7993.0	364670.0
Adu-CTag_094-Ex1-3F-lcwgs-1-1.clmp.fp2_r1_screen	128.0	590.0	146.0	61.0	88.0	51.0	8.0	8.0	0.0	0.0	1963.0	97714.0
Adu-CTag_094-Ex1-3F-lcwgs-1-1.clmp.fp2_r2_screen	117.0	561.0	171.0	63.0	74.0	53.0	3.0	4.0	0.0	0.0	1947.0	97764.0
Adu-CTag_095-Ex1-3D-lcwgs-1-1.clmp.fp2_r1_screen	503.0	5748.0	1661.0	600.0	1090.0	451.0	106.0	106.0	2.0	0.0	16197.0	979743.0
Adu-CTag_095-Ex1-3D-lcwgs-1-1.clmp.fp2_r2_screen	499.0	5544.0	1570.0	584.0	1070.0	452.0	61.0	82.0	1.0	0.0	16500.0	979844.0
Adu-CTag_096-Ex1-12G-lcwgs-1-1.clmp.fp2_r1_screen	425.0	2916.0	788.0	303.0	411.0	232.0	31.0	25.0	0.0	0.0	9512.0	568715.0
Adu-CTag_096-Ex1-12G-lcwgs-1-1.clmp.fp2_r2_screen	421.0	2825.0	748.0	283.0	416.0	259.0	34.0	50.0	0.0	0.0	9898.0	568424.0
Adu-CTaw_001-Ex1-10G-lcwgs-1-1.clmp.fp2_r1_screen	1734.0	18382.0	2699.0	2494.0	102.0	1523.0	181.0	228.0	2.0	0.0	69358.0	2682107.0
Adu-CTaw_001-Ex1-10G-lcwgs-1-1.clmp.fp2_r2_screen	1793.0	18217.0	2588.0	2401.0	98.0	1505.0	209.0	214.0	3.0	0.0	69675.0	2682107.0
Adu-CTaw_002-Ex1-11F-lcwgs-1-1.clmp.fp2_r1_screen	503.0	7840.0	1566.0	885.0	714.0	498.0	84.0	92.0	0.0	0.0	23451.0	1156096.0
Adu-CTaw_002-Ex1-11F-lcwgs-1-1.clmp.fp2_r2_screen	489.0	7872.0	1512.0	817.0	746.0	509.0	99.0	96.0	0.0	0.0	23493.0	1156096.0
Adu-CTaw_003-Ex1-7C-lcwgs-1-1.clmp.fp2_r1_screen	247.0	2444.0	438.0	315.0	23.0	279.0	39.0	52.0	1.0	0.0	10552.0	466880.0
Adu-CTaw_003-Ex1-7C-lcwgs-1-1.clmp.fp2_r2_screen	252.0	2482.0	482.0	305.0	19.0	259.0	30.0	39.0	1.0	0.0	10521.0	466880.0
Adu-CTaw_004-Ex1-5A-lcwgs-1-1.clmp.fp2_r1_screen	57.0	467.0	64.0	41.0	15.0	40.0	5.0	6.0	0.0	0.0	1834.0	69703.0
Adu-CTaw_004-Ex1-5A-lcwgs-1-1.clmp.fp2_r2_screen	46.0	468.0	44.0	48.0	15.0	43.0	2.0	8.0	0.0	0.0	1833.0	69725.0
Adu-CTaw_005-Ex1-10H-lcwgs-1-1.clmp.fp2_r1_screen	1852.0	19793.0	3456.0	2407.0	140.0	1866.0	247.0	296.0	3.0	0.0	78932.0	3224093.0
Adu-CTaw_005-Ex1-10H-lcwgs-1-1.clmp.fp2_r2_screen	1887.0	19700.0	3431.0	2379.0	162.0	1891.0	221.0	294.0	1.0	0.0	79026.0	3224093.0
Adu-CTaw_006-Ex1-9H-lcwgs-1-1.clmp.fp2_r1_screen	1923.0	17648.0	2913.0	2456.0	160.0	1741.0	149.0	236.0	2.0	0.0	72789.0	2438463.0
Adu-CTaw_006-Ex1-9H-lcwgs-1-1.clmp.fp2_r2_screen	1900.0	17544.0	2795.0	2425.0	146.0	1760.0	144.0	250.0	2.0	0.0	73304.0	2438210.0
Adu-CTaw_008-Ex1-8F-lcwgs-1-1.clmp.fp2_r1_screen	2411.0	26949.0	4617.0	3520.0	150.0	2211.0	284.0	377.0	2.0	0.0	103684.0	3753217.0
