Sample	Protists_1k	Bacteria_24k	Human	Fungi_RefSeq_release	Bird	Plant	Coral	Viruses	Vectors	Contamnts_Adaptrs	Ecoli	Multiple Genomes	No hits
Pbb-AGal_007-Ex1-1C-lcwgs-1-1.clmp.fp2_r2_screen	162956.0	12837.0	18640.0	10623.0	8702.0	1645.0	996.0	370.0	13.0	0.0	0.0	545384.0	14420417.0
Pbb-AGal_008-Ex1-1D-lcwgs-1-1.clmp.fp2_r1_screen	41469.0	146874.0	13274.0	2941.0	1621.0	306.0	242.0	390.0	2.0	0.0	0.0	198234.0	2455283.0
Pbb-AGal_008-Ex1-1D-lcwgs-1-1.clmp.fp2_r2_screen	41547.0	146698.0	13207.0	2904.0	1607.0	326.0	209.0	398.0	1.0	0.0	0.0	197597.0	2456142.0
Pbb-AGal_009-Ex1-1E-lcwgs-1-1.clmp.fp2_r1_screen	315165.0	151847.0	47026.0	24135.0	18386.0	3294.0	2496.0	986.0	34.0	1.0	0.0	1211575.0	24835923.0
Pbb-AGal_009-Ex1-1E-lcwgs-1-1.clmp.fp2_r2_screen	315289.0	151933.0	46521.0	23761.0	18114.0	3081.0	2470.0	1010.0	30.0	0.0	0.0	1210075.0	24838584.0
Pbb-AGal_010-Ex1-1F-lcwgs-1-1.clmp.fp2_r1_screen	85072.0	372136.0	276340.0	5649.0	2905.0	555.0	450.0	783.0	4.0	0.0	0.0	444230.0	4466913.0
Pbb-AGal_010-Ex1-1F-lcwgs-1-1.clmp.fp2_r2_screen	84669.0	371115.0	276416.0	5472.0	2846.0	602.0	458.0	773.0	4.0	0.0	0.0	443507.0	4469175.0
Pbb-AGal_011-Ex1-1G-lcwgs-1-1.clmp.fp2_r1_screen	602770.0	71443.0	90893.0	46020.0	32537.0	7110.0	5233.0	1765.0	58.0	0.0	0.0	2186429.0	47440935.0
Pbb-AGal_011-Ex1-1G-lcwgs-1-1.clmp.fp2_r2_screen	602228.0	71153.0	90420.0	45352.0	31722.0	7071.0	5204.0	1714.0	49.0	0.0	0.0	2184296.0	47445984.0
Pbb-AGal_012-Ex1-1H-lcwgs-1-1.clmp.fp2_r1_screen	2399.0	1749.0	1028.0	190.0	160.0	26.0	33.0	11.0	0.0	0.0	0.0	9661.0	204900.0
Pbb-AGal_012-Ex1-1H-lcwgs-1-1.clmp.fp2_r2_screen	2483.0	1738.0	1046.0	178.0	142.0	26.0	26.0	5.0	0.0	0.0	0.0	9679.0	204834.0
Pbb-AGal_013-Ex1-2A-lcwgs-1-1.clmp.fp2_r1_screen	223.0	97.0	56.0	20.0	9.0	2.0	0.0	1.0	0.0	0.0	0.0	937.0	16158.0
Pbb-AGal_013-Ex1-2A-lcwgs-1-1.clmp.fp2_r2_screen	215.0	100.0	53.0	18.0	11.0	1.0	1.0	0.0	0.0	0.0	0.0	925.0	16179.0
Pbb-AGal_014-Ex1-2B-lcwgs-1-1.clmp.fp2_r1_screen	507.0	159.0	135.0	35.0	31.0	2.0	3.0	4.0	0.0	0.0	0.0	1968.0	37097.0
Pbb-AGal_014-Ex1-2B-lcwgs-1-1.clmp.fp2_r2_screen	439.0	153.0	132.0	33.0	27.0	6.0	4.0	3.0	0.0	0.0	0.0	1991.0	37153.0
Pbb-AGal_015-Ex1-2C-lcwgs-1-1.clmp.fp2_r1_screen	470.0	65.0	71.0	41.0	24.0	2.0	6.0	0.0	0.0	0.0	0.0	1641.0	37749.0
Pbb-AGal_015-Ex1-2C-lcwgs-1-1.clmp.fp2_r2_screen	404.0	58.0	72.0	32.0	27.0	4.0	7.0	1.0	0.0	0.0	0.0	1639.0	37825.0
Pbb-AGal_016-Ex1-2D-lcwgs-1-1.clmp.fp2_r1_screen	477.0	126.0	74.0	34.0	35.0	1.0	5.0	1.0	0.0	0.0	0.0	1910.0	40286.0
Pbb-AGal_016-Ex1-2D-lcwgs-1-1.clmp.fp2_r2_screen	468.0	119.0	71.0	37.0	26.0	8.0	4.0	0.0	0.0	0.0	0.0	1943.0	40273.0
Pbb-AGal_017-Ex1-2E-lcwgs-1-1.clmp.fp2_r1_screen	874.0	180.0	137.0	79.0	63.0	18.0	8.0	4.0	0.0	0.0	0.0	3734.0	75035.0
Pbb-AGal_017-Ex1-2E-lcwgs-1-1.clmp.fp2_r2_screen	913.0	173.0	125.0	56.0	58.0	9.0	8.0	6.0	0.0	0.0	0.0	3693.0	75091.0
Pbb-AGal_018-Ex1-2F-lcwgs-1-1.clmp.fp2_r1_screen	224.0	187.0	79.0	11.0	12.0	3.0	0.0	2.0	0.0	0.0	0.0	961.0	16689.0
Pbb-AGal_018-Ex1-2F-lcwgs-1-1.clmp.fp2_r2_screen	205.0	169.0	71.0	16.0	11.0	0.0	4.0	0.0	0.0	0.0	0.0	1005.0	16687.0
Pbb-AGal_019-Ex1-2G-lcwgs-1-1.clmp.fp2_r1_screen	806.0	441.0	141.0	75.0	48.0	8.0	6.0	2.0	0.0	0.0	0.0	2897.0	65011.0
Pbb-AGal_019-Ex1-2G-lcwgs-1-1.clmp.fp2_r2_screen	779.0	444.0	153.0	74.0	45.0	8.0	10.0	3.0	0.0	0.0	0.0	2880.0	65039.0
Pbb-AGal_020-Ex1-2H-lcwgs-1-1.clmp.fp2_r1_screen	317150.0	85321.0	52636.0	25303.0	17235.0	3877.0	3056.0	953.0	44.0	0.0	0.0	1250359.0	24688855.0
Pbb-AGal_020-Ex1-2H-lcwgs-1-1.clmp.fp2_r2_screen	317925.0	85007.0	52336.0	24919.0	16799.0	3883.0	3077.0	921.0	37.0	0.0	0.0	1248386.0	24691499.0
Pbb-AGal_021-Ex1-3A-lcwgs-1-1.clmp.fp2_r1_screen	132840.0	168257.0	30713.0	10980.0	6562.0	1323.0	1027.0	465.0	14.0	1.0	0.0	705623.0	8709545.0
Pbb-AGal_021-Ex1-3A-lcwgs-1-1.clmp.fp2_r2_screen	132459.0	168001.0	30482.0	10546.0	6546.0	1275.0	972.0	427.0	8.0	1.0	0.0	702204.0	8714429.0
Pbb-AGal_022-Ex1-3B-lcwgs-1-1.clmp.fp2_r1_screen	190532.0	249567.0	52171.0	15075.0	8572.0	1911.0	1453.0	734.0	15.0	0.0	0.0	937926.0	12193313.0
Pbb-AGal_022-Ex1-3B-lcwgs-1-1.clmp.fp2_r2_screen	190588.0	248888.0	52208.0	14632.0	8658.0	1863.0	1445.0	706.0	10.0	0.0	0.0	932132.0	12200139.0
Pbb-AGal_023-Ex1-3C-lcwgs-1-1.clmp.fp2_r1_screen	610287.0	88001.0	108237.0	49893.0	32257.0	7538.0	5836.0	1548.0	50.0	0.0	0.0	2186931.0	51416959.0
Pbb-AGal_023-Ex1-3C-lcwgs-1-1.clmp.fp2_r2_screen	609523.0	87342.0	107665.0	49881.0	31965.0	7397.0	5706.0	1557.0	63.0	0.0	0.0	2178577.0	51427861.0
Pbb-AGal_024-Ex1-3D-lcwgs-1-1.clmp.fp2_r1_screen	522505.0	147974.0	100092.0	38750.0	26550.0	5451.0	3807.0	1348.0	24.0	0.0	0.0	1998732.0	39306361.0
Pbb-AGal_024-Ex1-3D-lcwgs-1-1.clmp.fp2_r2_screen	522584.0	147876.0	99584.0	38691.0	26270.0	5386.0	3690.0	1437.0	42.0	0.0	0.0	1991243.0	39314791.0
Pbb-AGal_025-Ex1-3E-lcwgs-1-1.clmp.fp2_r1_screen	723271.0	154433.0	98190.0	52772.0	34943.0	7804.0	5436.0	1931.0	75.0	0.0	0.0	3067934.0	51815274.0
Pbb-AGal_025-Ex1-3E-lcwgs-1-1.clmp.fp2_r2_screen	725029.0	154063.0	97117.0	52127.0	34681.0	7490.0	5121.0	1922.0	65.0	0.0	0.0	3052386.0	51832062.0
Pbb-AGal_026-Ex1-3F-lcwgs-1-1.clmp.fp2_r1_screen	304721.0	43586.0	45413.0	22927.0	16153.0	3463.0	2636.0	821.0	26.0	0.0	0.0	1164554.0	24825669.0
Pbb-AGal_026-Ex1-3F-lcwgs-1-1.clmp.fp2_r2_screen	305221.0	43377.0	45129.0	22837.0	16040.0	3396.0	2593.0	789.0	42.0	0.0	0.0	1162233.0	24828312.0
Pbb-AGal_027-Ex1-3G-lcwgs-1-1.clmp.fp2_r1_screen	260998.0	30413.0	29483.0	18675.0	13033.0	2806.0	1983.0	693.0	12.0	0.0	0.0	995837.0	19637265.0
Pbb-AGal_027-Ex1-3G-lcwgs-1-1.clmp.fp2_r2_screen	261739.0	30305.0	28883.0	18830.0	13111.0	2783.0	1916.0	728.0	17.0	0.0	0.0	991423.0	19641463.0
Pbb-AGal_028-Ex1-3H-lcwgs-1-1.clmp.fp2_r1_screen	325167.0	29863.0	37868.0	23739.0	17526.0	3792.0	2667.0	888.0	19.0	1.0	0.0	1154105.0	26645680.0
Pbb-AGal_028-Ex1-3H-lcwgs-1-1.clmp.fp2_r2_screen	326213.0	29580.0	37601.0	23689.0	17460.0	3656.0	2607.0	814.0	53.0	0.0	0.0	1148314.0	26651328.0
Pbb-AGal_029-Ex1-4A-lcwgs-1-1.clmp.fp2_r1_screen	234556.0	38805.0	29169.0	17795.0	13418.0	2416.0	1758.0	661.0	12.0	0.0	0.0	882416.0	20013868.0
Pbb-AGal_029-Ex1-4A-lcwgs-1-1.clmp.fp2_r2_screen	235316.0	38723.0	28814.0	17447.0	13404.0	2230.0	1682.0	648.0	13.0	0.0	0.0	878482.0	20018115.0
Pbb-AGal_030-Ex1-4B-lcwgs-1-1.clmp.fp2_r1_screen	517253.0	81978.0	65739.0	41649.0	27646.0	5636.0	4578.0	1551.0	55.0	0.0	0.0	2107371.0	40380711.0
Pbb-AGal_030-Ex1-4B-lcwgs-1-1.clmp.fp2_r2_screen	516003.0	81762.0	65152.0	40962.0	27526.0	5527.0	4421.0	1531.0	36.0	0.0	0.0	2101889.0	40389358.0
Pbb-AGal_031-Ex1-4C-lcwgs-1-1.clmp.fp2_r1_screen	98696.0	8578.0	11410.0	6817.0	5624.0	984.0	694.0	314.0	9.0	0.0	0.0	359155.0	8282780.0
Pbb-AGal_031-Ex1-4C-lcwgs-1-1.clmp.fp2_r2_screen	98896.0	8508.0	11397.0	6858.0	5645.0	960.0	708.0	276.0	5.0	0.0	0.0	358151.0	8283657.0
Pbb-AGal_032-Ex1-4D-lcwgs-1-1.clmp.fp2_r1_screen	287270.0	28198.0	33371.0	21232.0	15977.0	3090.0	2231.0	750.0	17.0	0.0	0.0	900410.0	25635482.0
Pbb-AGal_032-Ex1-4D-lcwgs-1-1.clmp.fp2_r2_screen	286842.0	27970.0	33393.0	20883.0	15729.0	2943.0	2184.0	703.0	12.0	0.0	0.0	896501.0	25640868.0
Pbb-AGal_033-Ex1-4E-lcwgs-1-1.clmp.fp2_r1_screen	563501.0	85552.0	72114.0	44073.0	28393.0	6248.0	4827.0	1364.0	49.0	0.0	0.0	1900672.0	44614756.0
Pbb-AGal_033-Ex1-4E-lcwgs-1-1.clmp.fp2_r2_screen	564623.0	85459.0	71435.0	43803.0	27848.0	6267.0	4588.0	1415.0	55.0	0.0	0.0	1896568.0	44619488.0
Pbb-AGal_034-Ex1-4F-lcwgs-1-1.clmp.fp2_r1_screen	259661.0	1177856.0	253748.0	38286.0	11245.0	2973.0	2734.0	2157.0	22.0	0.0	0.0	873285.0	21041990.0
Pbb-AGal_034-Ex1-4F-lcwgs-1-1.clmp.fp2_r2_screen	259013.0	1173392.0	253054.0	38348.0	11164.0	2863.0	2652.0	2163.0	17.0	0.0	0.0	876935.0	21044356.0
Pbb-AGal_035-Ex1-4G-lcwgs-1-1.clmp.fp2_r1_screen	251981.0	669885.0	121215.0	27992.0	11966.0	3596.0	3352.0	1426.0	19.0	0.0	0.0	789795.0	18456355.0
Pbb-AGal_035-Ex1-4G-lcwgs-1-1.clmp.fp2_r2_screen	252281.0	668771.0	121307.0	28211.0	11754.0	3605.0	3264.0	1387.0	13.0	0.0	0.0	790634.0	18456355.0
Pbb-AGal_036-Ex1-4H-lcwgs-1-1.clmp.fp2_r1_screen	200172.0	730378.0	102174.0	23830.0	8742.0	2623.0	2403.0	1332.0	19.0	0.0	0.0	667854.0	14278209.0
Pbb-AGal_036-Ex1-4H-lcwgs-1-1.clmp.fp2_r2_screen	199533.0	728856.0	101991.0	23533.0	8689.0	2591.0	2377.0	1362.0	18.0	1.0	0.0	670576.0	14278209.0
Pbb-CGal_001-Ex1-5A-lcwgs-1-1.clmp.fp2_r1_screen	44580.0	121614.0	6730.0	4386.0	3627.0	488.0	462.0	381.0	5.0	0.0	0.0	147510.0	4880045.0
Pbb-CGal_001-Ex1-5A-lcwgs-1-1.clmp.fp2_r2_screen	44023.0	121080.0	6807.0	4616.0	3548.0	497.0	524.0	408.0	3.0	0.0	0.0	148277.0	4880045.0
Pbb-CGal_002-Ex1-5B-lcwgs-1-1.clmp.fp2_r1_screen	121672.0	431083.0	18760.0	12141.0	9926.0	1234.0	1189.0	912.0	17.0	0.0	0.0	405696.0	10710337.0
Pbb-CGal_002-Ex1-5B-lcwgs-1-1.clmp.fp2_r2_screen	121244.0	430935.0	18671.0	12162.0	10014.0	1292.0	1238.0	898.0	18.0	0.0	1.0	408500.0	10707994.0
Pbb-CGal_003-Ex1-5C-lcwgs-1-1.clmp.fp2_r1_screen	25231.0	208871.0	3439.0	2532.0	1822.0	268.0	230.0	229.0	4.0	0.0	1.0	86886.0	2978846.0
Pbb-CGal_003-Ex1-5C-lcwgs-1-1.clmp.fp2_r2_screen	25160.0	208362.0	3501.0	2355.0	1804.0	291.0	266.0	235.0	3.0	0.0	0.0	87205.0	2979177.0
Pbb-CGal_004-Ex1-5D-lcwgs-1-1.clmp.fp2_r1_screen	41143.0	4081.0	5811.0	3797.0	3098.0	387.0	353.0	162.0	5.0	0.0	0.0	117756.0	3093644.0
Pbb-CGal_004-Ex1-5D-lcwgs-1-1.clmp.fp2_r2_screen	41192.0	3962.0	5736.0	3702.0	3108.0	400.0	308.0	141.0	4.0	0.0	0.0	118040.0	3093644.0
Pbb-CGal_005-Ex1-5E-lcwgs-1-1.clmp.fp2_r1_screen	34055.0	2915.0	4918.0	3202.0	2746.0	298.0	307.0	126.0	7.0	0.0	0.0	99271.0	2722920.0
Pbb-CGal_005-Ex1-5E-lcwgs-1-1.clmp.fp2_r2_screen	33459.0	2941.0	4916.0	3273.0	2726.0	362.0	296.0	160.0	7.0	0.0	0.0	100279.0	2722346.0
Pbb-CGal_006-Ex1-5F-lcwgs-1-1.clmp.fp2_r1_screen	24468.0	30077.0	3620.0	2377.0	2023.0	252.0	261.0	69.0	3.0	0.0	0.0	66860.0	2179221.0
Pbb-CGal_006-Ex1-5F-lcwgs-1-1.clmp.fp2_r2_screen	24082.0	29986.0	3731.0	2414.0	1998.0	273.0	275.0	103.0	2.0	0.0	0.0	66915.0	2179452.0
Pbb-CGal_007-Ex1-5G-lcwgs-1-1.clmp.fp2_r1_screen	43841.0	5206.0	6598.0	4040.0	3564.0	439.0	467.0	163.0	5.0	0.0	0.0	130415.0	4020349.0
Pbb-CGal_007-Ex1-5G-lcwgs-1-1.clmp.fp2_r2_screen	43605.0	5187.0	6647.0	4318.0	3496.0	474.0	477.0	187.0	4.0	0.0	0.0	130764.0	4019928.0
Pbb-CGal_008-Ex1-5H-lcwgs-4-1.clmp.fp2_r1_screen	47189.0	35210.0	6953.0	4592.0	3703.0	527.0	530.0	176.0	5.0	0.0	0.0	127818.0	4437963.0
Pbb-CGal_008-Ex1-5H-lcwgs-4-1.clmp.fp2_r2_screen	47119.0	35215.0	7107.0	4451.0	3768.0	517.0	480.0	203.0	8.0	0.0	0.0	129235.0	4436563.0
Pbb-CVer_009-Ex1-6A-lcwgs-1-1.clmp.fp2_r1_screen	43501.0	4483.0	6580.0	4307.0	3499.0	496.0	458.0	176.0	4.0	0.0	0.0	126932.0	4022745.0
Pbb-CVer_009-Ex1-6A-lcwgs-1-1.clmp.fp2_r2_screen	43605.0	4485.0	6751.0	4240.0	3384.0	530.0	490.0	156.0	5.0	0.0	0.0	128054.0	4021481.0
Pbb-CVer_010-Ex1-6B-lcwgs-1-1.clmp.fp2_r1_screen	62021.0	58094.0	9887.0	6012.0	5122.0	791.0	738.0	392.0	7.0	0.0	0.0	195148.0	6043141.0
Pbb-CVer_010-Ex1-6B-lcwgs-1-1.clmp.fp2_r2_screen	62529.0	58055.0	9828.0	6134.0	5123.0	848.0	764.0	387.0	4.0	0.0	0.0	197093.0	6040588.0
Pbb-CVer_011-Ex1-6C-lcwgs-1-1.clmp.fp2_r1_screen	73091.0	48584.0	26569.0	7293.0	6183.0	858.0	813.0	510.0	11.0	0.0	0.0	250191.0	6688853.0
Pbb-CVer_011-Ex1-6C-lcwgs-1-1.clmp.fp2_r2_screen	73233.0	48561.0	26756.0	7340.0	6058.0	915.0	824.0	446.0	13.0	0.0	0.0	252798.0	6686012.0
Pbb-CVer_012-Ex1-6D-lcwgs-1-1.clmp.fp2_r1_screen	75034.0	55584.0	11644.0	7332.0	6084.0	797.0	843.0	628.0	9.0	0.0	0.0	230116.0	6975700.0
Pbb-CVer_012-Ex1-6D-lcwgs-1-1.clmp.fp2_r2_screen	74947.0	55429.0	11579.0	7225.0	6078.0	904.0	779.0	645.0	10.0	0.0	0.0	232684.0	6973491.0
Pbb-CVer_013-Ex1-6E-lcwgs-1-1.clmp.fp2_r1_screen	31931.0	3580.0	4709.0	3007.0	2536.0	405.0	368.0	143.0	6.0	0.0	0.0	98932.0	2919996.0
Pbb-CVer_013-Ex1-6E-lcwgs-1-1.clmp.fp2_r2_screen	31929.0	3576.0	4819.0	3109.0	2476.0	412.0	341.0	128.0	5.0	0.0	0.0	99435.0	2919383.0
Pbb-CVer_014-Ex1-6F-lcwgs-1-1.clmp.fp2_r1_screen	43760.0	11538.0	6685.0	4103.0	3573.0	528.0	474.0	187.0	8.0	0.0	0.0	141831.0	3917155.0
Pbb-CVer_014-Ex1-6F-lcwgs-1-1.clmp.fp2_r2_screen	43414.0	11359.0	6691.0	4080.0	3550.0	518.0	442.0	221.0	6.0	0.0	0.0	143232.0	3916329.0
Pbb-CVer_015-Ex1-6G-lcwgs-1-1.clmp.fp2_r1_screen	40130.0	5608.0	7599.0	3943.0	3290.0	435.0	428.0	155.0	5.0	0.0	0.0	114842.0	3684275.0
Pbb-CVer_015-Ex1-6G-lcwgs-1-1.clmp.fp2_r2_screen	40436.0	5646.0	7698.0	3884.0	3309.0	486.0	461.0	154.0	5.0	0.0	0.0	115900.0	3682731.0
Pbb-CVer_016-Ex1-6H-lcwgs-1-1.clmp.fp2_r1_screen	56415.0	6425.0	8365.0	5294.0	4426.0	703.0	587.0	224.0	6.0	0.0	0.0	180741.0	5086115.0
Pbb-CVer_016-Ex1-6H-lcwgs-1-1.clmp.fp2_r2_screen	56531.0	6408.0	8322.0	5377.0	4395.0	690.0	609.0	177.0	7.0	0.0	0.0	181740.0	5085045.0
Pbb-CVer_017-Ex1-7A-lcwgs-1-1.clmp.fp2_r1_screen	35798.0	8618.0	5289.0	3547.0	2778.0	386.0	377.0	131.0	2.0	0.0	0.0	98588.0	3370864.0
Pbb-CVer_017-Ex1-7A-lcwgs-1-1.clmp.fp2_r2_screen	35541.0	8576.0	5264.0	3443.0	2764.0	397.0	355.0	136.0	2.0	0.0	0.0	99036.0	3370864.0
Pbb-CVer_018-Ex1-7B-lcwgs-1-1.clmp.fp2_r1_screen	60625.0	10912.0	9289.0	6008.0	4955.0	741.0	672.0	259.0	10.0	0.0	0.0	194446.0	5528572.0
Pbb-CVer_018-Ex1-7B-lcwgs-1-1.clmp.fp2_r2_screen	60967.0	10866.0	9018.0	5935.0	4855.0	729.0	683.0	264.0	8.0	0.0	0.0	195755.0	5527409.0
Pbb-CVer_019-Ex1-7C-lcwgs-1-1.clmp.fp2_r1_screen	25806.0	5093.0	4026.0	2519.0	1960.0	291.0	246.0	132.0	2.0	0.0	0.0	78722.0	2174566.0
Pbb-CVer_019-Ex1-7C-lcwgs-1-1.clmp.fp2_r2_screen	25677.0	5014.0	4066.0	2391.0	1891.0	337.0	259.0	129.0	3.0	0.0	0.0	78571.0	2175025.0
Pbb-CVer_020-Ex1-7D-lcwgs-1-1.clmp.fp2_r1_screen	30846.0	9263.0	8367.0	3153.0	2535.0	350.0	321.0	136.0	1.0	0.0	0.0	99230.0	2738881.0
Pbb-CVer_020-Ex1-7D-lcwgs-1-1.clmp.fp2_r2_screen	30651.0	9247.0	8311.0	3072.0	2511.0	383.0	310.0	142.0	1.0	0.0	0.0	98995.0	2739460.0
Pbb-CVer_021-Ex1-7E-lcwgs-1-1.clmp.fp2_r1_screen	49266.0	11348.0	7444.0	4681.0	3760.0	566.0	550.0	188.0	5.0	0.0	0.0	153014.0	4588004.0
Pbb-CVer_021-Ex1-7E-lcwgs-1-1.clmp.fp2_r2_screen	49227.0	11462.0	7389.0	4668.0	3777.0	545.0	528.0	211.0	5.0	0.0	0.0	153974.0	4587040.0
Pbb-CVer_022-Ex1-7F-lcwgs-1-1.clmp.fp2_r1_screen	38126.0	5425.0	5593.0	3686.0	2974.0	433.0	410.0	104.0	7.0	0.0	0.0	103317.0	3469731.0
Pbb-CVer_022-Ex1-7F-lcwgs-1-1.clmp.fp2_r2_screen	38096.0	5438.0	5477.0	3579.0	2958.0	422.0	425.0	111.0	5.0	0.0	0.0	103927.0	3469368.0
Pbb-CVer_023-Ex1-7G-lcwgs-1-1.clmp.fp2_r1_screen	55065.0	6783.0	8459.0	5221.0	4465.0	678.0	616.0	207.0	4.0	0.0	0.0	161301.0	5275356.0
Pbb-CVer_023-Ex1-7G-lcwgs-1-1.clmp.fp2_r2_screen	55066.0	6857.0	8497.0	5046.0	4497.0	670.0	654.0	199.0	10.0	0.0	0.0	162407.0	5274252.0
Pbb-CVer_024-Ex1-7H-lcwgs-1-1.clmp.fp2_r1_screen	77165.0	12642.0	11929.0	7515.0	6371.0	870.0	860.0	271.0	7.0	0.0	0.0	224666.0	7298227.0
Pbb-CVer_024-Ex1-7H-lcwgs-1-1.clmp.fp2_r2_screen	76534.0	12559.0	11847.0	7209.0	6353.0	841.0	866.0	301.0	9.0	0.0	0.0	225777.0	7298227.0
Pbb-CVer_025-Ex1-8A-lcwgs-1-1.clmp.fp2_r1_screen	60255.0	6734.0	9183.0	5690.0	4955.0	693.0	645.0	235.0	10.0	0.0	0.0	176482.0	5768874.0
Pbb-CVer_025-Ex1-8A-lcwgs-1-1.clmp.fp2_r2_screen	60143.0	6673.0	9292.0	5647.0	4856.0	681.0	654.0	216.0	10.0	0.0	0.0	176710.0	5768874.0
Pbb-CVer_026-Ex1-8B-lcwgs-1-1.clmp.fp2_r1_screen	60635.0	13274.0	10564.0	5586.0	4620.0	706.0	713.0	249.0	6.0	0.0	0.0	187251.0	5686997.0
Pbb-CVer_026-Ex1-8B-lcwgs-1-1.clmp.fp2_r2_screen	60361.0	13360.0	10472.0	5603.0	4809.0	690.0	687.0	222.0	6.0	0.0	0.0	187991.0	5686400.0
Pbb-CVer_027-Ex1-8C-lcwgs-1-1.clmp.fp2_r1_screen	32398.0	12970.0	11425.0	2986.0	2662.0	364.0	283.0	135.0	2.0	0.0	0.0	110260.0	2698783.0
Pbb-CVer_027-Ex1-8C-lcwgs-1-1.clmp.fp2_r2_screen	32329.0	12876.0	11532.0	3034.0	2635.0	351.0	293.0	130.0	4.0	0.0	0.0	110589.0	2698495.0
Pbb-CVer_028-Ex1-8D-lcwgs-1-1.clmp.fp2_r1_screen	30902.0	15556.0	4715.0	2809.0	2404.0	370.0	328.0	123.0	3.0	0.0	0.0	99586.0	2714915.0
Pbb-CVer_028-Ex1-8D-lcwgs-1-1.clmp.fp2_r2_screen	30626.0	15298.0	4744.0	2749.0	2379.0	358.0	322.0	130.0	3.0	0.0	0.0	100187.0	2714915.0
Pbb-CVer_029-Ex1-8E-lcwgs-1-1.clmp.fp2_r1_screen	78417.0	26748.0	12365.0	7250.0	6364.0	924.0	794.0	361.0	18.0	0.0	0.0	257078.0	6680668.0
Pbb-CVer_029-Ex1-8E-lcwgs-1-1.clmp.fp2_r2_screen	78066.0	26716.0	12113.0	7294.0	6414.0	891.0	842.0	310.0	16.0	0.0	0.0	259071.0	6679254.0
Pbb-CVer_030-Ex1-8F-lcwgs-1-1.clmp.fp2_r1_screen	60606.0	13511.0	9131.0	5685.0	4721.0	664.0	603.0	258.0	12.0	0.0	0.0	181105.0	5339459.0
Pbb-CVer_030-Ex1-8F-lcwgs-1-1.clmp.fp2_r2_screen	60166.0	13505.0	9169.0	5678.0	4660.0	694.0	635.0	197.0	16.0	0.0	0.0	182137.0	5338898.0
Pbb-CVer_031-Ex1-8G-lcwgs-1-1.clmp.fp2_r1_screen	60140.0	51065.0	9098.0	5855.0	4550.0	602.0	565.0	262.0	6.0	0.0	0.0	195859.0	4773116.0
