Sample	Protists_1k	Bacteria_24k	Human	Fungi_RefSeq_release	Bird	Plant	Coral	Viruses	Vectors	Contamnts_Adaptrs	Multiple Genomes	No hits
Abu-APnd_016-Ex1-6D-lcwgs-1-2.clmp.fp2_r1_screen	56918.0	16314.0	6358.0	4436.0	2947.0	744.0	462.0	323.0	3.0	0.0	274629.0	6813425.0
Abu-APnd_016-Ex1-6D-lcwgs-1-2.clmp.fp2_r2_screen	57089.0	16213.0	6321.0	4479.0	2954.0	722.0	485.0	314.0	8.0	0.0	273114.0	6814860.0
Abu-APnd_017-Ex1-6E-lcwgs-1-2.clmp.fp2_r1_screen	617865.0	106949.0	61764.0	50398.0	25339.0	8017.0	6016.0	2269.0	54.0	0.0	3598509.0	50189240.0
Abu-APnd_017-Ex1-6E-lcwgs-1-2.clmp.fp2_r2_screen	621531.0	105953.0	60772.0	50609.0	24585.0	7928.0	5796.0	2221.0	72.0	0.0	3581313.0	50205640.0
Abu-APnd_018-Ex1-6F-lcwgs-1-2.clmp.fp2_r1_screen	57178.0	8002.0	6110.0	4840.0	2530.0	858.0	707.0	240.0	3.0	0.0	273171.0	4816513.0
Abu-APnd_018-Ex1-6F-lcwgs-1-2.clmp.fp2_r2_screen	57758.0	7930.0	5892.0	4891.0	2450.0	800.0	663.0	237.0	16.0	0.0	272485.0	4817030.0
Abu-APnd_019-Ex1-6G-lcwgs-1-2.clmp.fp2_r1_screen	45717.0	13403.0	5206.0	3804.0	2104.0	572.0	475.0	202.0	2.0	0.0	226217.0	4999478.0
Abu-APnd_019-Ex1-6G-lcwgs-1-2.clmp.fp2_r2_screen	45526.0	13423.0	5125.0	3875.0	2117.0	566.0	489.0	197.0	8.0	0.0	224787.0	5001067.0
Abu-APnd_020-Ex1-6H-lcwgs-1-2.clmp.fp2_r1_screen	17247.0	1728.0	1827.0	1291.0	973.0	199.0	126.0	104.0	1.0	0.0	86329.0	1687628.0
Abu-APnd_020-Ex1-6H-lcwgs-1-2.clmp.fp2_r2_screen	17226.0	1675.0	1842.0	1246.0	888.0	196.0	125.0	88.0	1.0	0.0	85999.0	1688167.0
Abu-APnd_021-Ex1-8E-lcwgs-1-2.clmp.fp2_r1_screen	28141.0	10980.0	3587.0	2316.0	1485.0	357.0	262.0	120.0	2.0	0.0	131200.0	2871967.0
Abu-APnd_021-Ex1-8E-lcwgs-1-2.clmp.fp2_r2_screen	28154.0	10902.0	3570.0	2348.0	1435.0	377.0	279.0	142.0	3.0	0.0	130935.0	2872272.0
Abu-APnd_022-Ex1-8F-lcwgs-1-2.clmp.fp2_r1_screen	143378.0	25640.0	14810.0	11921.0	6422.0	2124.0	1603.0	629.0	16.0	0.0	577032.0	14763540.0
Abu-APnd_022-Ex1-8F-lcwgs-1-2.clmp.fp2_r2_screen	143572.0	25485.0	14408.0	11804.0	6279.0	2103.0	1505.0	631.0	37.0	0.0	574642.0	14766649.0
Abu-APnd_023-Ex1-8G-lcwgs-1-2.clmp.fp2_r1_screen	56319.0	6070.0	6524.0	4528.0	2740.0	671.0	535.0	244.0	5.0	0.0	302185.0	4917533.0
Abu-APnd_023-Ex1-8G-lcwgs-1-2.clmp.fp2_r2_screen	56693.0	6064.0	6535.0	4514.0	2648.0	629.0	497.0	247.0	6.0	0.0	300399.0	4919122.0
Abu-APnd_024-Ex1-8H-lcwgs-1-2.clmp.fp2_r1_screen	175983.0	29733.0	19002.0	14543.0	6917.0	2232.0	1832.0	615.0	22.0	0.0	931545.0	14499588.0
Abu-APnd_024-Ex1-8H-lcwgs-1-2.clmp.fp2_r2_screen	176124.0	29471.0	18828.0	14520.0	6717.0	2194.0	1737.0	602.0	21.0	0.0	925937.0	14505861.0
Abu-APnd_025-Ex1-7E-lcwgs-1-2.clmp.fp2_r1_screen	33864.0	9065.0	4477.0	2943.0	2010.0	469.0	323.0	182.0	19.0	0.0	179540.0	4063999.0
Abu-APnd_025-Ex1-7E-lcwgs-1-2.clmp.fp2_r2_screen	34113.0	9056.0	4535.0	2910.0	1981.0	452.0	331.0	188.0	3.0	0.0	178893.0	4064429.0
Abu-APnd_026-Ex1-7F-lcwgs-1-2.clmp.fp2_r1_screen	57151.0	8763.0	6492.0	4728.0	3116.0	768.0	464.0	295.0	36.0	0.0	263955.0	6872756.0
Abu-APnd_026-Ex1-7F-lcwgs-1-2.clmp.fp2_r2_screen	56904.0	8916.0	6462.0	4620.0	3008.0	740.0	489.0	287.0	9.0	0.0	262167.0	6874922.0
Abu-APnd_027-Ex1-7G-lcwgs-1-2.clmp.fp2_r1_screen	20188.0	3014.0	2550.0	1666.0	1131.0	256.0	224.0	108.0	17.0	0.0	109750.0	2315227.0
Abu-APnd_027-Ex1-7G-lcwgs-1-2.clmp.fp2_r2_screen	20397.0	3016.0	2471.0	1824.0	1102.0	263.0	188.0	103.0	1.0	0.0	109048.0	2315718.0
Abu-APnd_028-Ex1-7H-lcwgs-1-2.clmp.fp2_r1_screen	52611.0	15014.0	6436.0	4256.0	2639.0	622.0	517.0	237.0	44.0	0.0	319666.0	6210490.0
Abu-APnd_028-Ex1-7H-lcwgs-1-2.clmp.fp2_r2_screen	53084.0	15017.0	6416.0	4231.0	2476.0	651.0	453.0	265.0	16.0	0.0	317450.0	6212473.0
Abu-APnd_029-Ex1-8A-lcwgs-1-2.clmp.fp2_r1_screen	697923.0	140179.0	72886.0	59725.0	32453.0	10666.0	6990.0	2462.0	79.0	0.0	2651872.0	72416574.0
Abu-APnd_029-Ex1-8A-lcwgs-1-2.clmp.fp2_r2_screen	698120.0	139865.0	72318.0	59510.0	31937.0	10598.0	7116.0	2499.0	82.0	1.0	2637971.0	72431792.0
Abu-APnd_030-Ex1-8B-lcwgs-1-2.clmp.fp2_r1_screen	529297.0	99813.0	61621.0	46788.0	27823.0	7896.0	5788.0	2368.0	71.0	0.0	2095032.0	60622323.0
Abu-APnd_030-Ex1-8B-lcwgs-1-2.clmp.fp2_r2_screen	529894.0	99396.0	61292.0	46334.0	27522.0	7658.0	5637.0	2362.0	56.0	0.0	2083646.0	60635023.0
Abu-APnd_031-Ex1-8C-lcwgs-1-2.clmp.fp2_r1_screen	66411.0	11281.0	6908.0	4973.0	3152.0	868.0	552.0	263.0	9.0	0.0	341702.0	6252818.0
Abu-APnd_031-Ex1-8C-lcwgs-1-2.clmp.fp2_r2_screen	66096.0	11261.0	6771.0	5039.0	3045.0	889.0	577.0	257.0	8.0	0.0	340838.0	6254156.0
Abu-APnd_032-Ex1-8D-lcwgs-1-2.clmp.fp2_r1_screen	233343.0	32205.0	25021.0	17952.0	12108.0	2777.0	1932.0	1019.0	32.0	1.0	967928.0	28256314.0
Abu-APnd_032-Ex1-8D-lcwgs-1-2.clmp.fp2_r2_screen	233112.0	32321.0	25084.0	17934.0	11960.0	2766.0	1891.0	1018.0	18.0	0.0	962304.0	28262224.0
Abu-APnd_033-Ex1-7A-lcwgs-1-2.clmp.fp2_r1_screen	17693.0	4213.0	5015.0	1332.0	886.0	192.0	138.0	81.0	10.0	0.0	80126.0	1995611.0
Abu-APnd_033-Ex1-7A-lcwgs-1-2.clmp.fp2_r2_screen	17854.0	4197.0	5003.0	1311.0	837.0	178.0	140.0	64.0	1.0	0.0	79680.0	1996032.0
Abu-APnd_034-Ex1-7B-lcwgs-1-2.clmp.fp2_r1_screen	142942.0	29860.0	16892.0	11990.0	7083.0	2103.0	1443.0	581.0	84.0	0.0	545296.0	15980656.0
Abu-APnd_034-Ex1-7B-lcwgs-1-2.clmp.fp2_r2_screen	143478.0	29791.0	16743.0	11753.0	6918.0	2036.0	1379.0	557.0	9.0	0.0	542262.0	15984004.0
Abu-APnd_036-Ex1-7D-lcwgs-1-2.clmp.fp2_r1_screen	47620.0	5869.0	5440.0	3941.0	2153.0	525.0	455.0	155.0	19.0	0.0	207464.0	5070902.0
Abu-APnd_036-Ex1-7D-lcwgs-1-2.clmp.fp2_r2_screen	47508.0	5814.0	5420.0	3981.0	2079.0	588.0	416.0	151.0	5.0	0.0	206610.0	5071971.0
Abu-APnd_037-Ex1-9A-lcwgs-1-2.clmp.fp2_r1_screen	581054.0	132833.0	59338.0	46699.0	26604.0	7643.0	5699.0	2441.0	373.0	0.0	2647436.0	55384501.0
Abu-APnd_037-Ex1-9A-lcwgs-1-2.clmp.fp2_r2_screen	584921.0	131615.0	58906.0	46450.0	26400.0	7823.0	5587.0	2303.0	44.0	0.0	2634292.0	55396280.0
Abu-APnd_039-Ex1-9C-lcwgs-1-2.clmp.fp2_r1_screen	119317.0	31131.0	11872.0	8443.0	5500.0	1422.0	876.0	585.0	54.0	0.0	762334.0	12723686.0
Abu-APnd_039-Ex1-9C-lcwgs-1-2.clmp.fp2_r2_screen	120137.0	30976.0	12027.0	8568.0	5400.0	1307.0	836.0	586.0	19.0	0.0	760312.0	12725052.0
Abu-APnd_040-Ex1-9D-lcwgs-1-2.clmp.fp2_r1_screen	148723.0	42482.0	17180.0	12597.0	6852.0	1981.0	1461.0	756.0	89.0	1.0	863752.0	15260449.0
Abu-APnd_040-Ex1-9D-lcwgs-1-2.clmp.fp2_r2_screen	149655.0	42433.0	17243.0	12404.0	6763.0	1880.0	1435.0	740.0	15.0	0.0	858399.0	15265356.0
Abu-APnd_041-Ex1-9E-lcwgs-1-2.clmp.fp2_r1_screen	105781.0	15452.0	9776.0	7197.0	4768.0	1159.0	773.0	407.0	43.0	0.0	444383.0	11111431.0
Abu-APnd_041-Ex1-9E-lcwgs-1-2.clmp.fp2_r2_screen	105586.0	15264.0	9802.0	7145.0	4697.0	1117.0	705.0	391.0	4.0	0.0	442688.0	11113771.0
Abu-APnd_042-Ex1-9F-lcwgs-1-2.clmp.fp2_r1_screen	102175.0	10973.0	10022.0	7572.0	4839.0	1254.0	871.0	382.0	38.0	0.0	411851.0	11277468.0
Abu-APnd_042-Ex1-9F-lcwgs-1-2.clmp.fp2_r2_screen	101786.0	11002.0	9824.0	7466.0	4722.0	1244.0	847.0	399.0	25.0	0.0	410296.0	11279834.0
Abu-APnd_043-Ex1-9G-lcwgs-1-2.clmp.fp2_r1_screen	25530.0	2231.0	2511.0	1847.0	1121.0	276.0	158.0	118.0	11.0	0.0	124488.0	2538315.0
Abu-APnd_043-Ex1-9G-lcwgs-1-2.clmp.fp2_r2_screen	25503.0	2312.0	2491.0	1746.0	1153.0	284.0	150.0	96.0	1.0	0.0	124016.0	2538854.0
Abu-APnd_045-Ex1-10A-lcwgs-1-2.clmp.fp2_r1_screen	40177.0	3757.0	4095.0	2825.0	1917.0	400.0	182.0	157.0	2.0	0.0	196688.0	3671424.0
Abu-APnd_045-Ex1-10A-lcwgs-1-2.clmp.fp2_r2_screen	40354.0	3658.0	4070.0	2774.0	1880.0	369.0	208.0	150.0	2.0	0.0	196343.0	3671816.0
Abu-APnd_047-Ex1-10C-lcwgs-1-2.clmp.fp2_r1_screen	46707.0	7766.0	5684.0	3865.0	2245.0	721.0	472.0	190.0	6.0	1.0	217846.0	4578247.0
Abu-APnd_047-Ex1-10C-lcwgs-1-2.clmp.fp2_r2_screen	46877.0	7694.0	5713.0	3836.0	2223.0	714.0	508.0	190.0	10.0	0.0	216765.0	4579220.0
Abu-APnd_048-Ex1-10D-lcwgs-1-2.clmp.fp2_r1_screen	5952.0	1084.0	733.0	513.0	304.0	77.0	51.0	25.0	1.0	0.0	30726.0	575262.0
Abu-APnd_048-Ex1-10D-lcwgs-1-2.clmp.fp2_r2_screen	5951.0	1127.0	746.0	490.0	313.0	73.0	51.0	28.0	3.0	0.0	30561.0	575385.0
Abu-APnd_049-Ex1-10E-lcwgs-1-2.clmp.fp2_r1_screen	19133.0	5656.0	2285.0	1445.0	1044.0	217.0	147.0	83.0	3.0	0.0	99587.0	1858124.0
Abu-APnd_049-Ex1-10E-lcwgs-1-2.clmp.fp2_r2_screen	18907.0	5664.0	2199.0	1507.0	962.0	204.0	148.0	100.0	2.0	0.0	98913.0	1859118.0
Abu-APnd_050-Ex1-10F-lcwgs-1-2.clmp.fp2_r1_screen	875628.0	167574.0	94962.0	74079.0	38784.0	12979.0	9523.0	3692.0	74.0	1.0	3933417.0	86365957.0
Abu-APnd_050-Ex1-10F-lcwgs-1-2.clmp.fp2_r2_screen	877995.0	166836.0	94398.0	73387.0	37880.0	12743.0	9569.0	3539.0	310.0	0.0	3906583.0	86393430.0
Abu-APnd_051-Ex1-10G-lcwgs-1-2.clmp.fp2_r1_screen	74385.0	14742.0	8416.0	6282.0	3666.0	992.0	733.0	418.0	2.0	0.0	395308.0	7813728.0
Abu-APnd_051-Ex1-10G-lcwgs-1-2.clmp.fp2_r2_screen	74232.0	14716.0	8315.0	6198.0	3536.0	1016.0	648.0	414.0	11.0	0.0	392530.0	7817056.0
Abu-APnd_052-Ex1-10H-lcwgs-1-2.clmp.fp2_r1_screen	12404.0	1549.0	1365.0	929.0	623.0	151.0	94.0	45.0	2.0	1.0	63024.0	1028895.0
Abu-APnd_052-Ex1-10H-lcwgs-1-2.clmp.fp2_r2_screen	12197.0	1533.0	1357.0	907.0	626.0	163.0	92.0	44.0	1.0	0.0	62823.0	1029339.0
Abu-APnd_053-Ex1-11A-lcwgs-1-2.clmp.fp2_r1_screen	52026.0	8129.0	5491.0	4026.0	2582.0	615.0	469.0	215.0	14.0	0.0	196370.0	5964169.0
Abu-APnd_053-Ex1-11A-lcwgs-1-2.clmp.fp2_r2_screen	52395.0	8183.0	5424.0	4006.0	2619.0	610.0	464.0	234.0	3.0	0.0	194752.0	5965416.0
Abu-APnd_054-Ex1-11B-lcwgs-1-2.clmp.fp2_r1_screen	22530.0	3630.0	2706.0	1739.0	1239.0	287.0	184.0	133.0	6.0	0.0	109861.0	2892115.0
Abu-APnd_054-Ex1-11B-lcwgs-1-2.clmp.fp2_r2_screen	22409.0	3609.0	2791.0	1731.0	1216.0	256.0	180.0	119.0	1.0	0.0	109396.0	2892722.0
Abu-CPnd_001-Ex1-5F-lcwgs-1-2.clmp.fp2_r1_screen	232121.0	33373.0	24264.0	17737.0	14390.0	3098.0	1915.0	1069.0	38.0	0.0	1102122.0	11170110.0
Abu-CPnd_001-Ex1-5F-lcwgs-1-2.clmp.fp2_r2_screen	231094.0	33226.0	23687.0	17444.0	13936.0	2987.0	1812.0	1067.0	31.0	0.0	1092243.0	11182710.0
Abu-CPnd_004-Ex1-7F-lcwgs-1-2.clmp.fp2_r1_screen	115598.0	10315.0	11736.0	8735.0	6779.0	1296.0	831.0	510.0	23.0	0.0	595988.0	5130899.0
Abu-CPnd_004-Ex1-7F-lcwgs-1-2.clmp.fp2_r2_screen	115359.0	10306.0	11493.0	8393.0	6787.0	1300.0	786.0	505.0	10.0	0.0	589224.0	5138547.0
Abu-CPnd_005-Ex1-7H-lcwgs-1-2.clmp.fp2_r1_screen	1200100.0	54075.0	107556.0	81578.0	66283.0	13118.0	6226.0	4665.0	117.0	0.0	5874034.0	45694410.0
Abu-CPnd_005-Ex1-7H-lcwgs-1-2.clmp.fp2_r2_screen	1195596.0	53600.0	106361.0	79260.0	65131.0	12828.0	5996.0	4603.0	72.0	0.0	5836513.0	45742202.0
Abu-CPnd_006-Ex1-5A-lcwgs-1-2.clmp.fp2_r1_screen	7421.0	1144.0	790.0	573.0	406.0	85.0	50.0	35.0	0.0	0.0	35923.0	523922.0
Abu-CPnd_006-Ex1-5A-lcwgs-1-2.clmp.fp2_r2_screen	7419.0	1100.0	792.0	561.0	386.0	88.0	61.0	32.0	1.0	0.0	35645.0	524264.0
Abu-CPnd_007-Ex1-4G-lcwgs-1-2.clmp.fp2_r1_screen	109612.0	9172.0	11333.0	8087.0	6362.0	1565.0	867.0	473.0	15.0	0.0	494510.0	6382024.0
Abu-CPnd_007-Ex1-4G-lcwgs-1-2.clmp.fp2_r2_screen	109158.0	9251.0	11070.0	8024.0	6256.0	1550.0	805.0	451.0	9.0	0.0	491208.0	6386238.0
Abu-CPnd_008-Ex1-7C-lcwgs-1-2.clmp.fp2_r1_screen	54026.0	3521.0	5194.0	3758.0	2991.0	677.0	403.0	208.0	7.0	0.0	282662.0	2587039.0
Abu-CPnd_008-Ex1-7C-lcwgs-1-2.clmp.fp2_r2_screen	53726.0	3512.0	5138.0	3750.0	2895.0	663.0	357.0	234.0	7.0	0.0	281401.0	2588803.0
Abu-CPnd_009-Ex1-8D-lcwgs-1-2.clmp.fp2_r1_screen	153924.0	7055.0	13357.0	10623.0	7814.0	1770.0	1096.0	610.0	40.0	0.0	738255.0	7059844.0
Abu-CPnd_009-Ex1-8D-lcwgs-1-2.clmp.fp2_r2_screen	153905.0	6914.0	13334.0	10578.0	7598.0	1762.0	1014.0	585.0	11.0	0.0	731649.0	7067038.0
Abu-CPnd_010-Ex1-6E-lcwgs-1-2.clmp.fp2_r1_screen	354330.0	46572.0	37599.0	27129.0	22976.0	4393.0	2353.0	1767.0	34.0	0.0	1681480.0	17221479.0
Abu-CPnd_010-Ex1-6E-lcwgs-1-2.clmp.fp2_r2_screen	355122.0	46349.0	37058.0	26799.0	22729.0	4345.0	2276.0	1785.0	35.0	0.0	1676315.0	17227299.0
Abu-CPnd_011-Ex1-1G-lcwgs-1-2.clmp.fp2_r1_screen	227017.0	27969.0	25185.0	18075.0	15441.0	3219.0	1876.0	1149.0	39.0	0.0	1244151.0	11815862.0
Abu-CPnd_011-Ex1-1G-lcwgs-1-2.clmp.fp2_r2_screen	226515.0	27687.0	24556.0	17580.0	15046.0	3118.0	1759.0	1240.0	23.0	0.0	1231879.0	11830580.0
Abu-CPnd_012-Ex1-4H-lcwgs-1-2.clmp.fp2_r1_screen	1512001.0	233897.0	136863.0	99888.0	73231.0	17449.0	8546.0	6065.0	177.0	0.0	9227963.0	64427424.0
Abu-CPnd_012-Ex1-4H-lcwgs-1-2.clmp.fp2_r2_screen	1511539.0	233086.0	135074.0	98562.0	72185.0	17177.0	8533.0	5926.0	157.0	0.0	9203544.0	64457721.0
Abu-CPnd_013-Ex1-2D-lcwgs-1-2.clmp.fp2_r1_screen	83496.0	24266.0	8477.0	6580.0	4952.0	945.0	611.0	373.0	26.0	0.0	461577.0	3864632.0
Abu-CPnd_013-Ex1-2D-lcwgs-1-2.clmp.fp2_r2_screen	83442.0	24265.0	8321.0	6559.0	4816.0	946.0	570.0	389.0	11.0	0.0	457974.0	3868642.0
Abu-CPnd_014-Ex1-5E-lcwgs-1-2.clmp.fp2_r1_screen	557285.0	81742.0	58899.0	42578.0	38197.0	6271.0	3391.0	3026.0	43.0	0.0	3282758.0	23435530.0
Abu-CPnd_014-Ex1-5E-lcwgs-1-2.clmp.fp2_r2_screen	553200.0	81326.0	57808.0	42225.0	37158.0	6072.0	3116.0	2984.0	50.0	0.0	3262741.0	23463040.0
Abu-CPnd_015-Ex1-1C-lcwgs-1-2.clmp.fp2_r1_screen	2755570.0	330552.0	325706.0	219304.0	146112.0	49080.0	30461.0	11071.0	601.0	1.0	13345640.0	160250827.0
Abu-CPnd_015-Ex1-1C-lcwgs-1-2.clmp.fp2_r2_screen	2761352.0	328545.0	319914.0	215122.0	141315.0	47635.0	29584.0	10715.0	555.0	0.0	13288375.0	160321813.0
Abu-CPnd_020-Ex1-1H-lcwgs-1-2.clmp.fp2_r1_screen	173765.0	19730.0	17709.0	12530.0	9229.0	2362.0	1152.0	703.0	9.0	0.0	754339.0	11969622.0
Abu-CPnd_020-Ex1-1H-lcwgs-1-2.clmp.fp2_r2_screen	174047.0	19776.0	17525.0	12402.0	9128.0	2344.0	1128.0	684.0	17.0	0.0	753181.0	11970918.0
Abu-CPnd_033-Ex1-8G-lcwgs-1-2.clmp.fp2_r1_screen	104497.0	4305.0	10151.0	7918.0	6411.0	1401.0	761.0	478.0	20.0	0.0	541920.0	4851184.0
Abu-CPnd_033-Ex1-8G-lcwgs-1-2.clmp.fp2_r2_screen	104337.0	4326.0	10088.0	7751.0	6057.0	1236.0	734.0	475.0	15.0	0.0	533443.0	4860584.0
Abu-CPnd_035-Ex1-5D-lcwgs-1-2.clmp.fp2_r1_screen	10774.0	1240.0	1132.0	769.0	627.0	138.0	75.0	39.0	0.0	0.0	55938.0	590925.0
Abu-CPnd_035-Ex1-5D-lcwgs-1-2.clmp.fp2_r2_screen	10972.0	1192.0	1099.0	809.0	601.0	135.0	82.0	52.0	3.0	0.0	55522.0	591190.0
Abu-CPnd_036-Ex1-5B-lcwgs-1-2.clmp.fp2_r1_screen	226066.0	31604.0	19778.0	16405.0	10757.0	2599.0	1431.0	916.0	18.0	0.0	1242948.0	8909214.0
Abu-CPnd_036-Ex1-5B-lcwgs-1-2.clmp.fp2_r2_screen	225661.0	31573.0	19569.0	15904.0	10541.0	2506.0	1450.0	881.0	28.0	0.0	1236040.0	8917583.0
Abu-CPnd_037-Ex1-3A-lcwgs-1-2.clmp.fp2_r1_screen	16580.0	9759.0	2237.0	1316.0	900.0	234.0	117.0	72.0	1.0	0.0	77883.0	1159488.0
Abu-CPnd_037-Ex1-3A-lcwgs-1-2.clmp.fp2_r2_screen	16380.0	9739.0	2186.0	1311.0	916.0	191.0	140.0	90.0	4.0	0.0	77000.0	1160630.0
Abu-CPnd_038-Ex1-7B-lcwgs-1-2.clmp.fp2_r1_screen	488449.0	34635.0	44240.0	36079.0	27382.0	5958.0	3586.0	2180.0	103.0	0.0	2496188.0	23061528.0
Abu-CPnd_038-Ex1-7B-lcwgs-1-2.clmp.fp2_r2_screen	487820.0	34252.0	43701.0	35406.0	27093.0	5838.0	3383.0	2220.0	47.0	0.0	2478080.0	23082488.0
Abu-CPnd_039-Ex1-7D-lcwgs-1-2.clmp.fp2_r1_screen	16977.0	1423.0	1599.0	1204.0	924.0	179.0	103.0	60.0	4.0	0.0	85872.0	823253.0
Abu-CPnd_039-Ex1-7D-lcwgs-1-2.clmp.fp2_r2_screen	16955.0	1429.0	1626.0	1146.0	887.0	179.0	106.0	58.0	3.0	0.0	85118.0	824091.0
Abu-CPnd_044-Ex1-4D-lcwgs-1-2.clmp.fp2_r1_screen	210811.0	76969.0	50467.0	16345.0	13345.0	2505.0	1472.0	1133.0	21.0	0.0	1281992.0	8800147.0
Abu-CPnd_044-Ex1-4D-lcwgs-1-2.clmp.fp2_r2_screen	208343.0	76495.0	50319.0	16195.0	12942.0	2370.0	1421.0	1184.0	22.0	0.0	1270086.0	8815830.0
Abu-CPnd_046-Ex1-6H-lcwgs-1-2.clmp.fp2_r1_screen	78284.0	6273.0	7465.0	5465.0	4262.0	923.0	576.0	353.0	9.0	0.0	405004.0	3860921.0
