Sample	Bacteria_24k	Protists_1k	Human	Fungi_RefSeq_release	Bird	Plant	Coral	Viruses	Vectors	Contamnts_Adaptrs	Multiple Genomes	No hits
Sob-CPnd_056-Ex1-4G-lcwgs-1-T.clmp.fp2_r1_screen	2458.0	78380.0	10968.0	7457.0	5384.0	1413.0	952.0	406.0	13.0	0.0	307467.0	6775705.0
Sob-CPnd_056-Ex1-4G-lcwgs-1-T.clmp.fp2_r2_screen	2462.0	78212.0	10773.0	7271.0	5339.0	1257.0	911.0	369.0	15.0	0.0	304694.0	6779300.0
Sob-CPnd_057-Ex1-3B-lcwgs-1-T.clmp.fp2_r1_screen	494.0	1017.0	189.0	103.0	93.0	11.0	16.0	6.0	0.0	0.0	4217.0	151833.0
Sob-CPnd_057-Ex1-3B-lcwgs-1-T.clmp.fp2_r2_screen	508.0	962.0	197.0	106.0	93.0	16.0	10.0	4.0	1.0	0.0	4107.0	151975.0
Sob-CPnd_058-Ex1-2E-lcwgs-1-T.clmp.fp2_r1_screen	10800.0	7823.0	1362.0	733.0	657.0	124.0	110.0	33.0	2.0	0.0	30330.0	1206475.0
Sob-CPnd_058-Ex1-2E-lcwgs-1-T.clmp.fp2_r2_screen	10760.0	7799.0	1307.0	741.0	625.0	119.0	90.0	48.0	0.0	0.0	30108.0	1206852.0
Sob-CPnd_059-Ex1-3C-lcwgs-1-T.clmp.fp2_r1_screen	2185.0	4540.0	1059.0	481.0	567.0	85.0	60.0	23.0	1.0	0.0	18307.0	761913.0
Sob-CPnd_059-Ex1-3C-lcwgs-1-T.clmp.fp2_r2_screen	2164.0	4388.0	971.0	470.0	534.0	93.0	58.0	23.0	1.0	0.0	18053.0	762466.0
Sob-CPnd_062-Ex1-3F-lcwgs-1-T.clmp.fp2_r1_screen	279.0	419.0	105.0	56.0	57.0	8.0	9.0	2.0	0.0	0.0	2085.0	73807.0
Sob-CPnd_062-Ex1-3F-lcwgs-1-T.clmp.fp2_r2_screen	273.0	434.0	87.0	45.0	45.0	5.0	2.0	5.0	0.0	0.0	2024.0	73907.0
Sob-CPnd_071-Ex1-2G-lcwgs-1-T.clmp.fp2_r1_screen	4688.0	2797.0	677.0	282.0	274.0	49.0	45.0	27.0	1.0	0.0	13465.0	422895.0
Sob-CPnd_071-Ex1-2G-lcwgs-1-T.clmp.fp2_r2_screen	4677.0	2842.0	662.0	269.0	254.0	61.0	43.0	30.0	1.0	0.0	13288.0	423073.0
Sob-CPnd_077-Ex1-2F-lcwgs-1-T.clmp.fp2_r1_screen	1094.0	286.0	51.0	21.0	32.0	5.0	0.0	1.0	0.0	0.0	1566.0	42014.0
Sob-CPnd_077-Ex1-2F-lcwgs-1-T.clmp.fp2_r2_screen	1074.0	287.0	58.0	22.0	31.0	4.0	2.0	1.0	0.0	0.0	1492.0	42099.0
Sob-CPnd_078-Ex1-2H-lcwgs-1-T.clmp.fp2_r1_screen	3270.0	4710.0	1079.0	516.0	552.0	105.0	59.0	30.0	4.0	0.0	22792.0	766792.0
Sob-CPnd_078-Ex1-2H-lcwgs-1-T.clmp.fp2_r2_screen	3273.0	4906.0	1018.0	509.0	550.0	93.0	73.0	41.0	2.0	0.0	22092.0	767352.0
Sob-CPnd_083-Ex1-3E-lcwgs-1-T.clmp.fp2_r1_screen	27694.0	69559.0	15128.0	7217.0	7625.0	1488.0	1085.0	443.0	24.0	0.0	274273.0	13035175.0
Sob-CPnd_083-Ex1-3E-lcwgs-1-T.clmp.fp2_r2_screen	27618.0	69509.0	14965.0	7153.0	7559.0	1397.0	1099.0	467.0	20.0	0.0	269373.0	13040551.0
Sob-CPnd_086-Ex1-3A-lcwgs-1-T.clmp.fp2_r1_screen	15642.0	13322.0	2764.0	1401.0	1280.0	265.0	191.0	71.0	8.0	0.0	58641.0	2205793.0
Sob-CPnd_086-Ex1-3A-lcwgs-1-T.clmp.fp2_r2_screen	15541.0	13681.0	2619.0	1305.0	1192.0	298.0	210.0	84.0	9.0	0.0	57726.0	2206713.0
Sob-CPnd_087-Ex1-3D-lcwgs-1-T.clmp.fp2_r1_screen	67301.0	44303.0	9370.0	4613.0	4472.0	874.0	605.0	306.0	13.0	0.0	197784.0	7789595.0
Sob-CPnd_087-Ex1-3D-lcwgs-1-T.clmp.fp2_r2_screen	66800.0	44378.0	9037.0	4607.0	4341.0	868.0	628.0	293.0	15.0	0.0	194615.0	7793654.0
Sob-CPnd_088-Ex1-4D-lcwgs-1-T.clmp.fp2_r1_screen	1195.0	902.0	131.0	71.0	77.0	15.0	13.0	5.0	0.0	0.0	3597.0	117311.0
Sob-CPnd_088-Ex1-4D-lcwgs-1-T.clmp.fp2_r2_screen	1187.0	903.0	141.0	69.0	86.0	7.0	9.0	6.0	1.0	0.0	3560.0	117348.0
Sob-CPnd_089-Ex1-4C-lcwgs-1-T.clmp.fp2_r1_screen	130.0	225.0	47.0	22.0	19.0	3.0	5.0	3.0	0.0	0.0	1108.0	39115.0
Sob-CPnd_089-Ex1-4C-lcwgs-1-T.clmp.fp2_r2_screen	120.0	218.0	59.0	22.0	17.0	4.0	3.0	1.0	0.0	0.0	1123.0	39110.0
Sob-CPnd_090-Ex1-3G-lcwgs-1-T.clmp.fp2_r1_screen	6517.0	2660.0	3546.0	260.0	274.0	53.0	38.0	19.0	0.0	0.0	12998.0	351343.0
Sob-CPnd_090-Ex1-3G-lcwgs-1-T.clmp.fp2_r2_screen	6460.0	2633.0	3515.0	217.0	226.0	54.0	29.0	14.0	1.0	0.0	12800.0	351759.0
Sob-CPnd_092-Ex1-3H-lcwgs-1-T.clmp.fp2_r1_screen	295463.0	95408.0	19230.0	9655.0	9785.0	1824.0	1209.0	958.0	28.0	0.0	468421.0	14542896.0
Sob-CPnd_092-Ex1-3H-lcwgs-1-T.clmp.fp2_r2_screen	293801.0	95428.0	18958.0	9614.0	9449.0	1742.0	1194.0	958.0	35.0	0.0	461535.0	14552163.0
