Sample	Protists_1k	Bacteria_24k	Human	Fungi_RefSeq_release	Bird	Plant	Coral	Viruses	Vectors	Contamnts_Adaptrs	Ecoli	Multiple Genomes	No hits
Abu-CPnd_033-Ex1-8G-lcwgs-1-T.clmp.fp2_r2_screen	2911.0	218.0	327.0	218.0	210.0	26.0	19.0	18.0	0.0	0.0	0.0	13820.0	147812.0
Abu-CPnd_035-Ex1-5D-lcwgs-1-T.clmp.fp2_r1_screen	54629.0	3774.0	4495.0	3901.0	2310.0	583.0	328.0	220.0	3.0	0.0	0.0	278629.0	2225826.0
Abu-CPnd_035-Ex1-5D-lcwgs-1-T.clmp.fp2_r2_screen	55031.0	3660.0	4590.0	3961.0	2369.0	623.0	363.0	194.0	7.0	0.0	0.0	282194.0	2221706.0
Abu-CPnd_036-Ex1-5B-lcwgs-1-T.clmp.fp2_r1_screen	4442.0	751.0	459.0	373.0	265.0	37.0	26.0	23.0	2.0	0.0	0.0	23524.0	206658.0
Abu-CPnd_036-Ex1-5B-lcwgs-1-T.clmp.fp2_r2_screen	4408.0	762.0	482.0	350.0	271.0	42.0	42.0	22.0	1.0	0.0	0.0	23711.0	206469.0
Abu-CPnd_037-Ex1-3A-lcwgs-1-T.clmp.fp2_r1_screen	33303.0	5100.0	3903.0	2705.0	2180.0	521.0	258.0	178.0	8.0	0.0	0.0	168981.0	1782279.0
Abu-CPnd_037-Ex1-3A-lcwgs-1-T.clmp.fp2_r2_screen	33356.0	5097.0	3799.0	2577.0	2256.0	440.0	240.0	175.0	6.0	0.0	0.0	172190.0	1779280.0
Abu-CPnd_038-Ex1-7B-lcwgs-1-T.clmp.fp2_r1_screen	9771.0	714.0	986.0	743.0	550.0	112.0	57.0	49.0	1.0	0.0	0.0	47313.0	505860.0
Abu-CPnd_038-Ex1-7B-lcwgs-1-T.clmp.fp2_r2_screen	9963.0	706.0	961.0	725.0	626.0	118.0	83.0	44.0	1.0	0.0	0.0	47862.0	505067.0
Abu-CPnd_039-Ex1-7D-lcwgs-1-T.clmp.fp2_r1_screen	98236.0	2969.0	7379.0	6434.0	3461.0	1166.0	654.0	291.0	6.0	0.0	0.0	486399.0	3541974.0
Abu-CPnd_039-Ex1-7D-lcwgs-1-T.clmp.fp2_r2_screen	99836.0	3033.0	7214.0	6343.0	3481.0	1168.0	614.0	331.0	14.0	0.0	1.0	492843.0	3534091.0
Abu-CPnd_044-Ex1-4D-lcwgs-1-T.clmp.fp2_r1_screen	2516.0	1035.0	679.0	196.0	166.0	43.0	16.0	9.0	2.0	0.0	0.0	15056.0	136774.0
Abu-CPnd_044-Ex1-4D-lcwgs-1-T.clmp.fp2_r2_screen	2519.0	965.0	684.0	218.0	185.0	32.0	23.0	14.0	2.0	0.0	0.0	15358.0	136492.0
Abu-CPnd_046-Ex1-6H-lcwgs-1-T.clmp.fp2_r1_screen	67704.0	2331.0	5524.0	4700.0	2877.0	814.0	496.0	255.0	4.0	0.0	0.0	338216.0	2807948.0
Abu-CPnd_046-Ex1-6H-lcwgs-1-T.clmp.fp2_r2_screen	67886.0	2263.0	5559.0	4581.0	2869.0	850.0	462.0	279.0	13.0	0.0	0.0	344298.0	2801809.0
Abu-CPnd_047-Ex1-4A-lcwgs-1-T.clmp.fp2_r1_screen	1594.0	466.0	170.0	120.0	84.0	15.0	15.0	3.0	0.0	0.0	0.0	7888.0	100744.0
Abu-CPnd_047-Ex1-4A-lcwgs-1-T.clmp.fp2_r2_screen	1603.0	436.0	195.0	116.0	73.0	21.0	13.0	8.0	0.0	0.0	0.0	8001.0	100633.0
Abu-CPnd_048-Ex1-6G-lcwgs-1-T.clmp.fp2_r1_screen	8254.0	1244.0	936.0	639.0	496.0	107.0	46.0	39.0	2.0	0.0	0.0	41088.0	456305.0
Abu-CPnd_048-Ex1-6G-lcwgs-1-T.clmp.fp2_r2_screen	8374.0	1157.0	914.0	641.0	520.0	96.0	59.0	40.0	2.0	0.0	0.0	42015.0	455338.0
Abu-CPnd_049-Ex1-7E-lcwgs-1-T.clmp.fp2_r1_screen	61927.0	1497.0	4757.0	4164.0	2008.0	709.0	414.0	176.0	10.0	0.0	0.0	266759.0	2648148.0
Abu-CPnd_049-Ex1-7E-lcwgs-1-T.clmp.fp2_r2_screen	62001.0	1494.0	4837.0	4132.0	2035.0	776.0	419.0	182.0	8.0	0.0	0.0	270125.0	2644560.0
Abu-CPnd_050-Ex1-3H-lcwgs-1-T.clmp.fp2_r1_screen	7563.0	395.0	814.0	587.0	430.0	100.0	72.0	26.0	1.0	0.0	0.0	30155.0	508255.0
Abu-CPnd_050-Ex1-3H-lcwgs-1-T.clmp.fp2_r2_screen	7710.0	370.0	807.0	537.0	426.0	107.0	68.0	40.0	4.0	0.0	0.0	30623.0	507706.0
Abu-CPnd_051-Ex1-8H-lcwgs-1-T.clmp.fp2_r1_screen	1725.0	243.0	282.0	147.0	118.0	33.0	16.0	7.0	1.0	0.0	0.0	6970.0	120098.0
Abu-CPnd_051-Ex1-8H-lcwgs-1-T.clmp.fp2_r2_screen	1738.0	227.0	249.0	122.0	88.0	22.0	22.0	6.0	2.0	0.0	0.0	7170.0	119994.0
Abu-CPnd_052-Ex1-5H-lcwgs-1-T.clmp.fp2_r1_screen	2515.0	240.0	350.0	171.0	131.0	33.0	22.0	10.0	0.0	0.0	0.0	10839.0	162797.0
Abu-CPnd_052-Ex1-5H-lcwgs-1-T.clmp.fp2_r2_screen	2528.0	235.0	306.0	140.0	121.0	46.0	20.0	15.0	0.0	0.0	0.0	11024.0	162673.0
Abu-CPnd_053-Ex1-5G-lcwgs-1-T.clmp.fp2_r1_screen	2065.0	231.0	235.0	152.0	127.0	42.0	16.0	8.0	0.0	0.0	0.0	9138.0	140828.0
Abu-CPnd_053-Ex1-5G-lcwgs-1-T.clmp.fp2_r2_screen	2076.0	207.0	235.0	154.0	117.0	28.0	15.0	6.0	0.0	0.0	0.0	9436.0	140568.0
Abu-CPnd_054-Ex1-7G-lcwgs-1-T.clmp.fp2_r1_screen	5288.0	577.0	678.0	426.0	331.0	69.0	42.0	29.0	0.0	0.0	0.0	25472.0	278458.0
Abu-CPnd_054-Ex1-7G-lcwgs-1-T.clmp.fp2_r2_screen	5503.0	561.0	681.0	426.0	350.0	78.0	46.0	34.0	1.0	0.0	0.0	25793.0	277897.0
Abu-CPnd_055-Ex1-4C-lcwgs-1-T.clmp.fp2_r1_screen	1311.0	174.0	138.0	86.0	79.0	14.0	16.0	6.0	1.0	0.0	0.0	5815.0	74414.0
Abu-CPnd_055-Ex1-4C-lcwgs-1-T.clmp.fp2_r2_screen	1288.0	190.0	133.0	101.0	77.0	19.0	11.0	7.0	0.0	0.0	0.0	5855.0	74373.0
Abu-CPnd_056-Ex1-6D-lcwgs-1-T.clmp.fp2_r1_screen	26365.0	849.0	2723.0	2067.0	1227.0	368.0	233.0	98.0	2.0	0.0	0.0	110667.0	1605986.0
Abu-CPnd_056-Ex1-6D-lcwgs-1-T.clmp.fp2_r2_screen	26447.0	790.0	2789.0	2053.0	1313.0	397.0	257.0	92.0	2.0	0.0	0.0	113785.0	1602660.0
Abu-CPnd_057-Ex1-2B-lcwgs-1-T.clmp.fp2_r1_screen	903.0	125.0	131.0	77.0	52.0	10.0	10.0	5.0	0.0	0.0	0.0	5126.0	63019.0
Abu-CPnd_057-Ex1-2B-lcwgs-1-T.clmp.fp2_r2_screen	975.0	146.0	147.0	77.0	57.0	12.0	6.0	4.0	0.0	0.0	0.0	5154.0	62880.0
Abu-CPnd_058-Ex1-3B-lcwgs-1-T.clmp.fp2_r1_screen	1106.0	181.0	145.0	90.0	63.0	14.0	5.0	8.0	1.0	0.0	0.0	5297.0	80333.0
Abu-CPnd_058-Ex1-3B-lcwgs-1-T.clmp.fp2_r2_screen	1135.0	179.0	131.0	78.0	86.0	16.0	2.0	3.0	0.0	0.0	0.0	5324.0	80289.0
Abu-CPnd_059-Ex1-6C-lcwgs-1-T.clmp.fp2_r1_screen	4919.0	511.0	509.0	359.0	290.0	60.0	31.0	25.0	0.0	0.0	0.0	23672.0	280851.0
Abu-CPnd_059-Ex1-6C-lcwgs-1-T.clmp.fp2_r2_screen	4782.0	505.0	571.0	319.0	282.0	63.0	60.0	29.0	1.0	0.0	0.0	23982.0	280633.0
Abu-CPnd_060-Ex1-8C-lcwgs-1-T.clmp.fp2_r1_screen	5083.0	705.0	493.0	351.0	314.0	66.0	35.0	38.0	1.0	0.0	0.0	28278.0	222388.0
Abu-CPnd_060-Ex1-8C-lcwgs-1-T.clmp.fp2_r2_screen	5067.0	651.0	519.0	344.0	348.0	50.0	30.0	29.0	1.0	0.0	0.0	28506.0	222207.0
Abu-CPnd_061-Ex1-4E-lcwgs-1-T.clmp.fp2_r1_screen	4231.0	777.0	443.0	326.0	264.0	52.0	29.0	28.0	1.0	0.0	0.0	21677.0	245800.0
Abu-CPnd_061-Ex1-4E-lcwgs-1-T.clmp.fp2_r2_screen	4326.0	752.0	475.0	335.0	244.0	48.0	30.0	29.0	1.0	0.0	0.0	21999.0	245389.0
Abu-CPnd_062-Ex1-8E-lcwgs-1-T.clmp.fp2_r1_screen	1522.0	315.0	231.0	119.0	88.0	21.0	16.0	6.0	0.0	0.0	0.0	7264.0	104077.0
Abu-CPnd_062-Ex1-8E-lcwgs-1-T.clmp.fp2_r2_screen	1575.0	292.0	222.0	124.0	95.0	19.0	8.0	7.0	0.0	0.0	0.0	7342.0	103975.0
Abu-CPnd_063-Ex1-6F-lcwgs-1-T.clmp.fp2_r1_screen	2487.0	343.0	287.0	203.0	143.0	39.0	13.0	10.0	0.0	0.0	0.0	11895.0	165987.0
Abu-CPnd_063-Ex1-6F-lcwgs-1-T.clmp.fp2_r2_screen	2458.0	338.0	293.0	210.0	128.0	36.0	23.0	19.0	1.0	0.0	0.0	12241.0	165660.0
Abu-CPnd_064-Ex1-5C-lcwgs-1-T.clmp.fp2_r1_screen	1132.0	162.0	133.0	89.0	85.0	12.0	11.0	3.0	0.0	0.0	0.0	4656.0	80379.0
Abu-CPnd_064-Ex1-5C-lcwgs-1-T.clmp.fp2_r2_screen	1103.0	159.0	163.0	96.0	63.0	20.0	9.0	5.0	1.0	0.0	0.0	4812.0	80231.0
Abu-CPnd_065-Ex1-3C-lcwgs-1-T.clmp.fp2_r1_screen	2608.0	282.0	274.0	175.0	148.0	28.0	18.0	9.0	0.0	0.0	0.0	14004.0	140665.0
Abu-CPnd_065-Ex1-3C-lcwgs-1-T.clmp.fp2_r2_screen	2707.0	274.0	260.0	186.0	137.0	28.0	20.0	11.0	0.0	0.0	0.0	14192.0	140396.0
Abu-CPnd_066-Ex1-3G-lcwgs-1-T.clmp.fp2_r1_screen	2643.0	201.0	293.0	191.0	161.0	33.0	18.0	11.0	0.0	0.0	0.0	10206.0	182207.0
Abu-CPnd_066-Ex1-3G-lcwgs-1-T.clmp.fp2_r2_screen	2700.0	211.0	289.0	210.0	145.0	34.0	27.0	18.0	0.0	0.0	0.0	10398.0	181932.0
Abu-CPnd_067-Ex1-2H-lcwgs-1-T.clmp.fp2_r1_screen	8926.0	885.0	809.0	589.0	408.0	114.0	71.0	23.0	0.0	0.0	0.0	39553.0	480477.0
Abu-CPnd_067-Ex1-2H-lcwgs-1-T.clmp.fp2_r2_screen	8956.0	882.0	819.0	653.0	428.0	124.0	54.0	34.0	0.0	0.0	0.0	40172.0	479733.0
Abu-CPnd_068-Ex1-8B-lcwgs-1-T.clmp.fp2_r1_screen	1918.0	143.0	219.0	174.0	114.0	19.0	14.0	8.0	1.0	0.0	0.0	8699.0	116182.0
Abu-CPnd_068-Ex1-8B-lcwgs-1-T.clmp.fp2_r2_screen	1890.0	152.0	257.0	186.0	124.0	31.0	16.0	10.0	0.0	0.0	0.0	8885.0	115940.0
Abu-CPnd_069-Ex1-4F-lcwgs-1-T.clmp.fp2_r1_screen	1221.0	298.0	153.0	99.0	82.0	21.0	10.0	12.0	0.0	0.0	0.0	6219.0	68653.0
Abu-CPnd_069-Ex1-4F-lcwgs-1-T.clmp.fp2_r2_screen	1266.0	300.0	117.0	111.0	74.0	14.0	11.0	6.0	0.0	0.0	0.0	6408.0	68461.0
Abu-CPnd_070-Ex1-7A-lcwgs-1-T.clmp.fp2_r1_screen	9020.0	486.0	938.0	641.0	461.0	122.0	75.0	37.0	0.0	0.0	0.0	37340.0	561814.0
Abu-CPnd_070-Ex1-7A-lcwgs-1-T.clmp.fp2_r2_screen	8943.0	512.0	941.0	556.0	461.0	97.0	54.0	31.0	0.0	0.0	0.0	38013.0	561326.0
Abu-CPnd_071-Ex1-6A-lcwgs-1-T.clmp.fp2_r1_screen	642575.0	31906.0	64496.0	47983.0	31391.0	8705.0	4834.0	2363.0	84.0	2.0	0.0	2758536.0	35081770.0
Abu-CPnd_071-Ex1-6A-lcwgs-1-T.clmp.fp2_r2_screen	645804.0	31352.0	64936.0	47988.0	31319.0	8804.0	4953.0	2372.0	107.0	0.0	0.0	2801650.0	35035360.0
Abu-CPnd_072-Ex1-2G-lcwgs-1-T.clmp.fp2_r1_screen	1786.0	296.0	195.0	118.0	106.0	21.0	20.0	10.0	0.0	0.0	0.0	8545.0	120224.0
Abu-CPnd_072-Ex1-2G-lcwgs-1-T.clmp.fp2_r2_screen	1782.0	299.0	187.0	134.0	114.0	23.0	17.0	6.0	0.0	0.0	0.0	8693.0	120066.0
Abu-CPnd_074-Ex1-6B-lcwgs-1-T.clmp.fp2_r1_screen	3683.0	699.0	371.0	261.0	228.0	37.0	26.0	20.0	1.0	0.0	0.0	21034.0	205472.0
Abu-CPnd_074-Ex1-6B-lcwgs-1-T.clmp.fp2_r2_screen	3747.0	666.0	367.0	299.0	254.0	43.0	18.0	18.0	2.0	0.0	0.0	21479.0	204939.0
Abu-CPnd_075-Ex1-3F-lcwgs-1-T.clmp.fp2_r1_screen	2644.0	436.0	311.0	196.0	155.0	37.0	24.0	8.0	0.0	0.0	0.0	12133.0	151007.0
Abu-CPnd_075-Ex1-3F-lcwgs-1-T.clmp.fp2_r2_screen	2678.0	455.0	330.0	203.0	175.0	38.0	18.0	9.0	3.0	0.0	0.0	12236.0	150806.0
Abu-CPnd_076-Ex1-1B-lcwgs-1-T.clmp.fp2_r1_screen	420.0	184.0	43.0	36.0	39.0	11.0	6.0	2.0	0.0	0.0	0.0	2865.0	31878.0
Abu-CPnd_076-Ex1-1B-lcwgs-1-T.clmp.fp2_r2_screen	475.0	166.0	49.0	38.0	42.0	9.0	2.0	6.0	0.0	0.0	0.0	2922.0	31775.0
Abu-CPnd_080-Ex1-2E-lcwgs-1-T.clmp.fp2_r1_screen	2614.0	613.0	254.0	205.0	186.0	42.0	18.0	18.0	0.0	0.0	0.0	13851.0	154353.0
Abu-CPnd_080-Ex1-2E-lcwgs-1-T.clmp.fp2_r2_screen	2550.0	624.0	268.0	216.0	171.0	25.0	22.0	18.0	1.0	0.0	0.0	14061.0	154198.0
Abu-CPnd_081-Ex1-4B-lcwgs-1-T.clmp.fp2_r1_screen	7932.0	2413.0	876.0	649.0	587.0	90.0	57.0	42.0	1.0	0.0	0.0	40846.0	370044.0
Abu-CPnd_081-Ex1-4B-lcwgs-1-T.clmp.fp2_r2_screen	8232.0	2330.0	880.0	678.0	551.0	84.0	35.0	38.0	2.0	0.0	0.0	41426.0	369281.0
Abu-CPnd_083-Ex1-1A-lcwgs-1-T.clmp.fp2_r1_screen	981.0	1005.0	138.0	89.0	64.0	17.0	10.0	12.0	0.0	0.0	0.0	4898.0	90005.0
Abu-CPnd_083-Ex1-1A-lcwgs-1-T.clmp.fp2_r2_screen	998.0	1017.0	148.0	70.0	64.0	12.0	12.0	13.0	2.0	0.0	0.0	5005.0	89878.0
Abu-CPnd_084-Ex1-1F-lcwgs-1-T.clmp.fp2_r1_screen	382.0	1069.0	88.0	27.0	22.0	4.0	1.0	4.0	0.0	0.0	0.0	1658.0	28191.0
Abu-CPnd_084-Ex1-1F-lcwgs-1-T.clmp.fp2_r2_screen	351.0	1085.0	81.0	19.0	27.0	3.0	4.0	4.0	1.0	0.0	0.0	1699.0	28172.0
Abu-CPnd_085-Ex1-3E-lcwgs-1-T.clmp.fp2_r1_screen	1823.0	4143.0	317.0	156.0	90.0	25.0	15.0	15.0	0.0	0.0	0.0	8206.0	143053.0
Abu-CPnd_085-Ex1-3E-lcwgs-1-T.clmp.fp2_r2_screen	1799.0	4143.0	324.0	159.0	106.0	26.0	21.0	9.0	1.0	0.0	0.0	8471.0	142784.0
Abu-CPnd_086-Ex1-2A-lcwgs-1-T.clmp.fp2_r1_screen	10480.0	17746.0	2596.0	799.0	570.0	121.0	72.0	70.0	3.0	0.0	0.0	53153.0	612671.0
Abu-CPnd_086-Ex1-2A-lcwgs-1-T.clmp.fp2_r2_screen	10463.0	17743.0	2560.0	813.0	581.0	147.0	81.0	58.0	4.0	0.0	0.0	53928.0	611903.0
Abu-CPnd_087-Ex1-3D-lcwgs-1-T.clmp.fp2_r1_screen	1342.0	1060.0	181.0	100.0	82.0	16.0	11.0	7.0	1.0	0.0	0.0	6276.0	109718.0
Abu-CPnd_087-Ex1-3D-lcwgs-1-T.clmp.fp2_r2_screen	1313.0	1063.0	167.0	100.0	74.0	25.0	15.0	8.0	1.0	0.0	0.0	6465.0	109563.0
Abu-CPnd_090-Ex1-8A-lcwgs-1-T.clmp.fp2_r1_screen	1353.0	614.0	247.0	104.0	97.0	22.0	15.0	7.0	1.0	0.0	0.0	6020.0	96726.0
Abu-CPnd_090-Ex1-8A-lcwgs-1-T.clmp.fp2_r2_screen	1388.0	598.0	223.0	93.0	99.0	24.0	10.0	13.0	0.0	0.0	0.0	6116.0	96642.0
Abu-CPnd_092-Ex1-2F-lcwgs-1-T.clmp.fp2_r1_screen	322.0	1108.0	79.0	37.0	15.0	4.0	3.0	3.0	0.0	0.0	0.0	1555.0	29063.0
Abu-CPnd_092-Ex1-2F-lcwgs-1-T.clmp.fp2_r2_screen	337.0	1109.0	75.0	41.0	15.0	3.0	3.0	1.0	0.0	0.0	0.0	1574.0	29031.0
Abu-CPnd_094-Ex1-2C-lcwgs-1-T.clmp.fp2_r1_screen	368.0	1898.0	81.0	20.0	20.0	2.0	6.0	2.0	0.0	0.0	0.0	1795.0	31420.0
Abu-CPnd_094-Ex1-2C-lcwgs-1-T.clmp.fp2_r2_screen	392.0	1877.0	89.0	27.0	17.0	3.0	3.0	2.0	0.0	0.0	0.0	1878.0	31324.0
Abu-CPnd_095-Ex1-1E-lcwgs-1-T.clmp.fp2_r1_screen	1195.0	2273.0	211.0	84.0	54.0	12.0	12.0	6.0	0.0	0.0	0.0	5672.0	95538.0
Abu-CPnd_095-Ex1-1E-lcwgs-1-T.clmp.fp2_r2_screen	1214.0	2290.0	204.0	78.0	66.0	12.0	9.0	9.0	1.0	0.0	0.0	5856.0	95318.0
Abu-CPnd_096-Ex1-1D-lcwgs-1-T.clmp.fp2_r1_screen	2308.0	2232.0	272.0	158.0	146.0	30.0	25.0	14.0	1.0	0.0	0.0	11002.0	159572.0
Abu-CPnd_096-Ex1-1D-lcwgs-1-T.clmp.fp2_r2_screen	2209.0	2187.0	296.0	170.0	144.0	38.0	15.0	10.0	0.0	0.0	0.0	11207.0	159484.0
