Sample	Protists_1k	Human	Fungi_RefSeq_release	Bird	Plant	Coral	Bacteria_24k	Viruses	Vectors	Contamnts_Adaptrs	Multiple Genomes	No hits
GotPopAL17_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r2_screen	32827.0	3994.0	2216.0	1393.0	643.0	383.0	260.0	145.0	10.0	0.0	193376.0	1407533.0
GotPopAL18_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r1_screen	11013.0	1430.0	735.0	536.0	213.0	162.0	146.0	64.0	1.0	0.0	71994.0	456772.0
GotPopAL18_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r2_screen	11153.0	1381.0	727.0	507.0	232.0	143.0	148.0	54.0	4.0	0.0	70424.0	458293.0
GotPopAL19_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r1_screen	81732.0	12107.0	6330.0	4425.0	1864.0	1315.0	765.0	488.0	15.0	0.0	467855.0	4799580.0
GotPopAL19_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r2_screen	81418.0	11556.0	6062.0	4075.0	1723.0	1125.0	796.0	400.0	13.0	0.0	451448.0	4817860.0
GotPopAL1_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r1_screen	37820.0	4556.0	2606.0	1557.0	775.0	418.0	359.0	180.0	8.0	0.0	235825.0	1397977.0
GotPopAL1_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r2_screen	37575.0	4203.0	2607.0	1481.0	715.0	382.0	346.0	139.0	3.0	0.0	232784.0	1401846.0
GotPopAL20_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r1_screen	25371.0	3209.0	1779.0	961.0	512.0	433.0	252.0	116.0	6.0	0.0	152844.0	1004270.0
GotPopAL20_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r2_screen	25346.0	3072.0	1688.0	970.0	464.0	403.0	223.0	120.0	1.0	0.0	150341.0	1007125.0
GotPopAL21_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r1_screen	28221.0	3434.0	2007.0	1145.0	551.0	409.0	279.0	138.0	5.0	0.0	180041.0	1064751.0
GotPopAL21_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r2_screen	28200.0	3306.0	1829.0	1110.0	531.0	402.0	326.0	125.0	6.0	0.0	177193.0	1067953.0
GotPopAL22_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r1_screen	31140.0	3922.0	2209.0	1349.0	618.0	420.0	448.0	123.0	5.0	0.0	188731.0	1293403.0
GotPopAL22_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r2_screen	30817.0	3996.0	2224.0	1307.0	629.0	352.0	424.0	136.0	2.0	0.0	184967.0	1297514.0
GotPopAL23_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r1_screen	120.0	17.0	13.0	3.0	3.0	0.0	1.0	0.0	0.0	0.0	715.0	5794.0
GotPopAL23_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r2_screen	116.0	20.0	4.0	6.0	2.0	2.0	1.0	0.0	0.0	0.0	683.0	5832.0
GotPopAL24_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r1_screen	26105.0	3141.0	1837.0	1074.0	500.0	321.0	268.0	133.0	6.0	0.0	157921.0	998406.0
GotPopAL24_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r2_screen	25953.0	3181.0	1692.0	1012.0	473.0	351.0	209.0	101.0	7.0	0.0	154996.0	1001737.0
GotPopAL25_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r1_screen	9997.0	1327.0	700.0	428.0	221.0	171.0	108.0	58.0	1.0	0.0	61692.0	426654.0
GotPopAL25_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r2_screen	9929.0	1258.0	690.0	411.0	175.0	149.0	111.0	59.0	1.0	0.0	60365.0	428209.0
GotPopAL27_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r1_screen	20667.0	2620.0	1469.0	955.0	420.0	277.0	358.0	99.0	5.0	0.0	130199.0	860874.0
GotPopAL27_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r2_screen	20788.0	2570.0	1379.0	872.0	370.0	288.0	332.0	69.0	2.0	0.0	127549.0	863724.0
GotPopAL28_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r1_screen	30660.0	4171.0	2358.0	1464.0	619.0	392.0	399.0	179.0	4.0	0.0	185320.0	1440353.0
GotPopAL28_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r2_screen	30797.0	4045.0	2206.0	1422.0	613.0	335.0	414.0	164.0	3.0	0.0	181402.0	1444518.0
GotPopAL29_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r1_screen	30860.0	4045.0	2221.0	1344.0	633.0	383.0	358.0	149.0	6.0	0.0	200102.0	1269968.0
GotPopAL29_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r2_screen	31093.0	3878.0	2186.0	1373.0	621.0	379.0	314.0	154.0	9.0	0.0	196168.0	1273894.0
GotPopAL30_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r1_screen	14532.0	1820.0	967.0	664.0	252.0	174.0	205.0	66.0	4.0	0.0	91122.0	566750.0
GotPopAL30_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r2_screen	14595.0	1751.0	975.0	641.0	257.0	182.0	172.0	92.0	1.0	0.0	90328.0	567562.0
GotPopAL31_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r1_screen	27413.0	3330.0	1971.0	1141.0	596.0	329.0	255.0	100.0	5.0	0.0	166571.0	1008310.0
GotPopAL31_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r2_screen	27111.0	3311.0	1866.0	1047.0	542.0	318.0	216.0	86.0	4.0	0.0	164185.0	1011335.0
GotPopAL34_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r1_screen	13790.0	1729.0	949.0	602.0	275.0	211.0	153.0	59.0	3.0	0.0	84509.0	529076.0
GotPopAL34_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r2_screen	13921.0	1727.0	875.0	574.0	270.0	182.0	156.0	64.0	3.0	0.0	83372.0	530212.0
GotPopAL36_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r1_screen	26269.0	3137.0	1765.0	1072.0	528.0	300.0	246.0	107.0	4.0	0.0	159744.0	1009642.0
GotPopAL36_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r2_screen	26024.0	3151.0	1836.0	1048.0	495.0	331.0	216.0	104.0	3.0	0.0	156356.0	1013250.0
GotPopAL38_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r1_screen	19417.0	2420.0	1438.0	779.0	415.0	286.0	197.0	102.0	2.0	0.0	120719.0	788680.0
GotPopAL38_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r2_screen	19393.0	2421.0	1339.0	809.0	353.0	278.0	180.0	72.0	2.0	0.0	118219.0	791389.0
GotPopAL39_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r1_screen	23732.0	2977.0	1675.0	1045.0	450.0	323.0	250.0	108.0	0.0	0.0	145416.0	990970.0
GotPopAL39_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r2_screen	23641.0	2813.0	1612.0	1034.0	461.0	299.0	256.0	110.0	4.0	0.0	142829.0	993887.0
GotPopAL3_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r1_screen	229.0	28.0	16.0	12.0	3.0	3.0	3.0	0.0	0.0	0.0	1362.0	11399.0
GotPopAL3_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r2_screen	209.0	27.0	17.0	8.0	8.0	2.0	3.0	1.0	0.0	0.0	1252.0	11528.0
GotPopAL40_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r1_screen	20919.0	2859.0	1497.0	943.0	410.0	332.0	333.0	115.0	6.0	0.0	123251.0	975377.0
GotPopAL40_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r2_screen	20804.0	2775.0	1539.0	925.0	438.0	301.0	337.0	107.0	4.0	0.0	120169.0	978643.0
GotPopAL41_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r1_screen	15369.0	2135.0	1133.0	779.0	306.0	223.0	196.0	102.0	3.0	0.0	91143.0	740857.0
GotPopAL41_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r2_screen	15474.0	2037.0	1129.0	706.0	294.0	206.0	198.0	88.0	2.0	0.0	88528.0	743584.0
GotPopAL42_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r1_screen	46009.0	6001.0	3327.0	2012.0	1023.0	619.0	693.0	221.0	11.0	0.0	281703.0	2047322.0
GotPopAL42_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r2_screen	45928.0	6005.0	3202.0	1958.0	890.0	608.0	683.0	232.0	7.0	0.0	276134.0	2053294.0
GotPopAL43_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r1_screen	29775.0	3822.0	2193.0	1312.0	585.0	455.0	262.0	121.0	4.0	0.0	178662.0	1265336.0
GotPopAL43_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r2_screen	29688.0	3687.0	2023.0	1199.0	539.0	410.0	285.0	155.0	4.0	0.0	174457.0	1270080.0
GotPopAL44_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r1_screen	20206.0	2664.0	1452.0	896.0	377.0	230.0	263.0	104.0	2.0	0.0	125752.0	845729.0
GotPopAL44_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r2_screen	20220.0	2506.0	1363.0	888.0	373.0	213.0	262.0	92.0	2.0	0.0	124531.0	847225.0
GotPopAL45_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r1_screen	35175.0	4657.0	2542.0	1583.0	709.0	398.0	316.0	174.0	5.0	0.0	207885.0	1516412.0
GotPopAL45_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r2_screen	35391.0	4521.0	2517.0	1612.0	660.0	406.0	301.0	159.0	4.0	0.0	202917.0	1521368.0
GotPopAL46_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r1_screen	39454.0	5173.0	2679.0	1718.0	796.0	581.0	670.0	215.0	8.0	0.0	249461.0	1634599.0
GotPopAL46_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r2_screen	39344.0	4807.0	2695.0	1554.0	744.0	494.0	659.0	184.0	7.0	0.0	245235.0	1639631.0
GotPopAL49_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r1_screen	25093.0	3332.0	1874.0	1125.0	490.0	361.0	291.0	123.0	2.0	0.0	154255.0	1097902.0
GotPopAL49_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r2_screen	25036.0	3164.0	1748.0	1102.0	500.0	317.0	286.0	102.0	5.0	0.0	150446.0	1102142.0
GotPopAL4_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r1_screen	29014.0	3655.0	2056.0	1218.0	602.0	495.0	431.0	134.0	4.0	0.0	178242.0	1198634.0
GotPopAL4_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r2_screen	28977.0	3569.0	1964.0	1177.0	525.0	450.0	389.0	123.0	7.0	0.0	174002.0	1203302.0
GotPopAL50_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r1_screen	8953.0	1227.0	651.0	425.0	190.0	159.0	92.0	32.0	0.0	0.0	53455.0	413757.0
GotPopAL50_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r2_screen	8827.0	1206.0	620.0	387.0	170.0	171.0	96.0	28.0	1.0	0.0	52337.0	415098.0
GotPopAL5_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r1_screen	19011.0	2514.0	1360.0	837.0	389.0	257.0	279.0	81.0	4.0	0.0	115853.0	827630.0
GotPopAL5_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r2_screen	19069.0	2471.0	1325.0	834.0	384.0	225.0	287.0	86.0	4.0	0.0	113577.0	829953.0
GotPopAL6_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r1_screen	24285.0	3013.0	1696.0	997.0	458.0	331.0	230.0	111.0	4.0	0.0	147654.0	933717.0
GotPopAL6_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r2_screen	24349.0	2954.0	1685.0	957.0	461.0	275.0	213.0	98.0	3.0	0.0	144112.0	937389.0
GotPopAL8_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r1_screen	114.0	14.0	10.0	4.0	1.0	2.0	4.0	1.0	0.0	0.0	741.0	5904.0
GotPopAL8_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r2_screen	115.0	19.0	12.0	4.0	3.0	1.0	5.0	0.0	1.0	0.0	723.0	5912.0
GotPopAL9_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r1_screen	57279.0	7822.0	4172.0	2882.0	1269.0	821.0	699.0	261.0	9.0	0.0	331704.0	2877320.0
GotPopAL9_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r2_screen	56911.0	7338.0	4048.0	2584.0	1103.0	779.0	686.0	253.0	7.0	0.0	322042.0	2888487.0
GotPopAS10_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r1_screen	9835.0	1149.0	685.0	371.0	180.0	117.0	135.0	45.0	1.0	0.0	62873.0	341822.0
GotPopAS10_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r2_screen	9872.0	1179.0	643.0	399.0	189.0	106.0	116.0	42.0	1.0	0.0	62218.0	342448.0
GotPopAS11_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r1_screen	21900.0	2671.0	1473.0	926.0	430.0	250.0	281.0	110.0	2.0	0.0	135650.0	854931.0
GotPopAS11_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r2_screen	21850.0	2633.0	1433.0	922.0	392.0	260.0	277.0	104.0	3.0	0.0	132865.0	857885.0
GotPopAS12_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r1_screen	12222.0	1582.0	933.0	517.0	253.0	164.0	153.0	54.0	0.0	0.0	75692.0	532628.0
GotPopAS12_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r2_screen	12218.0	1593.0	815.0	517.0	214.0	181.0	135.0	55.0	4.0	0.0	73217.0	535249.0
GotPopAS13_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r1_screen	510.0	80.0	29.0	28.0	11.0	9.0	3.0	5.0	0.0	0.0	2933.0	26183.0
GotPopAS13_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r2_screen	471.0	55.0	36.0	26.0	7.0	6.0	2.0	3.0	0.0	0.0	2859.0	26326.0
GotPopAS14_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r1_screen	22092.0	2646.0	1537.0	947.0	439.0	229.0	250.0	130.0	2.0	0.0	142948.0	843712.0
GotPopAS14_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r2_screen	21875.0	2641.0	1458.0	843.0	410.0	239.0	249.0	118.0	2.0	0.0	140340.0	846757.0
GotPopAS15_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r1_screen	17798.0	2240.0	1305.0	834.0	405.0	235.0	188.0	91.0	2.0	0.0	113329.0	751186.0
GotPopAS15_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r2_screen	17588.0	2250.0	1287.0	758.0	341.0	203.0	205.0	97.0	2.0	0.0	110145.0	754737.0
GotPopAS16_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r1_screen	46185.0	6363.0	3341.0	2120.0	966.0	766.0	764.0	216.0	7.0	0.0	273135.0	2166979.0
GotPopAS16_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r2_screen	46310.0	6042.0	3204.0	2042.0	989.0	703.0	745.0	207.0	6.0	0.0	266613.0	2173981.0
GotPopAS17_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r1_screen	43831.0	5417.0	3002.0	1812.0	813.0	625.0	429.0	198.0	5.0	0.0	260456.0	1752609.0
GotPopAS17_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r2_screen	43532.0	5192.0	2888.0	1758.0	831.0	584.0	424.0	208.0	9.0	0.0	255575.0	1758196.0
GotPopAS18_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r1_screen	8643.0	1073.0	605.0	390.0	190.0	146.0	109.0	39.0	4.0	0.0	52339.0	360612.0
GotPopAS18_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r2_screen	8572.0	1061.0	640.0	373.0	165.0	123.0	101.0	35.0	4.0	0.0	51361.0	361715.0
GotPopAS19_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r1_screen	17312.0	1991.0	1183.0	656.0	319.0	210.0	235.0	73.0	1.0	0.0	109065.0	590171.0
GotPopAS19_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r2_screen	17298.0	1960.0	1038.0	613.0	308.0	181.0	239.0	61.0	3.0	0.0	107758.0	591757.0
GotPopAS1_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r1_screen	5427.0	727.0	385.0	261.0	99.0	72.0	47.0	26.0	1.0	0.0	34070.0	233896.0
GotPopAS1_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r2_screen	5564.0	717.0	395.0	227.0	90.0	61.0	64.0	22.0	1.0	0.0	33231.0	234639.0
GotPopAS21_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r1_screen	21264.0	2815.0	1542.0	972.0	442.0	297.0	348.0	97.0	3.0	0.0	126760.0	954861.0
GotPopAS21_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r2_screen	21079.0	2791.0	1474.0	929.0	387.0	275.0	390.0	111.0	5.0	0.0	123327.0	958633.0
GotPopAS22_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r1_screen	24174.0	3341.0	1772.0	1137.0	500.0	401.0	323.0	121.0	2.0	0.0	146890.0	1092041.0
GotPopAS22_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r2_screen	24253.0	3234.0	1716.0	1090.0	455.0	410.0	307.0	110.0	3.0	0.0	143906.0	1095218.0
GotPopAS23_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r1_screen	15958.0	2063.0	1196.0	658.0	323.0	218.0	186.0	72.0	4.0	0.0	101944.0	679877.0
GotPopAS23_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r2_screen	15791.0	2002.0	1092.0	617.0	308.0	197.0	191.0	84.0	2.0	0.0	99610.0	682605.0
GotPopAS24_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r1_screen	18627.0	2581.0	1330.0	895.0	348.0	306.0	317.0	92.0	1.0	0.0	110273.0	863522.0
GotPopAS24_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r2_screen	18708.0	2455.0	1362.0	800.0	376.0	266.0	304.0	97.0	4.0	0.0	107902.0	866018.0
GotPopAS25_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r1_screen	34289.0	4292.0	2310.0	1436.0	711.0	394.0	286.0	155.0	5.0	0.0	213159.0	1288580.0
GotPopAS25_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r2_screen	34450.0	4247.0	2263.0	1279.0	604.0	363.0	267.0	153.0	4.0	0.0	209852.0	1292135.0
GotPopAS26_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r1_screen	27168.0	3382.0	1875.0	1178.0	566.0	317.0	344.0	112.0	5.0	0.0	168088.0	1056485.0
GotPopAS26_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r2_screen	27028.0	3251.0	1795.0	1111.0	504.0	307.0	346.0	100.0	1.0	0.0	164436.0	1060641.0
GotPopAS27_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r1_screen	18260.0	2263.0	1285.0	781.0	356.0	233.0	185.0	80.0	3.0	0.0	114167.0	693885.0
GotPopAS27_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r2_screen	18358.0	2281.0	1247.0	786.0	367.0	244.0	174.0	79.0	2.0	0.0	112496.0	695464.0
GotPopAS29_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r1_screen	30361.0	4138.0	2133.0	1435.0	662.0	378.0	575.0	135.0	9.0	0.0	181863.0	1336205.0
GotPopAS29_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r2_screen	29719.0	3852.0	2092.0	1308.0	579.0	369.0	570.0	146.0	1.0	0.0	177289.0	1341969.0
GotPopAS2_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r1_screen	26919.0	3612.0	2019.0	1261.0	541.0	391.0	258.0	131.0	4.0	0.0	156994.0	1189106.0
GotPopAS2_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r2_screen	26570.0	3474.0	1911.0	1150.0	451.0	395.0	258.0	97.0	5.0	0.0	153952.0	1192973.0
GotPopAS30_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r1_screen	20428.0	2585.0	1399.0	831.0	420.0	361.0	344.0	90.0	2.0	0.0	120476.0	865015.0
GotPopAS30_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r2_screen	20119.0	2451.0	1399.0	818.0	391.0	299.0	337.0	96.0	5.0	0.0	117580.0	868456.0
GotPopAS31_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r1_screen	16981.0	2146.0	1183.0	762.0	333.0	202.0	169.0	85.0	6.0	0.0	98743.0	745839.0
GotPopAS31_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r2_screen	16837.0	2131.0	1169.0	712.0	302.0	199.0	158.0	54.0	3.0	0.0	96532.0	748352.0
GotPopAS32_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r1_screen	317.0	46.0	24.0	16.0	4.0	2.0	4.0	1.0	1.0	0.0	1813.0	15365.0
GotPopAS32_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r2_screen	288.0	43.0	17.0	14.0	10.0	2.0	7.0	0.0	1.0	0.0	1751.0	15460.0
GotPopAS33_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r1_screen	14997.0	2099.0	1101.0	733.0	285.0	229.0	181.0	84.0	4.0	0.0	87588.0	743614.0
GotPopAS33_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r2_screen	14922.0	2023.0	1053.0	704.0	271.0	207.0	162.0	65.0	2.0	0.0	85084.0	746422.0
GotPopAS34_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r1_screen	41328.0	5611.0	3035.0	1984.0	824.0	619.0	878.0	210.0	4.0	0.0	242601.0	1873056.0
GotPopAS34_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r2_screen	41601.0	5310.0	2918.0	1786.0	818.0	563.0	889.0	189.0	19.0	0.0	237142.0	1878915.0
GotPopAS35_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r1_screen	10856.0	1320.0	709.0	422.0	209.0	146.0	99.0	51.0	1.0	0.0	67661.0	416528.0
GotPopAS35_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r2_screen	10809.0	1306.0	703.0	417.0	214.0	146.0	102.0	33.0	0.0	0.0	66947.0	417325.0
GotPopAS37_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r1_screen	30221.0	3692.0	2183.0	1352.0	623.0	348.0	242.0	133.0	4.0	0.0	182316.0	1207271.0
GotPopAS37_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r2_screen	30235.0	3648.0	2100.0	1252.0	623.0	377.0	256.0	116.0	3.0	0.0	179362.0	1210413.0
GotPopAS38_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r1_screen	22315.0	2702.0	1544.0	901.0	417.0	259.0	333.0	88.0	1.0	0.0	140865.0	823104.0
GotPopAS38_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r2_screen	22170.0	2654.0	1503.0	868.0	394.0	254.0	320.0	76.0	2.0	0.0	138504.0	825784.0
GotPopAS39_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r1_screen	20957.0	2780.0	1586.0	1009.0	415.0	249.0	251.0	92.0	2.0	0.0	123237.0	928054.0
GotPopAS39_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r2_screen	20680.0	2718.0	1389.0	928.0	370.0	238.0	229.0	94.0	3.0	0.0	120908.0	931075.0
GotPopAS41_CKDL230010745-1A_HJJCCCCX2_L2_clmp.fp2_r1_screen	4866.0	710.0	385.0	203.0	104.0	105.0	59.0	22.0	0.0	0.0	29888.0	224355.0
