Sample	Protists_1k	Bacteria_24k	Human	Fungi_RefSeq_release	Bird	Plant	Coral	Viruses	Vectors	Contamnts_Adaptrs	Multiple Genomes	No hits
Sde-ABol_023-Ex1-11B-lcwgs-1-1.clmp.fp2_r1_screen	773.0	241.0	82.0	45.0	40.0	18.0	8.0	3.0	0.0	0.0	7288.0	60757.0
Sde-ABol_023-Ex1-11B-lcwgs-1-1.clmp.fp2_r2_screen	781.0	222.0	85.0	55.0	44.0	16.0	6.0	5.0	0.0	0.0	7513.0	60528.0
Sde-ABol_024-Ex1-12B-lcwgs-1-1.clmp.fp2_r1_screen	16.0	5.0	4.0	3.0	2.0	1.0	0.0	0.0	0.0	0.0	603.0	1380.0
Sde-ABol_024-Ex1-12B-lcwgs-1-1.clmp.fp2_r2_screen	18.0	8.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	607.0	1378.0
Sde-ABol_026-Ex1-2C-lcwgs-1-1.clmp.fp2_r1_screen	2795.0	440.0	288.0	173.0	123.0	63.0	27.0	11.0	0.0	0.0	27126.0	190077.0
Sde-ABol_026-Ex1-2C-lcwgs-1-1.clmp.fp2_r2_screen	2832.0	437.0	277.0	170.0	114.0	74.0	20.0	8.0	1.0	0.0	26958.0	190232.0
Sde-ABol_027-Ex1-3C-lcwgs-1-1.clmp.fp2_r1_screen	2852.0	802.0	254.0	181.0	111.0	69.0	19.0	8.0	3.0	0.0	20067.0	267085.0
Sde-ABol_027-Ex1-3C-lcwgs-1-1.clmp.fp2_r2_screen	2868.0	809.0	246.0	173.0	119.0	82.0	25.0	7.0	0.0	0.0	20474.0	266648.0
Sde-ABol_028-Ex1-4C-lcwgs-1-1.clmp.fp2_r1_screen	10503.0	2358.0	945.0	627.0	479.0	252.0	96.0	41.0	0.0	0.0	98509.0	949832.0
Sde-ABol_028-Ex1-4C-lcwgs-1-1.clmp.fp2_r2_screen	10510.0	2325.0	970.0	655.0	508.0	278.0	84.0	37.0	1.0	0.0	98017.0	950257.0
Sde-ABol_029-Ex1-5C-lcwgs-1-1.clmp.fp2_r1_screen	36.0	10.0	5.0	3.0	2.0	1.0	0.0	0.0	0.0	0.0	815.0	3172.0
Sde-ABol_029-Ex1-5C-lcwgs-1-1.clmp.fp2_r2_screen	38.0	12.0	5.0	2.0	2.0	1.0	0.0	0.0	0.0	0.0	814.0	3170.0
Sde-ABol_030-Ex1-6C-lcwgs-1-1.clmp.fp2_r1_screen	11616.0	7329.0	1033.0	654.0	467.0	305.0	121.0	55.0	1.0	0.0	193997.0	759884.0
Sde-ABol_030-Ex1-6C-lcwgs-1-1.clmp.fp2_r2_screen	11950.0	7214.0	1003.0	632.0	434.0	287.0	96.0	41.0	3.0	0.0	192454.0	761348.0
Sde-ABol_031-Ex1-7C-lcwgs-1-1.clmp.fp2_r1_screen	1432.0	379.0	138.0	98.0	84.0	41.0	12.0	5.0	0.0	0.0	12843.0	101219.0
Sde-ABol_031-Ex1-7C-lcwgs-1-1.clmp.fp2_r2_screen	1489.0	389.0	140.0	84.0	85.0	35.0	10.0	8.0	0.0	0.0	13164.0	100847.0
Sde-ABol_032-Ex1-8C-lcwgs-1-1.clmp.fp2_r1_screen	2300.0	499.0	235.0	131.0	117.0	57.0	17.0	7.0	1.0	0.0	30939.0	155736.0
Sde-ABol_032-Ex1-8C-lcwgs-1-1.clmp.fp2_r2_screen	2376.0	504.0	193.0	119.0	104.0	50.0	16.0	10.0	0.0	0.0	30702.0	155965.0
Sde-ABol_033-Ex1-9C-lcwgs-1-1.clmp.fp2_r1_screen	96126.0	32301.0	11215.0	6173.0	4151.0	2247.0	927.0	409.0	32.0	0.0	1074023.0	8333169.0
Sde-ABol_033-Ex1-9C-lcwgs-1-1.clmp.fp2_r2_screen	98045.0	32154.0	10909.0	5980.0	4052.0	2212.0	889.0	340.0	15.0	0.0	1067271.0	8338906.0
Sde-ABol_034-Ex1-10C-lcwgs-1-1.clmp.fp2_r1_screen	28.0	16.0	2.0	2.0	2.0	1.0	0.0	1.0	0.0	0.0	864.0	2270.0
Sde-ABol_034-Ex1-10C-lcwgs-1-1.clmp.fp2_r2_screen	20.0	14.0	2.0	2.0	3.0	1.0	0.0	0.0	0.0	0.0	860.0	2284.0
Sde-ABol_036-Ex1-12C-lcwgs-1-1.clmp.fp2_r1_screen	54.0	27.0	3.0	3.0	2.0	2.0	2.0	0.0	0.0	0.0	1323.0	4921.0
Sde-ABol_036-Ex1-12C-lcwgs-1-1.clmp.fp2_r2_screen	55.0	31.0	3.0	4.0	1.0	1.0	0.0	0.0	0.0	0.0	1315.0	4927.0
Sde-ABol_037-Ex1-1D-lcwgs-1-1.clmp.fp2_r1_screen	2585.0	1578.0	244.0	144.0	134.0	74.0	27.0	16.0	0.0	0.0	37599.0	170880.0
Sde-ABol_037-Ex1-1D-lcwgs-1-1.clmp.fp2_r2_screen	2754.0	1570.0	249.0	145.0	125.0	75.0	22.0	13.0	1.0	0.0	38129.0	170198.0
Sde-ABol_038-Ex1-2D-lcwgs-1-1.clmp.fp2_r1_screen	9.0	6.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	455.0	904.0
Sde-ABol_038-Ex1-2D-lcwgs-1-1.clmp.fp2_r2_screen	7.0	6.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	461.0	900.0
Sde-ABol_039-Ex1-3D-lcwgs-1-1.clmp.fp2_r1_screen	6612.0	4126.0	717.0	444.0	304.0	173.0	79.0	34.0	4.0	0.0	112181.0	579695.0
Sde-ABol_039-Ex1-3D-lcwgs-1-1.clmp.fp2_r2_screen	6798.0	4100.0	681.0	431.0	327.0	173.0	67.0	15.0	3.0	0.0	111515.0	580259.0
Sde-ABol_040-Ex1-4D-lcwgs-1-1.clmp.fp2_r1_screen	641.0	135.0	60.0	40.0	36.0	13.0	4.0	1.0	0.0	0.0	7551.0	54851.0
Sde-ABol_040-Ex1-4D-lcwgs-1-1.clmp.fp2_r2_screen	684.0	124.0	68.0	53.0	38.0	12.0	3.0	3.0	1.0	0.0	7615.0	54731.0
Sde-ABol_041-Ex1-5D-lcwgs-1-1.clmp.fp2_r1_screen	97.0	37.0	7.0	2.0	5.0	0.0	0.0	1.0	0.0	0.0	1837.0	6691.0
Sde-ABol_041-Ex1-5D-lcwgs-1-1.clmp.fp2_r2_screen	82.0	32.0	9.0	2.0	0.0	2.0	1.0	0.0	0.0	0.0	1825.0	6724.0
Sde-ABol_042-Ex1-6D-lcwgs-1-1.clmp.fp2_r1_screen	31354.0	26643.0	2796.0	1890.0	1170.0	844.0	306.0	112.0	2.0	0.0	506306.0	2216006.0
Sde-ABol_042-Ex1-6D-lcwgs-1-1.clmp.fp2_r2_screen	31936.0	26522.0	2764.0	1819.0	1148.0	739.0	283.0	108.0	4.0	0.0	503034.0	2219072.0
Sde-ABol_044-Ex1-8D-lcwgs-1-1.clmp.fp2_r1_screen	154547.0	92650.0	14681.0	9520.0	6044.0	4154.0	1574.0	631.0	89.0	0.0	2077798.0	13227011.0
Sde-ABol_046-Ex1-10D-lcwgs-1-1.clmp.fp2_r1_screen	7525.0	6658.0	777.0	458.0	351.0	184.0	79.0	40.0	1.0	0.0	120971.0	562512.0
Sde-ABol_046-Ex1-10D-lcwgs-1-1.clmp.fp2_r2_screen	7636.0	6599.0	732.0	476.0	352.0	175.0	83.0	38.0	1.0	0.0	120252.0	563212.0
Sde-ABol_047-Ex1-11D-lcwgs-1-1.clmp.fp2_r1_screen	8512.0	6184.0	963.0	520.0	380.0	221.0	96.0	34.0	0.0	0.0	153985.0	612307.0
Sde-ABol_047-Ex1-11D-lcwgs-1-1.clmp.fp2_r2_screen	8731.0	6237.0	847.0	505.0	362.0	161.0	78.0	28.0	0.0	0.0	152850.0	613403.0
Sde-ABol_048-Ex1-12D-lcwgs-1-1.clmp.fp2_r1_screen	3675.0	28401.0	1402.0	495.0	92.0	53.0	34.0	27.0	7.0	0.0	70911.0	202923.0
Sde-ABol_048-Ex1-12D-lcwgs-1-1.clmp.fp2_r2_screen	3733.0	28290.0	1410.0	486.0	97.0	47.0	28.0	35.0	6.0	0.0	71519.0	202369.0
Sde-ABol_049-Ex1-1E-lcwgs-1-1.clmp.fp2_r1_screen	7.0	3.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	247.0	465.0
Sde-ABol_049-Ex1-1E-lcwgs-1-1.clmp.fp2_r2_screen	2.0	3.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	245.0	472.0
Sde-ABol_050-Ex1-2E-lcwgs-1-1.clmp.fp2_r1_screen	4.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	174.0	196.0
Sde-ABol_050-Ex1-2E-lcwgs-1-1.clmp.fp2_r2_screen	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	170.0	199.0
Sde-ABol_051-Ex1-3E-lcwgs-1-1.clmp.fp2_r1_screen	1266.0	901.0	101.0	71.0	83.0	35.0	18.0	6.0	0.0	0.0	20117.0	63290.0
Sde-ABol_051-Ex1-3E-lcwgs-1-1.clmp.fp2_r2_screen	1251.0	892.0	108.0	75.0	88.0	32.0	12.0	6.0	0.0	0.0	20572.0	62852.0
Sde-ABol_053-Ex1-5E-lcwgs-1-1.clmp.fp2_r1_screen	9592.0	5485.0	820.0	535.0	553.0	248.0	82.0	55.0	0.0	0.0	215923.0	333502.0
Sde-ABol_053-Ex1-5E-lcwgs-1-1.clmp.fp2_r2_screen	9930.0	5374.0	755.0	490.0	532.0	255.0	63.0	32.0	2.0	0.0	214160.0	335202.0
Sde-ABol_054-Ex1-6E-lcwgs-1-1.clmp.fp2_r1_screen	8357.0	3810.0	733.0	506.0	424.0	240.0	69.0	45.0	0.0	0.0	202675.0	314267.0
Sde-ABol_054-Ex1-6E-lcwgs-1-1.clmp.fp2_r2_screen	8631.0	3804.0	677.0	477.0	423.0	222.0	70.0	43.0	0.0	0.0	201344.0	315435.0
Sde-ABol_055-Ex1-7E-lcwgs-1-1.clmp.fp2_r1_screen	704.0	196.0	61.0	37.0	43.0	21.0	6.0	1.0	0.0	0.0	9848.0	52813.0
Sde-ABol_055-Ex1-7E-lcwgs-1-1.clmp.fp2_r2_screen	722.0	195.0	66.0	36.0	31.0	9.0	10.0	1.0	0.0	0.0	9771.0	52889.0
Sde-ABol_056-Ex1-8E-lcwgs-1-1.clmp.fp2_r1_screen	2035.0	1331.0	203.0	137.0	119.0	54.0	15.0	3.0	0.0	0.0	27951.0	162940.0
Sde-ABol_056-Ex1-8E-lcwgs-1-1.clmp.fp2_r2_screen	2170.0	1289.0	237.0	120.0	87.0	53.0	14.0	3.0	2.0	0.0	28438.0	162375.0
Sde-ABol_057-Ex1-9E-lcwgs-1-1.clmp.fp2_r1_screen	11432.0	5769.0	1102.0	688.0	478.0	326.0	111.0	44.0	4.0	0.0	155766.0	904302.0
Sde-ABol_057-Ex1-9E-lcwgs-1-1.clmp.fp2_r2_screen	11545.0	5748.0	1010.0	666.0	479.0	308.0	111.0	32.0	2.0	0.0	154631.0	905490.0
Sde-ABol_058-Ex1-10E-lcwgs-1-1.clmp.fp2_r1_screen	4006.0	1838.0	356.0	278.0	245.0	107.0	36.0	17.0	1.0	0.0	30780.0	344322.0
Sde-ABol_058-Ex1-10E-lcwgs-1-1.clmp.fp2_r2_screen	4038.0	1832.0	324.0	242.0	242.0	98.0	34.0	16.0	0.0	0.0	30151.0	345009.0
Sde-ABol_059-Ex1-11E-lcwgs-1-1.clmp.fp2_r1_screen	2159.0	425.0	191.0	109.0	168.0	50.0	17.0	6.0	1.0	0.0	23381.0	108591.0
Sde-ABol_059-Ex1-11E-lcwgs-1-1.clmp.fp2_r2_screen	2185.0	413.0	170.0	98.0	154.0	44.0	26.0	3.0	0.0	0.0	24049.0	107956.0
Sde-ABol_060-Ex1-12E-lcwgs-1-1.clmp.fp2_r1_screen	2446.0	1339.0	231.0	137.0	160.0	57.0	27.0	5.0	1.0	0.0	33175.0	173771.0
Sde-ABol_060-Ex1-12E-lcwgs-1-1.clmp.fp2_r2_screen	2492.0	1297.0	224.0	145.0	154.0	58.0	25.0	16.0	0.0	0.0	34309.0	172629.0
Sde-ABol_061-Ex1-1F-lcwgs-1-1.clmp.fp2_r1_screen	878.0	404.0	87.0	44.0	45.0	24.0	6.0	7.0	1.0	0.0	13405.0	54827.0
Sde-ABol_061-Ex1-1F-lcwgs-1-1.clmp.fp2_r2_screen	866.0	381.0	54.0	44.0	73.0	19.0	9.0	5.0	0.0	0.0	12955.0	55322.0
Sde-ABol_062-Ex1-2F-lcwgs-1-1.clmp.fp2_r1_screen	3212.0	913.0	260.0	212.0	141.0	87.0	30.0	10.0	0.0	0.0	35188.0	237510.0
Sde-ABol_062-Ex1-2F-lcwgs-1-1.clmp.fp2_r2_screen	3156.0	952.0	296.0	202.0	130.0	90.0	36.0	8.0	0.0	0.0	36016.0	236677.0
Sde-ABol_063-Ex1-3F-lcwgs-1-1.clmp.fp2_r1_screen	4332.0	1841.0	437.0	270.0	234.0	122.0	41.0	23.0	1.0	0.0	61820.0	304099.0
Sde-ABol_063-Ex1-3F-lcwgs-1-1.clmp.fp2_r2_screen	4490.0	1841.0	445.0	251.0	228.0	114.0	49.0	14.0	0.0	0.0	63256.0	302532.0
Sde-ABol_064-Ex1-4F-lcwgs-1-1.clmp.fp2_r1_screen	21766.0	9875.0	2425.0	1319.0	1249.0	638.0	251.0	93.0	0.0	0.0	254670.0	2031132.0
Sde-ABol_064-Ex1-4F-lcwgs-1-1.clmp.fp2_r2_screen	22319.0	9772.0	2347.0	1301.0	1245.0	578.0	228.0	81.0	5.0	0.0	252784.0	2032758.0
Sde-ABol_065-Ex1-5F-lcwgs-1-1.clmp.fp2_r1_screen	1830.0	238.0	157.0	121.0	106.0	35.0	19.0	9.0	0.0	0.0	21798.0	128401.0
Sde-ABol_065-Ex1-5F-lcwgs-1-1.clmp.fp2_r2_screen	1900.0	239.0	152.0	89.0	95.0	43.0	20.0	10.0	1.0	0.0	21672.0	128493.0
Sde-ABol_067-Ex1-7F-lcwgs-1-1.clmp.fp2_r1_screen	9102.0	2664.0	849.0	556.0	402.0	265.0	91.0	41.0	2.0	0.0	94082.0	761240.0
Sde-ABol_067-Ex1-7F-lcwgs-1-1.clmp.fp2_r2_screen	9206.0	2622.0	800.0	590.0	374.0	208.0	81.0	30.0	1.0	0.0	93446.0	761936.0
Sde-ABol_068-Ex1-8F-lcwgs-1-1.clmp.fp2_r1_screen	69274.0	52291.0	6810.0	4384.0	2862.0	1813.0	709.0	282.0	33.0	0.0	962651.0	5304411.0
Sde-ABol_068-Ex1-8F-lcwgs-1-1.clmp.fp2_r2_screen	69469.0	51753.0	6475.0	4217.0	2798.0	1608.0	638.0	246.0	17.0	0.0	933782.0	5334517.0
Sde-ABol_069-Ex1-9F-lcwgs-1-1.clmp.fp2_r1_screen	4476.0	1502.0	463.0	298.0	177.0	128.0	33.0	18.0	1.0	0.0	46500.0	412854.0
Sde-ABol_069-Ex1-9F-lcwgs-1-1.clmp.fp2_r2_screen	4612.0	1505.0	437.0	273.0	165.0	117.0	44.0	15.0	0.0	0.0	46241.0	413041.0
Sde-ABol_070-Ex1-10F-lcwgs-1-1.clmp.fp2_r1_screen	13999.0	9784.0	1275.0	801.0	531.0	338.0	134.0	51.0	4.0	0.0	195750.0	990115.0
Sde-ABol_070-Ex1-10F-lcwgs-1-1.clmp.fp2_r2_screen	14068.0	9745.0	1219.0	749.0	538.0	323.0	95.0	38.0	3.0	0.0	194798.0	991206.0
Sde-ABol_071-Ex1-11F-lcwgs-1-1.clmp.fp2_r1_screen	3057.0	1927.0	302.0	202.0	151.0	80.0	30.0	11.0	2.0	0.0	47258.0	216527.0
Sde-ABol_071-Ex1-11F-lcwgs-1-1.clmp.fp2_r2_screen	3086.0	1937.0	274.0	174.0	142.0	81.0	35.0	12.0	1.0	0.0	46955.0	216850.0
Sde-ABol_072-Ex1-12F-lcwgs-1-1.clmp.fp2_r1_screen	4828.0	1510.0	487.0	308.0	197.0	104.0	41.0	16.0	1.0	0.0	43163.0	410262.0
Sde-ABol_072-Ex1-12F-lcwgs-1-1.clmp.fp2_r2_screen	4759.0	1484.0	500.0	251.0	177.0	108.0	41.0	22.0	0.0	0.0	42852.0	410723.0
Sde-ABol_073-Ex1-1G-lcwgs-1-1.clmp.fp2_r1_screen	20.0	8.0	0.0	0.0	5.0	3.0	0.0	0.0	0.0	0.0	852.0	1616.0
Sde-ABol_073-Ex1-1G-lcwgs-1-1.clmp.fp2_r2_screen	13.0	6.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	851.0	1631.0
Sde-ABol_074-Ex1-2G-lcwgs-1-1.clmp.fp2_r1_screen	7201.0	4318.0	1030.0	436.0	245.0	166.0	69.0	32.0	1.0	0.0	104667.0	500175.0
Sde-ABol_074-Ex1-2G-lcwgs-1-1.clmp.fp2_r2_screen	7422.0	4370.0	967.0	400.0	268.0	183.0	51.0	29.0	0.0	0.0	104042.0	500608.0
Sde-ABol_075-Ex1-3G-lcwgs-1-1.clmp.fp2_r1_screen	3239.0	2037.0	276.0	184.0	134.0	90.0	33.0	17.0	1.0	0.0	50764.0	224564.0
Sde-ABol_075-Ex1-3G-lcwgs-1-1.clmp.fp2_r2_screen	3466.0	2034.0	286.0	176.0	162.0	97.0	32.0	13.0	0.0	0.0	51578.0	223495.0
Sde-ABol_077-Ex1-5G-lcwgs-1-1.clmp.fp2_r1_screen	64907.0	17869.0	5829.0	3990.0	2018.0	1562.0	634.0	341.0	5.0	0.0	505229.0	5778797.0
Sde-ABol_077-Ex1-5G-lcwgs-1-1.clmp.fp2_r2_screen	65129.0	17752.0	5800.0	4014.0	1898.0	1584.0	592.0	280.0	9.0	0.0	502774.0	5781349.0
Sde-ABol_078-Ex1-6G-lcwgs-1-1.clmp.fp2_r1_screen	6295.0	3536.0	639.0	348.0	275.0	170.0	68.0	36.0	0.0	0.0	98267.0	454907.0
Sde-ABol_078-Ex1-6G-lcwgs-1-1.clmp.fp2_r2_screen	6464.0	3553.0	642.0	320.0	286.0	162.0	61.0	18.0	1.0	0.0	97563.0	455471.0
Sde-ABol_079-Ex1-7G-lcwgs-1-1.clmp.fp2_r1_screen	48394.0	10342.0	5453.0	3042.0	1518.0	1097.0	423.0	180.0	5.0	0.0	469493.0	3635973.0
Sde-ABol_079-Ex1-7G-lcwgs-1-1.clmp.fp2_r2_screen	48424.0	10200.0	5411.0	2940.0	1472.0	1077.0	392.0	153.0	3.0	0.0	466534.0	3639314.0
Sde-ABol_080-Ex1-8G-lcwgs-1-1.clmp.fp2_r1_screen	8448.0	5772.0	1281.0	525.0	357.0	224.0	76.0	21.0	4.0	0.0	109133.0	610071.0
Sde-ABol_080-Ex1-8G-lcwgs-1-1.clmp.fp2_r2_screen	8668.0	5800.0	1295.0	507.0	352.0	185.0	62.0	18.0	3.0	0.0	108363.0	610659.0
Sde-ABol_081-Ex1-9G-lcwgs-1-1.clmp.fp2_r1_screen	943.0	333.0	102.0	63.0	45.0	32.0	12.0	7.0	1.0	0.0	8627.0	71809.0
Sde-ABol_081-Ex1-9G-lcwgs-1-1.clmp.fp2_r2_screen	997.0	336.0	98.0	59.0	36.0	29.0	5.0	2.0	0.0	0.0	8825.0	71587.0
Sde-ABol_082-Ex1-10G-lcwgs-1-1.clmp.fp2_r1_screen	7566.0	2878.0	726.0	478.0	348.0	208.0	78.0	22.0	1.0	0.0	86345.0	633174.0
Sde-ABol_082-Ex1-10G-lcwgs-1-1.clmp.fp2_r2_screen	7760.0	2909.0	712.0	457.0	312.0	200.0	87.0	19.0	2.0	0.0	85826.0	633540.0
Sde-ABol_083-Ex1-11G-lcwgs-1-1.clmp.fp2_r1_screen	77568.0	81421.0	10003.0	4703.0	3602.0	1814.0	732.0	310.0	9.0	1.0	1261605.0	5090936.0
Sde-ABol_083-Ex1-11G-lcwgs-1-1.clmp.fp2_r2_screen	79658.0	80885.0	10116.0	4536.0	3459.0	1730.0	715.0	289.0	7.0	0.0	1252534.0	5098775.0
Sde-ABol_084-Ex1-12G-lcwgs-1-1.clmp.fp2_r1_screen	108477.0	51986.0	12026.0	8462.0	4365.0	2890.0	1058.0	385.0	9.0	0.0	1133307.0	8791439.0
Sde-ABol_084-Ex1-12G-lcwgs-1-1.clmp.fp2_r2_screen	108837.0	51812.0	11946.0	8391.0	4225.0	2726.0	945.0	331.0	10.0	0.0	1126661.0	8798520.0
Sde-ABol_087-Ex1-3H-lcwgs-1-1.clmp.fp2_r1_screen	22669.0	17247.0	2149.0	1379.0	853.0	572.0	236.0	88.0	3.0	0.0	302962.0	1696221.0
Sde-ABol_087-Ex1-3H-lcwgs-1-1.clmp.fp2_r2_screen	22898.0	17149.0	2184.0	1348.0	828.0	552.0	223.0	71.0	2.0	0.0	301063.0	1698061.0
Sde-ABol_088-Ex1-4H-lcwgs-1-1.clmp.fp2_r1_screen	52844.0	39881.0	6466.0	3289.0	2025.0	1262.0	455.0	163.0	4.0	0.0	571702.0	4293247.0
Sde-ABol_088-Ex1-4H-lcwgs-1-1.clmp.fp2_r2_screen	53346.0	39643.0	6502.0	3175.0	2016.0	1176.0	464.0	163.0	11.0	0.0	568612.0	4296230.0
Sde-ABol_090-Ex1-6H-lcwgs-1-1.clmp.fp2_r1_screen	125372.0	54786.0	12525.0	7673.0	3999.0	3055.0	1167.0	405.0	7.0	0.0	1009070.0	10176311.0
Sde-ABol_090-Ex1-6H-lcwgs-1-1.clmp.fp2_r2_screen	126032.0	54597.0	12415.0	7820.0	3966.0	2999.0	1167.0	407.0	19.0	0.0	1005218.0	10179730.0
Sde-ABol_091-Ex1-7H-lcwgs-1-1.clmp.fp2_r1_screen	10896.0	3077.0	1373.0	694.0	481.0	285.0	91.0	33.0	0.0	0.0	117234.0	843702.0
Sde-ABol_091-Ex1-7H-lcwgs-1-1.clmp.fp2_r2_screen	11009.0	3004.0	1347.0	635.0	474.0	286.0	99.0	39.0	2.0	0.0	116584.0	844387.0
Sde-ABol_092-Ex1-8H-lcwgs-1-1.clmp.fp2_r1_screen	20712.0	6040.0	2252.0	1294.0	901.0	579.0	192.0	79.0	8.0	0.0	194569.0	1778907.0
Sde-ABol_092-Ex1-8H-lcwgs-1-1.clmp.fp2_r2_screen	21074.0	6057.0	2148.0	1325.0	841.0	571.0	214.0	67.0	11.0	0.0	193315.0	1779910.0
Sde-ABol_095-Ex1-11H-lcwgs-1-1.clmp.fp2_r1_screen	388.0	145.0	31.0	20.0	22.0	8.0	2.0	0.0	0.0	0.0	5437.0	30653.0
Sde-ABol_095-Ex1-11H-lcwgs-1-1.clmp.fp2_r2_screen	408.0	147.0	41.0	22.0	20.0	11.0	5.0	3.0	0.0	0.0	5382.0	30667.0
Sde-CMal_003-Ex1-2G-lcwgs-1-1.clmp.fp2_r1_screen	571.0	1293.0	131.0	39.0	38.0	16.0	8.0	4.0	0.0	0.0	10502.0	53721.0
Sde-CMal_003-Ex1-2G-lcwgs-1-1.clmp.fp2_r2_screen	632.0	1283.0	129.0	45.0	32.0	13.0	19.0	3.0	0.0	0.0	9942.0	54225.0
Sde-CMal_004-Ex1-2E-lcwgs-1-1.clmp.fp2_r1_screen	93.0	167.0	14.0	9.0	7.0	2.0	0.0	0.0	0.0	0.0	2318.0	6385.0
Sde-CMal_004-Ex1-2E-lcwgs-1-1.clmp.fp2_r2_screen	70.0	171.0	14.0	6.0	4.0	1.0	3.0	0.0	1.0	0.0	2215.0	6510.0
Sde-CMal_005-Ex1-4D-lcwgs-1-1.clmp.fp2_r1_screen	261.0	463.0	21.0	11.0	18.0	7.0	0.0	2.0	0.0	0.0	3539.0	19943.0
