Sample	Protists_1k	Human	Fungi_RefSeq_release	Bird	Plant	Coral	Bacteria_24k	Viruses	Vectors	Contamnts_Adaptrs	Multiple Genomes	No hits
Cch-CAS_012-10H-lcwgs-1-2.clmp.fp2_r2_screen	77616.0	11639.0	5941.0	4415.0	1678.0	1234.0	1062.0	442.0	5.0	0.0	410871.0	4739204.0
Cch-CAS_013-11A-lcwgs-1-2.clmp.fp2_r1_screen	1219391.0	185470.0	94858.0	72802.0	27465.0	20262.0	13330.0	8180.0	185.0	0.0	6938306.0	71608990.0
Cch-CAS_013-11A-lcwgs-1-2.clmp.fp2_r2_screen	1235056.0	183192.0	93287.0	71794.0	26920.0	19759.0	12909.0	7861.0	175.0	0.0	6945334.0	71592952.0
Cch-CAS_014-6A-lcwgs-1-2.clmp.fp2_r1_screen	119675.0	17560.0	9301.0	7049.0	2613.0	1677.0	1606.0	769.0	16.0	0.0	670799.0	6972359.0
Cch-CAS_014-6A-lcwgs-1-2.clmp.fp2_r2_screen	120048.0	17840.0	9319.0	6681.0	2571.0	1672.0	1585.0	793.0	11.0	0.0	671325.0	6971579.0
Cch-CAS_015-10F-lcwgs-1-2.clmp.fp2_r1_screen	30659.0	4738.0	2363.0	1789.0	668.0	482.0	473.0	165.0	8.0	0.0	163593.0	1959137.0
Cch-CAS_015-10F-lcwgs-1-2.clmp.fp2_r2_screen	30959.0	4719.0	2328.0	1878.0	649.0	510.0	452.0	184.0	4.0	0.0	165419.0	1956973.0
Cch-CAS_016-6C-lcwgs-1-2.clmp.fp2_r1_screen	557441.0	84906.0	43227.0	31353.0	12327.0	10699.0	9843.0	3185.0	90.0	0.0	3034799.0	33827520.0
Cch-CAS_016-6C-lcwgs-1-2.clmp.fp2_r2_screen	566373.0	84675.0	43427.0	30980.0	12137.0	10845.0	9676.0	2925.0	76.0	0.0	3083179.0	33771097.0
Cch-CAS_017-11H-lcwgs-1-2.clmp.fp2_r1_screen	295044.0	44141.0	22820.0	16554.0	6339.0	5138.0	3717.0	1846.0	40.0	0.0	1560149.0	17621666.0
Cch-CAS_017-11H-lcwgs-1-2.clmp.fp2_r2_screen	298231.0	43672.0	22542.0	16556.0	6359.0	5198.0	3698.0	1775.0	37.0	0.0	1585129.0	17594257.0
Cch-CAS_018-12D-lcwgs-1-2.clmp.fp2_r1_screen	41540.0	6401.0	3253.0	2374.0	938.0	817.0	612.0	243.0	5.0	0.0	227113.0	2532765.0
Cch-CAS_018-12D-lcwgs-1-2.clmp.fp2_r2_screen	42007.0	6166.0	3169.0	2267.0	853.0	794.0	639.0	233.0	2.0	0.0	227166.0	2532765.0
Cch-CAS_019-5B-lcwgs-1-2.clmp.fp2_r1_screen	97907.0	14598.0	7554.0	5476.0	2145.0	1493.0	1901.0	490.0	10.0	0.0	520872.0	5756650.0
Cch-CAS_019-5B-lcwgs-1-2.clmp.fp2_r2_screen	97644.0	14318.0	7518.0	5360.0	2068.0	1477.0	1846.0	455.0	16.0	0.0	522385.0	5756009.0
Cch-CAS_021-6E-lcwgs-1-2.clmp.fp2_r1_screen	141547.0	20828.0	10662.0	7937.0	3092.0	2225.0	2529.0	919.0	18.0	0.0	781445.0	8260749.0
Cch-CAS_021-6E-lcwgs-1-2.clmp.fp2_r2_screen	143715.0	20798.0	10658.0	7924.0	3031.0	2194.0	2565.0	846.0	18.0	0.0	791454.0	8248748.0
Cch-CAS_022-8G-lcwgs-1-2.clmp.fp2_r1_screen	181152.0	28283.0	14347.0	10475.0	4045.0	3788.0	2920.0	1072.0	20.0	0.0	994332.0	10896883.0
Cch-CAS_022-8G-lcwgs-1-2.clmp.fp2_r2_screen	182691.0	27841.0	14089.0	10348.0	4026.0	3743.0	2881.0	1079.0	29.0	0.0	996135.0	10894455.0
Cch-CAS_023-10G-lcwgs-1-2.clmp.fp2_r1_screen	1654.0	293.0	107.0	109.0	36.0	29.0	27.0	9.0	0.0	0.0	8907.0	103399.0
Cch-CAS_023-10G-lcwgs-1-2.clmp.fp2_r2_screen	1624.0	254.0	140.0	93.0	35.0	24.0	24.0	3.0	0.0	0.0	8997.0	103376.0
Cch-CAS_024-11G-lcwgs-1-2.clmp.fp2_r1_screen	185414.0	28674.0	14416.0	10433.0	4024.0	3790.0	3296.0	1125.0	39.0	0.0	1002999.0	11376294.0
Cch-CAS_024-11G-lcwgs-1-2.clmp.fp2_r2_screen	187868.0	28410.0	14743.0	10708.0	4114.0	3737.0	3250.0	1090.0	23.0	0.0	1011634.0	11364927.0
Cch-CAS_025-1C-lcwgs-1-2.clmp.fp2_r1_screen	185465.0	29016.0	14494.0	10861.0	4077.0	2684.0	2148.0	1234.0	21.0	0.0	1025395.0	11011647.0
Cch-CAS_025-1C-lcwgs-1-2.clmp.fp2_r2_screen	186560.0	28665.0	14097.0	10850.0	3848.0	2587.0	2110.0	1111.0	29.0	0.0	1030453.0	11006732.0
Cch-CAS_026-10E-lcwgs-1-2.clmp.fp2_r1_screen	196948.0	29303.0	15045.0	10933.0	4320.0	2998.0	3252.0	1148.0	35.0	0.0	1066953.0	11679177.0
Cch-CAS_026-10E-lcwgs-1-2.clmp.fp2_r2_screen	199105.0	29101.0	14937.0	10875.0	4213.0	2981.0	3196.0	1055.0	22.0	0.0	1075858.0	11668769.0
Cch-CAS_027-7B-lcwgs-1-2.clmp.fp2_r1_screen	90817.0	13445.0	7054.0	5192.0	1921.0	1444.0	1181.0	503.0	13.0	0.0	487771.0	5423730.0
Cch-CAS_027-7B-lcwgs-1-2.clmp.fp2_r2_screen	91189.0	13378.0	6953.0	5180.0	1856.0	1454.0	1175.0	488.0	22.0	0.0	490059.0	5421317.0
Cch-CAS_029-8G-lcwgs-1-2.clmp.fp2_r1_screen	139413.0	21112.0	10585.0	8090.0	3076.0	2013.0	2771.0	763.0	30.0	0.0	748472.0	8380336.0
Cch-CAS_029-8G-lcwgs-1-2.clmp.fp2_r2_screen	139733.0	20876.0	10560.0	7853.0	3014.0	1991.0	2721.0	748.0	21.0	0.0	750671.0	8378473.0
Cch-CAS_030-7D-lcwgs-1-2.clmp.fp2_r1_screen	232847.0	35222.0	18011.0	12570.0	5124.0	5531.0	4242.0	1222.0	27.0	0.0	1264347.0	13872353.0
Cch-CAS_030-7D-lcwgs-1-2.clmp.fp2_r2_screen	235586.0	34568.0	17754.0	12407.0	5096.0	5312.0	4101.0	1203.0	31.0	0.0	1264631.0	13870807.0
Cch-CAS_031-9D-lcwgs-1-2.clmp.fp2_r1_screen	115369.0	17653.0	8808.0	6652.0	2590.0	1708.0	1553.0	642.0	12.0	0.0	604341.0	7191749.0
Cch-CAS_031-9D-lcwgs-1-2.clmp.fp2_r2_screen	115141.0	17158.0	8835.0	6532.0	2393.0	1705.0	1633.0	565.0	16.0	0.0	609326.0	7187773.0
Cch-CAS_032-11C-lcwgs-1-2.clmp.fp2_r1_screen	154635.0	23749.0	12200.0	8979.0	3489.0	2557.0	3017.0	859.0	23.0	0.0	838106.0	9555760.0
Cch-CAS_032-11C-lcwgs-1-2.clmp.fp2_r2_screen	157334.0	23649.0	12089.0	8696.0	3442.0	2508.0	2995.0	845.0	19.0	0.0	849821.0	9541976.0
Cch-CAS_033-10D-lcwgs-1-2.clmp.fp2_r1_screen	96655.0	14532.0	7190.0	5448.0	2103.0	1566.0	1230.0	573.0	10.0	0.0	522645.0	5790260.0
Cch-CAS_033-10D-lcwgs-1-2.clmp.fp2_r2_screen	97244.0	14252.0	7305.0	5402.0	2102.0	1579.0	1223.0	568.0	14.0	0.0	526129.0	5786394.0
Cch-CAS_034-6H-lcwgs-1-2.clmp.fp2_r1_screen	292137.0	43047.0	22105.0	15904.0	6289.0	4949.0	5957.0	1537.0	43.0	0.0	1566474.0	16569864.0
Cch-CAS_034-6H-lcwgs-1-2.clmp.fp2_r2_screen	296484.0	42981.0	22003.0	15480.0	6438.0	4719.0	5897.0	1488.0	34.0	0.0	1583300.0	16549482.0
Cch-CAS_035-6B-lcwgs-1-2.clmp.fp2_r1_screen	37459.0	5583.0	2875.0	2117.0	744.0	742.0	469.0	203.0	4.0	0.0	199106.0	2305020.0
Cch-CAS_035-6B-lcwgs-1-2.clmp.fp2_r2_screen	37633.0	5675.0	2799.0	2037.0	807.0	696.0	499.0	189.0	2.0	0.0	200242.0	2303743.0
Cch-CAS_037-11B-lcwgs-1-2.clmp.fp2_r1_screen	150482.0	22775.0	11773.0	8503.0	3282.0	2368.0	1676.0	832.0	19.0	0.0	811091.0	9115205.0
