Sample	FastQC_mqc-generalstats-fastqc-percent_duplicates	FastQC_mqc-generalstats-fastqc-percent_gc	FastQC_mqc-generalstats-fastqc-avg_sequence_length	FastQC_mqc-generalstats-fastqc-percent_fails	FastQC_mqc-generalstats-fastqc-total_sequences	Snippy_mqc-generalstats-snippy-VariantTotal
Hte-AJol_019-Ex1-7B-lcwgs-1-T.2	13.498155660658767	47.0	150.0	18.181818181818183	156026.0	
Hte-AJol_020-Ex1-8B-lcwgs-1-T.1	9.953681960252908	55.0	150.0	27.27272727272727	581489.0	
Hte-AJol_020-Ex1-8B-lcwgs-1-T.2	9.493526240618806	55.0	150.0	27.27272727272727	581489.0	
Hte-AJol_021-Ex1-9B-lcwgs-1-T.1	10.26006888432049	43.0	150.0	18.181818181818183	2187250.0	
Hte-AJol_021-Ex1-9B-lcwgs-1-T.2	9.891177591435678	43.0	150.0	18.181818181818183	2187250.0	
Hte-AJol_022-Ex1-10B-lcwgs-1-T.1	9.271521987605297	43.0	150.0	18.181818181818183	2109587.0	
Hte-AJol_022-Ex1-10B-lcwgs-1-T.2	8.81060194430951	43.0	150.0	18.181818181818183	2109587.0	
Hte-AJol_023-Ex1-11B-lcwgs-1-T.1	9.803955668096606	43.0	150.0	18.181818181818183	2581949.0	
Hte-AJol_023-Ex1-11B-lcwgs-1-T.2	9.45802237027425	43.0	150.0	18.181818181818183	2581949.0	
Hte-AJol_024-Ex1-12B-lcwgs-1-T.1	14.025041703225071	43.0	150.0	18.181818181818183	2872325.0	
Hte-AJol_024-Ex1-12B-lcwgs-1-T.2	13.421308260818961	43.0	150.0	18.181818181818183	2872325.0	
Hte-AJol_025-Ex1-1C-lcwgs-1-T.1	13.29217281895535	43.0	150.0	18.181818181818183	2241490.0	
Hte-AJol_025-Ex1-1C-lcwgs-1-T.2	12.62490563531557	43.0	150.0	18.181818181818183	2241490.0	
Hte-AJol_026-Ex1-2C-lcwgs-1-T.1	13.705934634587251	55.0	150.0	27.27272727272727	1358176.0	
Hte-AJol_026-Ex1-2C-lcwgs-1-T.2	12.501284069345814	55.0	150.0	27.27272727272727	1358176.0	
Hte-AJol_027-Ex1-3C-lcwgs-1-T.1	12.850596347934413	48.0	150.0	27.27272727272727	1892376.0	
Hte-AJol_027-Ex1-3C-lcwgs-1-T.2	11.684717499231226	48.0	150.0	27.27272727272727	1892376.0	
Hte-AJol_028-Ex1-4C-lcwgs-1-T.1	12.58675671180508	45.0	150.0	18.181818181818183	424636.0	
Hte-AJol_028-Ex1-4C-lcwgs-1-T.2	12.081530443375698	45.0	150.0	18.181818181818183	424636.0	
Hte-AJol_029-Ex1-5C-lcwgs-1-T.1	11.255914133408169	43.0	150.0	18.181818181818183	2848433.0	
Hte-AJol_029-Ex1-5C-lcwgs-1-T.2	10.7594805291981	43.0	150.0	18.181818181818183	2848433.0	
Hte-AJol_030-Ex1-6C-lcwgs-1-T.1	17.216064093300602	43.0	150.0	18.181818181818183	1294425.0	
Hte-AJol_030-Ex1-6C-lcwgs-1-T.2	16.22144155496727	44.0	150.0	18.181818181818183	1294425.0	
Hte-AJol_031-Ex1-7C-lcwgs-1-T.1	10.738016807228107	53.0	150.0	27.27272727272727	313275.0	
Hte-AJol_031-Ex1-7C-lcwgs-1-T.2	9.767561001247032	53.0	150.0	27.27272727272727	313275.0	
Hte-AJol_032-Ex1-8C-lcwgs-1-T.1	14.277483813680362	43.0	150.0	18.181818181818183	1275178.0	
Hte-AJol_032-Ex1-8C-lcwgs-1-T.2	13.605131346683777	44.0	150.0	18.181818181818183	1275178.0	
Hte-AJol_033-Ex1-9C-lcwgs-1-T.1	13.914878301168145	43.0	150.0	18.181818181818183	1918476.0	
Hte-AJol_033-Ex1-9C-lcwgs-1-T.2	13.3079837196439	43.0	150.0	18.181818181818183	1918476.0	
Hte-AJol_034-Ex1-10C-lcwgs-1-T.1	13.823722916387752	43.0	150.0	18.181818181818183	1710920.0	
Hte-AJol_034-Ex1-10C-lcwgs-1-T.2	13.23257683179213	43.0	150.0	18.181818181818183	1710920.0	
Hte-AJol_035-Ex1-11C-lcwgs-1-T.1	18.06417686503184	45.0	150.0	18.181818181818183	1993896.0	
Hte-AJol_035-Ex1-11C-lcwgs-1-T.2	17.11073720605306	45.0	150.0	18.181818181818183	1993896.0	
Hte-AJol_036-Ex1-12C-lcwgs-1-T.1	18.91537488494123	45.0	150.0	18.181818181818183	1709766.0	
Hte-AJol_036-Ex1-12C-lcwgs-1-T.2	17.929919719818926	45.0	150.0	18.181818181818183	1709766.0	
Hte-AJol_037-Ex1-1D-lcwgs-1-T.1	10.89812505229979	42.0	150.0	18.181818181818183	1769012.0	
Hte-AJol_037-Ex1-1D-lcwgs-1-T.2	10.461012323359071	42.0	150.0	18.181818181818183	1769012.0	
Hte-AJol_038-Ex1-2D-lcwgs-1-T.1	16.212534788561356	42.0	150.0	18.181818181818183	3732045.0	
Hte-AJol_038-Ex1-2D-lcwgs-1-T.2	15.210164515615404	42.0	150.0	18.181818181818183	3732045.0	
Hte-AJol_039-Ex1-3D-lcwgs-1-T.1	14.250627230041545	44.0	150.0	18.181818181818183	2564077.0	
Hte-AJol_039-Ex1-3D-lcwgs-1-T.2	13.424535506084922	44.0	150.0	18.181818181818183	2564077.0	
Hte-AJol_040-Ex1-4D-lcwgs-1-T.1	15.78751767247843	44.0	150.0	18.181818181818183	2173822.0	
Hte-AJol_040-Ex1-4D-lcwgs-1-T.2	15.075296773446226	44.0	150.0	18.181818181818183	2173822.0	
Hte-AJol_041-Ex1-5D-lcwgs-1-T.1	27.93202600486009	45.0	150.0	18.181818181818183	459944.0	
Hte-AJol_041-Ex1-5D-lcwgs-1-T.2	26.29410040214411	45.0	150.0	18.181818181818183	459944.0	
Hte-AJol_042-Ex1-6D-lcwgs-1-T.1	13.740834720541955	43.0	150.0	18.181818181818183	3013073.0	
Hte-AJol_042-Ex1-6D-lcwgs-1-T.2	13.25717535662632	43.0	150.0	18.181818181818183	3013073.0	
Hte-AJol_043-Ex1-7D-lcwgs-1-T.1	12.704605463674838	44.0	150.0	18.181818181818183	824728.0	
Hte-AJol_043-Ex1-7D-lcwgs-1-T.2	11.989547745349427	44.0	150.0	18.181818181818183	824728.0	
Hte-AJol_044-Ex1-8D-lcwgs-1-T.1	10.909303160044175	55.0	150.0	27.27272727272727	237607.0	
Hte-AJol_044-Ex1-8D-lcwgs-1-T.2	9.929637754905642	55.0	150.0	27.27272727272727	237607.0	
Hte-AJol_045-Ex1-9D-lcwgs-1-T.1	13.887485737986864	49.0	150.0	27.27272727272727	984945.0	
Hte-AJol_045-Ex1-9D-lcwgs-1-T.2	12.97942045654571	49.0	150.0	27.27272727272727	984945.0	
Hte-AJol_046-Ex1-10D-lcwgs-1-T.1	9.878295055004642	44.0	150.0	27.27272727272727	1918646.0	
Hte-AJol_046-Ex1-10D-lcwgs-1-T.2	9.363086894500796	44.0	150.0	18.181818181818183	1918646.0	
Hte-AJol_047-Ex1-11D-lcwgs-1-T.1	11.794934834724643	48.0	150.0	27.27272727272727	550912.0	
Hte-AJol_047-Ex1-11D-lcwgs-1-T.2	11.132595995137166	49.0	150.0	27.27272727272727	550912.0	
Hte-AJol_048-Ex1-12D-lcwgs-1-T.1	15.056043635426477	43.0	150.0	18.181818181818183	2830263.0	
Hte-AJol_048-Ex1-12D-lcwgs-1-T.2	14.407643802842145	43.0	150.0	18.181818181818183	2830263.0	
Hte-AJol_049-Ex1-1E-lcwgs-1-T.1	13.123636364147231	43.0	150.0	18.181818181818183	2917922.0	
Hte-AJol_049-Ex1-1E-lcwgs-1-T.2	12.615981009232087	44.0	150.0	18.181818181818183	2917922.0	
Hte-AJol_050-Ex1-2E-lcwgs-1-T.1	14.262317025481877	43.0	150.0	18.181818181818183	4551679.0	
Hte-AJol_050-Ex1-2E-lcwgs-1-T.2	13.58883216764795	43.0	150.0	18.181818181818183	4551679.0	
Hte-AJol_051-Ex1-3E-lcwgs-1-T.1	12.688910300578087	41.0	150.0	18.181818181818183	4139834.0	
Hte-AJol_051-Ex1-3E-lcwgs-1-T.2	12.122428835074004	41.0	150.0	18.181818181818183	4139834.0	
Hte-AJol_052-Ex1-4E-lcwgs-1-T.1	12.009214675683836	43.0	150.0	18.181818181818183	2738673.0	
Hte-AJol_052-Ex1-4E-lcwgs-1-T.2	11.53127132879979	43.0	150.0	18.181818181818183	2738673.0	
Hte-AJol_053-Ex1-5E-lcwgs-1-T.1	14.44228641819349	43.0	150.0	18.181818181818183	3123020.0	
Hte-AJol_053-Ex1-5E-lcwgs-1-T.2	13.922296429207421	43.0	150.0	18.181818181818183	3123020.0	
Hte-AJol_054-Ex1-6E-lcwgs-1-T.1	12.905453934811419	44.0	150.0	18.181818181818183	2353497.0	
Hte-AJol_054-Ex1-6E-lcwgs-1-T.2	12.312218830391501	44.0	150.0	18.181818181818183	2353497.0	
Hte-AJol_055-Ex1-7E-lcwgs-1-T.1	20.464285991331792	42.0	150.0	18.181818181818183	3498591.0	
Hte-AJol_055-Ex1-7E-lcwgs-1-T.2	19.606177848149457	42.0	150.0	18.181818181818183	3498591.0	
Hte-AJol_056-Ex1-8E-lcwgs-1-T.1	11.057973267852162	42.0	150.0	18.181818181818183	2039131.0	
Hte-AJol_056-Ex1-8E-lcwgs-1-T.2	10.661183712739899	42.0	150.0	18.181818181818183	2039131.0	
Hte-AJol_057-Ex1-9E-lcwgs-1-T.1	14.291222173812372	43.0	150.0	18.181818181818183	3962959.0	
Hte-AJol_057-Ex1-9E-lcwgs-1-T.2	13.753061326517283	43.0	150.0	18.181818181818183	3962959.0	
Hte-AJol_058-Ex1-10E-lcwgs-1-T.1	10.565100209392128	51.0	150.0	27.27272727272727	1102379.0	
Hte-AJol_058-Ex1-10E-lcwgs-1-T.2	9.60551249245853	51.0	150.0	27.27272727272727	1102379.0	
Hte-AJol_059-Ex1-11E-lcwgs-1-T.1	12.720561815946212	48.0	150.0	27.27272727272727	1270377.0	
Hte-AJol_059-Ex1-11E-lcwgs-1-T.2	11.729256613887074	48.0	150.0	27.27272727272727	1270377.0	
Hte-AJol_060-Ex1-12E-lcwgs-1-T.1	39.06733738799895	46.0	150.0	18.181818181818183	2432172.0	
Hte-AJol_060-Ex1-12E-lcwgs-1-T.2	36.71819141189817	46.0	150.0	18.181818181818183	2432172.0	
Hte-AJol_061-Ex1-1F-lcwgs-1-T.1	14.838861182825468	43.0	150.0	18.181818181818183	2408985.0	
Hte-AJol_061-Ex1-1F-lcwgs-1-T.2	14.037654199197874	43.0	150.0	18.181818181818183	2408985.0	
Hte-AJol_062-Ex1-2F-lcwgs-1-T.1	13.01657388382472	43.0	150.0	18.181818181818183	4001790.0	
Hte-AJol_062-Ex1-2F-lcwgs-1-T.2	12.461705114735395	43.0	150.0	18.181818181818183	4001790.0	
Hte-AJol_063-Ex1-3F-lcwgs-1-T.1	14.306736584513075	43.0	150.0	18.181818181818183	3193159.0	
Hte-AJol_063-Ex1-3F-lcwgs-1-T.2	13.60486133052855	43.0	150.0	18.181818181818183	3193159.0	
Hte-AJol_064-Ex1-4F-lcwgs-1-T.1	11.326102000955913	42.0	150.0	18.181818181818183	2961120.0	
Hte-AJol_064-Ex1-4F-lcwgs-1-T.2	10.828629116812891	42.0	150.0	18.181818181818183	2961120.0	
Hte-AJol_065-Ex1-5F-lcwgs-1-T.1	13.101511045924099	57.0	150.0	27.27272727272727	382126.0	
Hte-AJol_065-Ex1-5F-lcwgs-1-T.2	11.851551230197416	57.0	150.0	27.27272727272727	382126.0	
Hte-AJol_066-Ex1-6F-lcwgs-1-T.1	13.698499945994882	55.0	150.0	27.27272727272727	774366.0	
Hte-AJol_066-Ex1-6F-lcwgs-1-T.2	12.363859241263512	55.0	150.0	27.27272727272727	774366.0	
Hte-AJol_067-Ex1-7F-lcwgs-1-T.1	11.672180002222404	43.0	150.0	18.181818181818183	2443533.0	
Hte-AJol_067-Ex1-7F-lcwgs-1-T.2	11.111487728606477	43.0	150.0	18.181818181818183	2443533.0	
Hte-AJol_068-Ex1-8F-lcwgs-1-T.1	12.129864336336098	44.0	150.0	18.181818181818183	1357984.0	
Hte-AJol_068-Ex1-8F-lcwgs-1-T.2	11.471547444301663	44.0	150.0	18.181818181818183	1357984.0	
Hte-AJol_069-Ex1-9F-lcwgs-1-T.1	12.04327665697592	42.0	150.0	18.181818181818183	2531412.0	
Hte-AJol_069-Ex1-9F-lcwgs-1-T.2	11.666957832194498	42.0	150.0	18.181818181818183	2531412.0	
Hte-AJol_070-Ex1-10F-lcwgs-1-T.1	10.827790194421553	43.0	150.0	18.181818181818183	2019279.0	
Hte-AJol_070-Ex1-10F-lcwgs-1-T.2	10.368919017043908	43.0	150.0	18.181818181818183	2019279.0	
Hte-AJol_071-Ex1-11F-lcwgs-1-T.1	10.161395491457043	54.0	150.0	27.27272727272727	275387.0	
Hte-AJol_071-Ex1-11F-lcwgs-1-T.2	9.239760509512337	54.0	150.0	27.27272727272727	275387.0	
Hte-AJol_072-Ex1-12F-lcwgs-1-T.1	10.873241389316021	43.0	150.0	18.181818181818183	1923702.0	
Hte-AJol_072-Ex1-12F-lcwgs-1-T.2	10.493186537935358	43.0	150.0	18.181818181818183	1923702.0	
Hte-AJol_073-Ex1-1G-lcwgs-1-T.1	41.53406219720336	46.0	150.0	27.27272727272727	2957045.0	
Hte-AJol_073-Ex1-1G-lcwgs-1-T.2	39.52798198078645	46.0	150.0	18.181818181818183	2957045.0	
Hte-AJol_074-Ex1-2G-lcwgs-1-T.1	11.297308361221454	44.0	150.0	27.27272727272727	1939206.0	
Hte-AJol_074-Ex1-2G-lcwgs-1-T.2	10.632898610846382	45.0	150.0	27.27272727272727	1939206.0	
Hte-AJol_075-Ex1-3G-lcwgs-1-T.1	22.772568421493517	43.0	150.0	27.27272727272727	1006395.0	
Hte-AJol_075-Ex1-3G-lcwgs-1-T.2	21.661532103463387	43.0	150.0	27.27272727272727	1006395.0	
Hte-AJol_076-Ex1-4G-lcwgs-1-T.1	13.719768319732466	43.0	150.0	18.181818181818183	2796505.0	
Hte-AJol_076-Ex1-4G-lcwgs-1-T.2	13.183124330688685	43.0	150.0	18.181818181818183	2796505.0	
Hte-AJol_077-Ex1-5G-lcwgs-1-T.1	13.713197672270212	44.0	150.0	18.181818181818183	132959.0	
Hte-AJol_077-Ex1-5G-lcwgs-1-T.2	13.15957161914693	45.0	150.0	18.181818181818183	132959.0	
Hte-AJol_078-Ex1-6G-lcwgs-1-T.1	11.998526116085003	43.0	150.0	18.181818181818183	1986822.0	
Hte-AJol_078-Ex1-6G-lcwgs-1-T.2	11.59614328525383	44.0	150.0	18.181818181818183	1986822.0	
Hte-AJol_079-Ex1-7G-lcwgs-1-T.1	10.750538553363953	43.0	150.0	18.181818181818183	2840009.0	
Hte-AJol_079-Ex1-7G-lcwgs-1-T.2	10.197458339083582	43.0	150.0	18.181818181818183	2840009.0	
Hte-AJol_080-Ex1-8G-lcwgs-1-T.1	12.204423942499844	42.0	150.0	18.181818181818183	3141763.0	
Hte-AJol_080-Ex1-8G-lcwgs-1-T.2	11.667122811577642	43.0	150.0	18.181818181818183	3141763.0	
Hte-AJol_081-Ex1-9G-lcwgs-1-T.1	14.515379554320589	43.0	150.0	18.181818181818183	2992493.0	
Hte-AJol_081-Ex1-9G-lcwgs-1-T.2	13.861014657331765	43.0	150.0	18.181818181818183	2992493.0	
Hte-AJol_082-Ex1-10G-lcwgs-1-T.1	11.864867207457536	42.0	150.0	18.181818181818183	2023906.0	
Hte-AJol_082-Ex1-10G-lcwgs-1-T.2	11.296872798798617	42.0	150.0	18.181818181818183	2023906.0	
Hte-AJol_083-Ex1-11G-lcwgs-1-T.1	11.167058212080178	43.0	150.0	18.181818181818183	2356100.0	
Hte-AJol_083-Ex1-11G-lcwgs-1-T.2	10.749351994689775	43.0	150.0	18.181818181818183	2356100.0	
Hte-AJol_084-Ex1-12G-lcwgs-1-T.1	11.199118309422772	43.0	150.0	18.181818181818183	2451540.0	
Hte-AJol_084-Ex1-12G-lcwgs-1-T.2	10.729231158361372	43.0	150.0	18.181818181818183	2451540.0	
Hte-AJol_085-Ex1-1H-lcwgs-1-T.1	39.11905927845976	45.0	150.0	18.181818181818183	1502391.0	
Hte-AJol_085-Ex1-1H-lcwgs-1-T.2	36.972998837052685	46.0	150.0	18.181818181818183	1502391.0	
Hte-AJol_086-Ex1-2H-lcwgs-1-T.1	12.120051965941528	42.0	150.0	18.181818181818183	2531372.0	
Hte-AJol_086-Ex1-2H-lcwgs-1-T.2	11.503644070856666	43.0	150.0	18.181818181818183	2531372.0	
Hte-AJol_087-Ex1-3H-lcwgs-1-T.1	22.580266009751398	45.0	150.0	18.181818181818183	3551019.0	
Hte-AJol_087-Ex1-3H-lcwgs-1-T.2	21.15399058907309	45.0	150.0	18.181818181818183	3551019.0	
Hte-AJol_088-Ex1-4H-lcwgs-1-T.1	14.821591193170818	45.0	150.0	18.181818181818183	4758410.0	
Hte-AJol_088-Ex1-4H-lcwgs-1-T.2	14.134720066786755	45.0	150.0	18.181818181818183	4758410.0	
Hte-AJol_089-Ex1-5H-lcwgs-1-T.1	12.116714184626517	42.0	150.0	18.181818181818183	2197617.0	
Hte-AJol_089-Ex1-5H-lcwgs-1-T.2	11.720892273458574	43.0	150.0	18.181818181818183	2197617.0	
Hte-AJol_090-Ex1-6H-lcwgs-1-T.1	22.04384743915739	44.0	150.0	18.181818181818183	3109181.0	
Hte-AJol_090-Ex1-6H-lcwgs-1-T.2	20.80075011348555	44.0	150.0	18.181818181818183	3109181.0	
Hte-AJol_091-Ex1-7H-lcwgs-1-T.1	14.982951142270636	43.0	150.0	18.181818181818183	1990679.0	
Hte-AJol_091-Ex1-7H-lcwgs-1-T.2	14.174630429359809	43.0	150.0	18.181818181818183	1990679.0	
Hte-AJol_092-Ex1-8H-lcwgs-1-T.1	17.340767069152136	43.0	150.0	18.181818181818183	1002479.0	
Hte-AJol_092-Ex1-8H-lcwgs-1-T.2	16.407096329316445	43.0	150.0	18.181818181818183	1002479.0	
Hte-AJol_093-Ex1-9H-lcwgs-1-T.1	18.184260215295893	44.0	150.0	18.181818181818183	3732942.0	
Hte-AJol_093-Ex1-9H-lcwgs-1-T.2	17.219366624755168	44.0	150.0	18.181818181818183	3732942.0	
Hte-AJol_094-Ex1-10H-lcwgs-1-T.1	11.631496770387812	42.0	150.0	18.181818181818183	1915062.0	
Hte-AJol_094-Ex1-10H-lcwgs-1-T.2	11.136434755441044	43.0	150.0	18.181818181818183	1915062.0	
Hte-AJol_095-Ex1-11H-lcwgs-1-T.1	15.159638706776065	43.0	150.0	18.181818181818183	2835952.0	
Hte-AJol_095-Ex1-11H-lcwgs-1-T.2	14.078767686491716	43.0	150.0	18.181818181818183	2835952.0	
Hte-AJol_096-Ex1-12H-lcwgs-1-T.1	12.86083764523363	42.0	150.0	18.181818181818183	2474062.0	
Hte-AJol_096-Ex1-12H-lcwgs-1-T.2	12.263742349889299	42.0	150.0	18.181818181818183	2474062.0	
Hte-AMvi_001-Ex1-2C1D-lcwgs-2and3-T.1	18.19359904111174	45.0	150.0	27.27272727272727	156470.0	
Hte-AMvi_001-Ex1-2C1D-lcwgs-2and3-T.2	17.458266710000217	45.0	150.0	27.27272727272727	156470.0	
Hte-AMvi_002-Ex1-2D-lcwgs-2-T.1	17.00134998312521	46.0	150.0	18.181818181818183	11852.0	
Hte-AMvi_002-Ex1-2D-lcwgs-2-T.2	16.992912588592645	46.0	150.0	27.27272727272727	11852.0	
Hte-AMvi_003-Ex1-2E-lcwgs-2-T.1	15.056473023444184	45.0	150.0	27.27272727272727	22223.0	
Hte-AMvi_003-Ex1-2E-lcwgs-2-T.2	14.96197633082842	45.0	150.0	18.181818181818183	22223.0	
Hte-AMvi_004-Ex1-1F-lcwgs-3-T.1	10.918575321643715	45.0	150.0	18.181818181818183	761187.0	
Hte-AMvi_004-Ex1-1F-lcwgs-3-T.2	10.466667727303829	45.0	150.0	18.181818181818183	761187.0	
Hte-AMvi_005-Ex1-2G1G-lcwgs-2and3-T.1	18.898639414853847	44.0	150.0	27.27272727272727	116347.0	
Hte-AMvi_005-Ex1-2G1G-lcwgs-2and3-T.2	18.04172002716014	44.0	150.0	27.27272727272727	116347.0	
Hte-AMvi_006-Ex1-2H-lcwgs-2-T.1	22.597826858887856	46.0	150.0	36.36363636363637	14081.0	
Hte-AMvi_006-Ex1-2H-lcwgs-2-T.2	22.96001704424401	46.0	150.0	36.36363636363637	14081.0	
Hte-AMvi_007-Ex1-3A-lcwgs-2-T.1	12.808164201353051	45.0	150.0	27.27272727272727	8721.0	
Hte-AMvi_007-Ex1-3A-lcwgs-2-T.2	12.510033253067306	45.0	150.0	27.27272727272727	8721.0	
Hte-AMvi_008-Ex1-3B-lcwgs-2-T.1	9.771289537712889	44.0	150.0	27.27272727272727	10275.0	
Hte-AMvi_008-Ex1-3B-lcwgs-2-T.2	9.664233576642332	44.0	150.0	27.27272727272727	10275.0	
Hte-AMvi_009-Ex1-3C-lcwgs-2-T.1	14.783347493627858	44.0	150.0	27.27272727272727	10593.0	
Hte-AMvi_009-Ex1-3C-lcwgs-2-T.2	14.97215142074954	45.0	150.0	27.27272727272727	10593.0	
Hte-AMvi_010-Ex1-3D-lcwgs-2-T.1	16.454601605929582	45.0	150.0	36.36363636363637	8095.0	
Hte-AMvi_010-Ex1-3D-lcwgs-2-T.2	16.652254478072877	45.0	150.0	27.27272727272727	8095.0	
Hte-AMvi_011-Ex1-3E-lcwgs-2-T.1	15.387662705149978	45.0	150.0	18.181818181818183	17670.0	
Hte-AMvi_011-Ex1-3E-lcwgs-2-T.2	15.35370684776457	45.0	150.0	27.27272727272727	17670.0	
Hte-AMvi_012-Ex1-3F-lcwgs-2-T.1	13.590663365836406	45.0	150.0	27.27272727272727	19793.0	
Hte-AMvi_012-Ex1-3F-lcwgs-2-T.2	13.221846107209629	45.0	150.0	27.27272727272727	19793.0	
Hte-AMvi_014-Ex1-3H-lcwgs-2-T.1	17.501264542235702	47.0	150.0	18.181818181818183	17793.0	
Hte-AMvi_014-Ex1-3H-lcwgs-2-T.2	17.60804810880684	47.0	150.0	18.181818181818183	17793.0	
Hte-AMvi_015-Ex1-4A2B-lcwgs-2and3-T.1	10.568421137933399	42.0	150.0	18.181818181818183	202902.0	
Hte-AMvi_015-Ex1-4A2B-lcwgs-2and3-T.2	10.30570926593137	42.0	150.0	18.181818181818183	202902.0	
Hte-AMvi_016-Ex1-4B2C-lcwgs-2and3-T.1	13.83986513447448	48.0	150.0	27.27272727272727	241909.0	
Hte-AMvi_016-Ex1-4B2C-lcwgs-2and3-T.2	13.330892466674243	48.0	150.0	27.27272727272727	241909.0	
Hte-AMvi_017-Ex1-4C2D-lcwgs-2and3-T.1	12.006038601249514	48.0	150.0	27.27272727272727	378500.0	
Hte-AMvi_017-Ex1-4C2D-lcwgs-2and3-T.2	11.651488556324438	49.0	150.0	27.27272727272727	378500.0	
Hte-AMvi_018-Ex1-4D2E-lcwgs-2and3-T.1	16.12311557788945	48.0	150.0	18.181818181818183	39800.0	
Hte-AMvi_018-Ex1-4D2E-lcwgs-2and3-T.2	15.497487437185924	48.0	150.0	27.27272727272727	39800.0	
Hte-AMvi_020-Ex1-4F-lcwgs-2-T.1	15.340467911279163	45.0	150.0	18.181818181818183	29621.0	
Hte-AMvi_020-Ex1-4F-lcwgs-2-T.2	14.935349920664393	45.0	150.0	18.181818181818183	29621.0	
Hte-AMvi_022-Ex1-11B-lcwgs-2-T.1	10.16603157321721	44.0	150.0	27.27272727272727	14696.0	
Hte-AMvi_022-Ex1-11B-lcwgs-2-T.2	9.71692977681002	44.0	150.0	27.27272727272727	14696.0	
Hte-AMvi_023-Ex1-11C-lcwgs-2-T.1	15.366029200082252	44.0	150.0	27.27272727272727	19452.0	
Hte-AMvi_023-Ex1-11C-lcwgs-2-T.2	15.18095825622045	45.0	150.0	27.27272727272727	19452.0	
Hte-AMvi_024-Ex1-11D-lcwgs-2-T.1	16.160104741419616	46.0	150.0	36.36363636363637	10693.0	
Hte-AMvi_024-Ex1-11D-lcwgs-2-T.2	16.365846815673805	46.0	150.0	27.27272727272727	10693.0	
Hte-AMvi_026-Ex1-11E-lcwgs-2-T.1	15.474140899387095	45.0	150.0	18.181818181818183	29042.0	
Hte-AMvi_026-Ex1-11E-lcwgs-2-T.2	15.067832793884719	45.0	150.0	18.181818181818183	29042.0	
Hte-AMvi_027-Ex1-11F-lcwgs-2-T.1	13.486379989720746	45.0	150.0	18.181818181818183	29185.0	
Hte-AMvi_027-Ex1-11F-lcwgs-2-T.2	13.061504197361657	45.0	150.0	18.181818181818183	29185.0	
Hte-AMvi_028-Ex1-11G-lcwgs-2-T.1	8.120516499282644	43.0	150.0	18.181818181818183	13940.0	
Hte-AMvi_028-Ex1-11G-lcwgs-2-T.2	8.177905308464844	44.0	150.0	18.181818181818183	13940.0	
Hte-AMvi_029-Ex1-11H-lcwgs-2-T.1	20.357675111773474	45.0	150.0	18.181818181818183	23485.0	
Hte-AMvi_029-Ex1-11H-lcwgs-2-T.2	20.102192889078125	45.0	150.0	18.181818181818183	23485.0	
Hte-AMvi_030-Ex1-12A-lcwgs-2-T.1	12.573639098884982	43.0	150.0	18.181818181818183	39551.0	
Hte-AMvi_030-Ex1-12A-lcwgs-2-T.2	12.260119845263077	43.0	150.0	18.181818181818183	39551.0	
Hte-AMvi_031-Ex1-12B-lcwgs-2-T.1	14.805327868852459	44.0	150.0	18.181818181818183	21472.0	
Hte-AMvi_031-Ex1-12B-lcwgs-2-T.2	14.055514157973164	44.0	150.0	18.181818181818183	21472.0	
Hte-AMvi_032-Ex1-12C-lcwgs-2-T.1	18.210723192019955	45.0	150.0	18.181818181818183	32080.0	
Hte-AMvi_032-Ex1-12C-lcwgs-2-T.2	17.827306733167077	45.0	150.0	18.181818181818183	32080.0	
Hte-AMvi_033-Ex1-12D-lcwgs-2-T.1	19.545087315890868	45.0	150.0	18.181818181818183	16091.0	
Hte-AMvi_033-Ex1-12D-lcwgs-2-T.2	19.116276179230624	45.0	150.0	36.36363636363637	16091.0	
Hte-AMvi_034-Ex1-12E-lcwgs-2-T.1	17.13568861463348	43.0	150.0	18.181818181818183	44241.0	
Hte-AMvi_034-Ex1-12E-lcwgs-2-T.2	16.48470875432291	43.0	150.0	18.181818181818183	44241.0	
Hte-AMvi_035-Ex1-12F-lcwgs-2-T.1	16.33545414081115	45.0	150.0	18.181818181818183	38193.0	
Hte-AMvi_035-Ex1-12F-lcwgs-2-T.2	15.6677925274265	46.0	150.0	18.181818181818183	38193.0	
Hte-AMvi_036-Ex1-12G-lcwgs-2-T.1	11.56967468960255	44.0	150.0	18.181818181818183	14417.0	
Hte-AMvi_036-Ex1-12G-lcwgs-2-T.2	10.99396545744608	44.0	150.0	36.36363636363637	14417.0	
Hte-AMvi_037-Ex1-12H-lcwgs-2-T.1	22.361865942028984	46.0	150.0	36.36363636363637	17664.0	
Hte-AMvi_037-Ex1-12H-lcwgs-2-T.2	22.38451086956522	46.0	150.0	36.36363636363637	17664.0	
Hte-AMvi_038-Ex1-1A-lcwgs-2-T.1	12.395957193816884	45.0	150.0	36.36363636363637	10092.0	
Hte-AMvi_038-Ex1-1A-lcwgs-2-T.2	12.326595323028144	45.0	150.0	27.27272727272727	10092.0	
Hte-AMvi_039-Ex1-1B-lcwgs-2-T.1	10.74854909392397	43.0	150.0	18.181818181818183	16886.0	
Hte-AMvi_039-Ex1-1B-lcwgs-2-T.2	10.695250503375576	43.0	150.0	18.181818181818183	16886.0	
Hte-AMvi_040-Ex1-1C-lcwgs-2-T.1	14.820454257073976	44.0	150.0	27.27272727272727	7881.0	
